,CVP_INTAKE_EC,MIDR_INTAKE_EC,OLDR_CCF_EC,ROLD024_EC,RSAC054_EC,RSAC081_EC,RSAC092_EC,RSAN007_EC,RSAN018_EC,SLMZU003_EC,SLMZU011_EC,VICT_INTAKE_EC
1/27/1922,541.216,453.591,488.805,302.02,15935.742,2164.119,347.244,999.36,375.647,7994.648,6383.563,476.669
1/28/1922,556.792,452.624,503.979,302.558,15438.261,2023.675,328.208,957.775,367.765,7948.944,6335.183,481.362
1/29/1922,544.921,449.743,495.486,302.276,15281.744,2367.634,374.132,1105.191,397.677,8037.125,6407.654,472.851
1/30/1922,550.393,447.691,509.271,301.885,14498.005,2385.339,371.743,1159.343,406.147,8080.837,6413.467,471.228
1/31/1922,580.81,448.406,541.375,304.141,13541.837,1716.068,288.619,933.166,359.376,7843.246,6237.584,484.514
2/1/1922,596.908,455.652,546.149,310.144,12672.396,1135.081,233.744,699.721,320.47,7427.173,5329.387,505.78
2/2/1922,616.098,471.958,564.299,315.847,11562.656,746.168,211.882,538.543,298.158,6738.271,3171.272,528.058
2/3/1922,625.924,481.021,566.04,318.641,10761.906,542.929,205.624,447.693,288.755,5912.816,1784.098,527.405
2/4/1922,620.701,494.211,566.22,318.536,9911.682,442.677,203.149,397.896,284.025,4968.987,1179.301,534.921
2/5/1922,622.567,509.947,563.226,320.221,9435.164,358.707,202.456,359.368,279.737,4132.85,891.107,567.526
2/6/1922,615.4,512.166,559.946,321.984,9304.954,336.215,203.713,331.587,279.057,3402.623,736.772,574.979
2/7/1922,600.82,497.555,551.457,324.79,9328.415,380.902,206.47,315.365,280.932,3013.452,640.866,552.82
2/8/1922,593.505,488.613,546.602,328.482,9130.946,465.293,209.379,310.27,282.672,2821.157,567.146,535.367
2/9/1922,612.797,494.092,575.246,332.553,8417.153,453.621,209.347,304.198,280.595,2583.809,542.014,548.224
2/10/1922,628.842,499.203,593.186,337.683,7962.925,439.689,210.29,299.492,278.258,2326.519,549.325,566.053
2/11/1922,658.41,507.193,629.3,343.748,7031.5,325.531,208.087,286.656,275.525,2010.807,522.2,584.131
2/12/1922,668.175,512.803,634.12,351.445,6723.243,289.282,208.182,278.256,276.893,1740.745,479.693,610.937
2/13/1922,666.021,505.505,629.231,354.464,6400.027,283.258,209.116,272.67,277.695,1550.838,419.013,593.426
2/14/1922,661.88,504.709,624.63,355.468,5876.361,273.772,208.902,271.269,277.658,1426.438,378.232,582.297
2/15/1922,656.798,503.742,623.894,354.54,5638.468,273.421,208.94,269.684,278.842,1311.63,352.059,572.294
2/16/1922,651.544,501.95,623.646,352.388,5472.287,277.806,208.303,270.241,278.827,1205.147,335.654,559.433
2/17/1922,648.128,502.077,624.707,351.477,5376.8,271.297,207.141,272.981,278.585,1137.911,323.731,554.93
2/18/1922,646.395,506.249,619.999,351.904,5304.105,257.004,206.473,275.825,279.518,1064.019,318.831,571.534
2/19/1922,626.684,497.626,595.431,348.225,5612.952,265.251,207.246,272.733,279.862,1001.972,313.783,563.316
2/20/1922,632.874,502.177,595.681,347.701,5480.495,249.032,206.558,274.518,280.049,940.016,309.389,569.415
2/21/1922,637.654,500.79,595.803,347.344,5502.918,241.741,206.513,273.99,280.989,909.037,308.682,575.068
2/22/1922,648.436,499.002,608.208,348.477,5436.976,237.015,206.656,275.961,281.06,859.522,299.965,583.641
2/23/1922,645.596,494.989,608.052,348.761,5529.651,239.305,207.23,272.787,281.705,839.565,294.699,576.514
2/24/1922,639.277,493.316,602.241,347.831,5429.731,245.644,207.796,269.345,281.713,841.668,290.345,562.103
2/25/1922,650.261,498.927,614.588,349.138,5190.775,239.856,207.344,274.59,280.609,816.8,289.107,579.371
2/26/1922,652.781,498.402,616.214,349.483,5113.211,239.822,207.143,275.338,280.623,799.078,288.441,581.552
2/27/1922,658.989,498.553,620.735,351.003,4897.885,235.497,206.745,279.429,280.445,761.533,285.112,586.042
2/28/1922,666.547,502.48,623.333,353.091,4808.041,233.015,206.397,282.802,281.027,714.819,284.066,591.279
3/1/1922,682.279,499.702,640.119,351.447,4940.777,232.949,206.663,282.512,281.301,710.387,288.504,584.79
3/2/1922,672.178,487.415,630.818,347.26,5243.938,234.99,205.978,278.907,280.074,793.452,303.497,550.987
3/3/1922,571.73,483.685,519.162,343.605,5492.764,239.323,203.771,275.617,278.181,896.901,327.352,537.25
3/4/1922,532.933,478.763,508.152,340.541,5880.213,239.824,201.16,275.295,275.367,972.753,346.614,529.633
3/5/1922,517.057,475.879,505.455,339.286,6104.45,233.377,198.968,278.584,273.32,1003.638,360.435,517.378
3/6/1922,515.135,472.022,501.433,337.853,6373.063,230.072,198.069,277.031,271.94,998.695,373.423,510.217
3/7/1922,510.984,468.862,493.444,335.285,6656.646,230.469,198.283,271.316,270.937,1017.25,390.402,500.608
3/8/1922,507.935,469.055,490.493,333.54,6896.537,232.018,198.695,266.708,269.407,1064.445,410.54,497.862
3/9/1922,503.633,473.356,488.609,330.609,7131.312,242.617,199.659,259.242,267.827,1188.431,449.822,497.875
3/10/1922,501.961,479.532,489.544,327.06,7137.467,266.834,200.664,253.99,266.153,1394.202,499.027,501.547
3/11/1922,501.285,479.788,490.511,322.602,7106.501,329.631,202.379,253.365,264.865,1655.046,574.527,503.978
3/12/1922,513.829,481.985,501.313,323.582,6878.129,289.924,201.125,257.286,260.343,1668.703,583.139,514.306
3/13/1922,516.618,480.445,505.332,325.491,6892.914,278.177,200.832,257.064,258.425,1665.12,605.986,524.123
3/14/1922,515.599,476.184,503.246,324.968,7083.932,300.088,201.937,254.53,257.377,1771.207,675.434,513.958
3/15/1922,512.779,475.413,498.129,322.491,7129.331,335.218,202.238,255.478,255.633,1916.576,750.115,502.717
3/16/1922,511.085,476.402,495.779,320.172,6982.529,363.228,201.961,259.091,253.673,2051.998,827.679,503.633
3/17/1922,510.18,480.162,502.451,321.365,6757.02,308.028,198.979,257.577,251.929,1980.764,835.288,508.605
3/18/1922,514.345,480.809,504.606,323.905,6880.143,265.953,197.1,253.384,251.578,1840.244,834.17,519.525
3/19/1922,512.976,476.311,501.392,323.792,6941.878,252.005,196.341,249.066,251.424,1756.868,854.177,514.399
3/20/1922,506.611,474.477,492.225,321.426,7069.617,257.495,195.801,245.144,250.553,1769.847,899.49,502.509
3/21/1922,502.121,476.436,485.877,319.025,6963.392,254.319,194.806,242.792,249.793,1777.067,915.288,499.889
3/22/1922,503.766,475.961,486.889,316.697,6800.68,246.946,193.893,241.814,248.921,1743.484,917.683,505.965
3/23/1922,502.957,472.892,488.523,314.273,6931.047,249.707,193.881,239.732,248.049,1743.403,936.068,506.852
3/24/1922,506.376,472.701,492.192,313.323,6653.78,246.222,193.976,240.514,247.368,1744.455,935.243,504.296
3/25/1922,505.298,471.224,491.72,311.861,6906.693,248.076,194.44,239.939,246.462,1763.619,955.56,507.956
3/26/1922,504.579,470.591,490.741,309.81,6766.388,263.099,194.678,239.342,246.003,1825.873,986.633,500.883
3/27/1922,509.305,472.757,493.243,309.415,6801.616,251.615,194.029,241.076,245.262,1819.155,991.002,505.066
3/28/1922,508.017,471.928,493.949,308.761,6806.842,257.871,194.398,240.571,244.787,1844.852,1018.328,504.449
3/29/1922,507.945,471.015,492.39,308.036,6860.462,263.489,194.654,240.484,244.453,1863.454,1032.35,502.407
3/30/1922,511.079,472.837,492.946,308.635,7119.639,258.687,194.411,240.157,244.447,1867.07,1027.867,508.395
3/31/1922,506.153,471.174,492.842,307.948,7139.001,278.422,194.759,239.989,244.028,1927.228,1045.798,502.335
4/1/1922,509.42,472.697,495.422,309.119,7069.796,261.397,194.421,241.009,244.05,1883.701,1013.434,504.589
4/2/1922,468.029,475.278,432.206,312.18,7239.381,250.356,194.535,240.363,244.756,1820.399,996.891,511.658
4/3/1922,381.591,470.557,376.39,314.854,7396.392,251.831,194.928,238.566,245.368,1789.71,989.741,514.173
4/4/1922,358.753,461.195,376.168,319.281,7244.923,239.641,194.237,238.247,246.182,1738.544,979.771,495.286
4/5/1922,354.005,458.613,374.046,323.384,7319.274,228.446,193.604,238.175,247.161,1683.938,954.944,477.262
4/6/1922,358.768,457.079,379.307,325.264,7232.277,236.67,194.126,235.716,247.819,1685.01,950.902,462.551
4/7/1922,353.577,457.977,372.557,328.686,6992.985,238.045,194.347,236.731,248.693,1687.366,940.534,459.16
4/8/1922,354.289,459.357,371.302,331.545,7068.792,249.036,195.428,237.005,249.932,1711.026,953.526,457.685
4/9/1922,350.849,460.801,367.173,337.728,7101.915,244.467,196.238,240.403,252.232,1720.043,949.769,458.223
4/10/1922,353.774,461.626,370.946,339.971,7238.096,263.834,198.147,240.428,253.677,1796.472,967.163,457.992
4/11/1922,353.567,461.043,369.722,342.163,7458.287,283.789,199.154,242.457,254.865,1884.701,997.097,459.743
4/12/1922,357.501,458.034,372.923,339.604,7622.437,342.696,201.366,246.239,254.19,2085.611,1065.388,460.666
4/13/1922,353.813,454.09,364.324,341.699,7533.118,336.424,200.851,250.662,255.224,2147.189,1084.848,460.29
4/14/1922,351.637,450.193,366.176,343.568,7615.421,326.43,200.383,250.973,256.029,2165.251,1098.166,457.441
4/15/1922,353.23,446.133,364.011,344.435,7420.547,305.448,199.459,250.857,256.292,2130.196,1122.938,454.318
4/16/1922,350.343,442.963,362.223,346.581,7371.015,275.122,198.085,249.108,256.298,2036.248,1128.713,451.97
4/17/1922,348.651,440.539,364.2,348.217,7160.468,251.466,196.401,248,256.155,1924.327,1115.525,449.701
4/18/1922,351.502,436.313,372.86,344.953,7025.596,246.204,195.413,246.408,255.395,1852.606,1126.064,447.542
4/19/1922,353.109,431.465,377.432,339.248,6800.252,245.329,194.569,244.653,253.875,1825.231,1136.102,445.467
4/20/1922,352.394,427.876,375.977,335.556,6484.826,242.397,193.363,245.48,252.169,1814.819,1131.449,442.458
4/21/1922,352.016,424.499,373.876,332.35,6357.747,241.464,192.727,246.178,250.576,1794.08,1121.937,439.327
4/22/1922,351.397,421.816,369.35,330.393,6557.147,237.859,192.75,247.048,248.883,1775.386,1112.426,436.618
4/23/1922,352.621,417.977,369.325,327.086,6773.67,242.091,193.339,246.165,247.784,1785.313,1114.821,434.137
4/24/1922,353.222,413.67,368.491,322.929,6970.416,252.546,193.64,245.134,246.474,1827.624,1133.18,430.801
4/25/1922,353.171,409.518,365.351,319.056,7055.957,270.796,194.172,244.796,245.34,1905.811,1152.316,427.126
4/26/1922,351.264,406.531,362.547,317.258,7166.157,275.502,193.949,244.92,244.204,1940.652,1157.49,423.802
4/27/1922,349.766,403.787,360.304,316.907,7368.921,269.626,193.79,243.71,243.212,1935.973,1161.521,421.562
4/28/1922,351.986,399.565,361.613,313.388,7479.703,290.537,194.503,242.346,242.353,1994.5,1178.191,418.708
4/29/1922,351.941,395.904,359.647,311.157,7501.502,300.229,194.401,242.347,241.212,2045.649,1192.246,414.854
4/30/1922,350.265,393.812,357.335,310.886,7232.835,276.752,192.558,240.317,240.108,2001.181,1170.807,412.063
5/1/1922,349.916,390.071,357.026,308.721,6756.662,248.886,189.598,235.954,238.822,1889.797,1136.113,410.057
5/2/1922,349.869,381.352,354.079,300.362,5818.268,224.425,185.994,231.913,236.707,1733.861,1088.126,399.681
5/3/1922,334.945,375.658,343.548,294.553,4871.893,205.174,183.394,229.973,233.917,1537.328,1010.096,389.839
5/4/1922,328.871,370.227,339.396,289.703,4163.313,197.918,181.98,228.417,231.091,1344.287,928.228,384.02
5/5/1922,326.775,365.477,335.386,284.301,3694.135,194.692,180.91,225.751,228.001,1205.752,861.683,377.454
5/6/1922,326.139,361.24,330.872,277.984,3479.619,192.664,180.298,223.265,224.897,1082.383,811.121,371.706
5/7/1922,321.802,358.253,327.009,272.652,3333.885,191.368,180.084,223.417,221.77,990.348,755.017,369.311
5/8/1922,321.289,354.444,325.758,267.348,3341.294,191.612,180.298,220.446,219.131,908.497,706.941,366.229
5/9/1922,322.375,349.581,325.099,262.298,3350.551,192.679,180.373,217.097,216.728,862.656,668.066,363.369
5/10/1922,318.505,346.323,321.661,260,3273.828,191.809,180.238,216.692,214.069,807.029,606.003,360.164
5/11/1922,319.257,341.21,322.662,257.474,3375.31,191.777,180.161,213.168,211.86,737.758,569.42,357.891
5/12/1922,319.638,335.468,322.28,253.835,3444.504,191.528,179.986,209.075,210.19,716.361,545.164,351.401
5/13/1922,317.696,330.723,318.132,250.221,3400.739,190.543,179.817,206.761,208.522,724.725,519.796,344.274
5/14/1922,315.457,326.203,315.067,246.741,3290.955,189.144,179.598,204.591,206.935,715.116,499.126,340.502
5/15/1922,314.039,321.658,313.376,242.961,3197.278,187.82,179.304,202.913,205.449,690.408,475.392,335.936
5/16/1922,311.505,317.819,312.14,240.415,3017.929,186.29,178.931,202.977,203.788,634.658,444.74,332.749
5/17/1922,311.197,315.173,311.773,238.334,2857.393,185.568,178.533,203.006,202.612,576.593,411.936,330.957
5/18/1922,311.098,311.321,310.708,236.443,2799.129,184.552,177.957,202.025,201.786,538.165,386.478,327.137
5/19/1922,310.13,309.768,307.919,235.058,2668.263,183.265,177.555,202.737,200.811,516.9,360.365,323.629
5/20/1922,309.105,308.415,306.441,233.753,2653.706,182.737,177.528,203.559,199.953,494.4,335.509,323.636
5/21/1922,308.925,307.214,306.314,232.846,2673.593,182.911,177.731,203.783,199.247,473.283,313.271,324.854
5/22/1922,308.712,305.053,306.346,231.468,2808.572,183.23,177.706,202.891,198.779,448.251,302.289,321.146
5/23/1922,307.941,304.036,304.327,230.057,3015.442,183.326,177.871,201.608,198.564,437.097,297.335,319.522
5/24/1922,306.396,303.062,302.173,228.149,3128.58,183.463,178.053,200.134,198.422,448.567,293.714,317.307
5/25/1922,305.726,302.318,301.486,227.022,3171.346,183.607,178.229,199.223,197.965,457.033,285.841,315.98
5/26/1922,306.215,300.671,301.678,226.551,3276.389,184.09,178.333,198.224,197.553,458.634,280.082,318.818
5/27/1922,305.556,297.595,300.903,225.299,3421.915,184.83,178.481,195.647,197.316,504.235,282.396,311.818
5/28/1922,304.282,296.828,299.137,224.777,3360.438,184.617,178.514,194.869,197.037,536.42,279.714,309.461
5/29/1922,304.307,295.553,299.471,224.601,3396.6,184.61,178.508,194.547,196.639,537.585,277.598,310.814
5/30/1922,304.541,293.778,299.692,224.378,3354.818,184.411,178.49,193.614,196.351,547.685,280.259,309.528
5/31/1922,304.618,293.075,299.571,224.139,3243.741,184.03,178.454,193.475,196.024,550.501,279.209,307.912
6/1/1922,304.764,291.878,293.715,223.349,3170.781,183.813,178.448,193.634,195.838,540.043,278.14,307.744
6/2/1922,276.853,292.586,267.978,222.585,3283.693,184.07,178.507,193.658,195.864,541.548,279.169,305.736
6/3/1922,225.739,287.758,251.321,222.034,3386.631,184.233,178.644,194.538,195.931,547.799,279.757,301.825
6/4/1922,210.916,286.453,247.85,221.465,3554.642,185.189,178.785,194.939,196.204,581.775,277.482,288.685
6/5/1922,209.682,286.349,243.767,220.951,3804.965,186.645,178.992,194.991,196.519,634.774,280.667,287.375
6/6/1922,211.231,285.832,242.746,220.919,4058.825,189.921,179.307,195.025,197.057,667.543,289.533,287.026
6/7/1922,211.392,283.829,241.182,221.305,4396.595,192.578,179.559,194.962,197.582,710.052,305.904,286.342
6/8/1922,210.966,277.656,241.127,221.636,4723.827,195.369,179.761,194.724,198.054,768.291,325.905,283.88
6/9/1922,211.191,269.848,239.539,221.718,4980.313,200.624,179.961,194.363,198.331,852.308,346.08,277.806
6/10/1922,209.122,264.272,236.502,221.693,5059.417,201.451,180.032,194.687,198.557,909.537,372.436,271.655
6/11/1922,207.494,260.068,234.757,221.02,4961.385,200.055,180.05,194.728,198.676,938.296,391.502,267.269
6/12/1922,205.94,256.089,233.125,220.305,4836.897,195.209,179.95,194.774,198.717,921.341,399.654,263.997
6/13/1922,205.274,252.219,233.032,219.442,4624.171,191.61,179.739,195.15,198.634,889.773,403.08,260.577
6/14/1922,203.361,249.153,234.204,218.611,4410.802,187.589,179.487,195.847,198.49,828.164,391.235,257.776
6/15/1922,203.36,246.109,236.661,217.272,4190.868,186.477,179.178,196.102,198.315,777.998,383.027,254.459
6/16/1922,203.136,242.989,236.354,215.593,4027.103,185.647,178.865,196.604,197.909,746.839,378.443,251.03
6/17/1922,202.695,240.058,233.886,214.107,3948.583,184.606,178.504,197.339,197.254,728.986,373.14,247.653
6/18/1922,202.261,237.553,231.646,212.412,3960.24,183.851,178.377,198.207,196.728,711.155,365.643,244.825
6/19/1922,202.423,234.889,229.781,210.355,4224.225,184.074,178.515,198.306,196.349,696.33,363.546,242.61
6/20/1922,203.402,231.7,226.928,208.813,4535.221,184.929,178.758,198.02,196.098,693.247,362.32,244.434
6/21/1922,203.051,230.241,223.222,207.335,4827.973,186.273,178.998,197.276,195.815,703.004,362.538,240.524
6/22/1922,203.028,228.111,221.767,206.053,5183.073,188.778,179.246,195.901,195.558,738.175,368.279,238.271
6/23/1922,203.484,225.811,218.949,204.919,5512.336,193.669,179.487,194.494,195.324,819.584,382.32,235.641
6/24/1922,203.147,223.566,217.159,203.903,6109.854,204.378,179.577,194.068,195.035,938.145,399.038,231.893
6/25/1922,201.708,222.17,215.041,203.994,6018.881,207.245,179.447,194.621,194.56,995.857,407.079,231.532
6/26/1922,201.464,220.803,215.192,203.968,5905.171,202.75,179.402,193.899,194.143,1019.62,421.275,231.988
6/27/1922,201.908,219.998,214.79,203.686,5661.281,203.483,179.406,193.513,193.739,1034.41,439.193,230.195
6/28/1922,201.172,219.26,214.383,203.477,5425.949,200.972,179.215,193.106,193.307,1040.82,451.996,230.339
6/29/1922,200.024,220.194,213.743,203.976,4827.077,191.941,179.129,192.954,192.891,965.19,444.618,231.064
6/30/1922,201.783,219.423,218.205,203.861,4797.37,192.312,179.249,192.513,192.75,917.912,447.995,230.614
7/1/1922,206.016,215.91,226.853,202.536,5084.52,202.562,179.54,192.463,192.684,922.563,396.111,226.75
7/2/1922,215.756,214.059,222.615,200.279,5978.977,228.198,180.348,193.429,192.981,928.012,273.866,219.406
7/3/1922,287.033,210.96,218.028,198.663,6932.213,260.24,181.361,196.198,193.265,946.238,225.695,217.459
7/4/1922,283.766,209.137,217.124,197.564,8130.224,315.594,182.787,203.226,193.79,1063.088,229.252,214.201
7/5/1922,277.733,208.037,217.653,197.108,9308.157,422.407,185.671,221.051,194.271,1276.745,251.855,213.873
7/6/1922,277.598,206.902,220.893,197.262,10452.312,544.038,190.355,251.28,194.781,1535.283,296.972,213.958
7/7/1922,280.008,206.739,224.597,197.528,11461.578,690.276,197.345,292.342,195.57,1853.066,375.484,213.511
7/8/1922,285.421,209.809,226.918,197.808,12195.57,834.788,205.864,338.617,196.956,2113.745,474.611,214.707
7/9/1922,289.614,216.773,227.668,198.219,12675.51,1003.216,217.048,392.384,199.032,2380.501,580.164,219.974
7/10/1922,294.166,223.837,226.82,198.704,12703.437,1051.899,220.887,413.125,200.739,2543.928,698.069,227.548
7/11/1922,295.689,229.292,225.267,199.12,12916.035,1075.096,222.33,425.322,202.286,2674.127,790.559,234.145
7/12/1922,295.105,233.713,227.38,199.388,13138.046,1122.283,225.402,445.737,204.27,2787.368,853.345,238.873
7/13/1922,295.457,237.454,229.549,199.536,13126.509,1114.691,222.704,453.727,206.018,2828.915,890.913,243.022
7/14/1922,295.622,241.346,231.681,199.961,13269.344,1079.394,216.995,448.521,207.052,2764.05,943.806,246.995
7/15/1922,293.265,245.567,233.108,200.186,13405.433,1137.932,218.766,477.184,210.179,2780.069,954.833,250.826
7/16/1922,294.566,247.987,234.422,200.511,13531.765,1193.841,221.279,513.507,214.172,2762.636,970.401,253.31
7/17/1922,296.627,251.639,235.627,201.191,14099.302,1257.93,223.375,552.288,218.916,2688.27,1029.964,255.849
7/18/1922,298.2,253.684,236.589,201.607,14857.688,1344.875,229.391,602.474,225.906,2723.341,1098.345,257.22
7/19/1922,297.86,253.413,238.857,202.248,15647.629,1492.924,242.386,660.082,236.317,3157.347,1169.405,258.645
7/20/1922,299.468,256.391,239.63,202.961,16383.527,1677.684,260.613,723.541,248.686,3550.426,1256.487,260.292
7/21/1922,301.528,256.541,241.985,204.118,16842.754,1866.927,283.899,790.243,260.706,3963.725,1387.885,261.001
7/22/1922,301.892,257.44,245.139,205.53,17301.295,2059.04,309.204,863.216,271.016,4408.901,1541.09,262.722
7/23/1922,304.014,258.723,248.015,206.838,17428.467,2272.02,336.357,938.721,281.215,4767.221,1680.281,263.798
7/24/1922,305.673,258.879,248.165,208.432,17685.074,2372.311,350.354,981.513,286.189,5067.819,1823.254,264.759
7/25/1922,306.818,260.272,246.578,210.211,17797.061,2493.67,361.668,1027.108,290.545,5395.559,1931.673,265.891
7/26/1922,306.429,260.883,247.533,211.61,17772.67,2661.623,380.561,1092.922,297.55,5692.398,2006.385,266.548
7/27/1922,306.528,261.72,248.031,212.893,17593.924,2907.87,411.19,1206.657,310.943,5909.023,2048.3,267.099
7/28/1922,307.62,262.007,249.506,214.074,17483.381,2903.041,412.718,1214.333,315.183,5899.397,2162.095,267.871
