,CVP_INTAKE_EC,MIDR_INTAKE_EC,OLDR_CCF_EC,ROLD024_EC,RSAC054_EC,RSAC081_EC,RSAC092_EC,RSAN007_EC,RSAN018_EC,SLMZU003_EC,SLMZU011_EC,VICT_INTAKE_EC
8/11/1949,417.996,331.105,394.805,467.283,23233.928,7320.582,1801.805,3658.357,927.916,11294.267,6771.699,331.525
8/12/1949,421.491,334.96,394.401,469.12,23040.227,7030.826,1585.792,3462.518,872.813,10999.753,6864.339,336.359
8/13/1949,421.378,338.255,393.233,470.146,23082.311,6899.771,1603.305,3401.219,844.732,10776.939,6680.32,340.339
8/14/1949,421.962,341.07,393.841,469.776,23154.273,6754.563,1542.899,3304.04,822.916,10454.91,6515.483,343.607
8/15/1949,420.785,343.359,396.68,467.643,23349.504,6781.866,1534.326,3348.323,824.528,10061.597,6444.097,346.212
8/16/1949,422.583,345.232,401.161,463.187,23951.697,6848.931,1563.439,3471.753,846.206,10000.437,6414.329,348.365
8/17/1949,425.366,346.808,406.841,456.741,24325.34,7122.118,1639.604,3660.715,909.084,10284.07,6506.44,350.312
8/18/1949,431.281,348.495,411.182,449.305,24727.336,7326.496,1679.165,3835.695,938.442,10773.516,6657.917,351.613
8/19/1949,432.912,349.957,412.884,442.55,24810.467,7437.167,1704.788,3922.119,949.769,11238.369,6937.757,353.031
8/20/1949,432.097,351.138,413.701,437.541,24880.465,7770.611,1814.935,4085.482,990.31,11785.857,7141.126,354.631
8/21/1949,429.105,352.309,412.906,435.649,24827.545,8316.678,2031.389,4380.744,1059.201,12239.981,7280.775,355.717
8/22/1949,428.631,353.552,412.002,437.296,24540.039,8641.525,2198.997,4574.541,1133.696,12427.173,7530.042,356.841
8/23/1949,431.079,355.557,412.524,441.981,24210.793,8408.289,2149.743,4408.284,1103.745,12365.45,7902.11,358.569
8/24/1949,429.38,357.612,407.759,448.918,24571.9,8421.942,2139.552,4344.445,1064.982,12536.35,8003.782,360.763
8/25/1949,430.74,359.152,406.969,456.446,24602.479,8631.044,2187.165,4400.415,1054.103,12926.799,7775.722,362.986
8/26/1949,427.25,360.333,408.184,463.9,24549.398,9322.964,2515.891,4902.515,1158.321,13237.588,7566.092,364.217
8/27/1949,431.338,361.577,408.105,469.769,24577.924,9420.694,2635.305,4982.855,1192.278,13226.126,7657.52,365.201
8/28/1949,434.416,363.19,410.322,474.951,24685.266,9469.614,2683.918,5082.101,1223.635,12938.534,8050.171,366.402
8/29/1949,436.659,364.922,413.136,479.49,24780.686,9339.186,2582.855,4972.156,1226.402,12642.572,8304.959,368.044
8/30/1949,438.003,366.486,417.805,483.577,25191.057,9321.067,2568.662,5037.913,1266.641,12703.775,8586.237,369.946
8/31/1949,439.144,367.446,423.8,487.847,25603.984,9579.516,2654.897,5339.197,1346.836,13236.24,8787.34,371.278
9/1/1949,440.444,366.961,421.02,493.925,25695.852,9384.545,2536.154,5366.417,1344.038,13870.69,8912.036,371.744
9/2/1949,447.326,366.073,421.395,502.343,25723.32,9443.541,2527.429,5503.588,1412.554,14817.135,9112.004,368.962
9/3/1949,450.19,369.416,424.581,512.193,25647.053,9739.927,2682.567,5820.692,1555.811,15719.516,9570.92,369.542
9/4/1949,454.504,371.521,429.92,524.341,25318.592,9823.903,2753.04,5975.487,1659.231,16272.39,10149.586,373.245
9/5/1949,460.881,371.158,432.318,539.566,25165.021,9594.604,2636.02,5845.696,1666.609,16509.793,10656.628,374.57
9/6/1949,461.274,370.432,437.706,556.178,25092.988,9406.332,2562.568,5761.502,1661.637,16794.164,11244.21,374.286
9/7/1949,466.117,369.961,442.771,571.708,24904.553,9189.76,2464.053,5643.425,1637.994,16898.08,11686.002,374.124
9/8/1949,469.789,369.295,448.705,584.093,24927.445,9073.878,2437.746,5613.642,1660.467,17101.691,12119.834,373.51
9/9/1949,474.906,369.109,455.406,592.903,25104.51,8793.407,2302.265,5482.321,1617.011,17189.045,12377.362,373.48
9/10/1949,479.445,368.587,461.824,599.381,25087.268,8644.689,2228.709,5436.982,1626.675,17300.227,12759.047,373.037
9/11/1949,483.379,368.162,467.568,603.492,25316.766,8709.4,2237.312,5530.829,1680.471,17518.529,13067.289,372.401
9/12/1949,486.71,367.969,469.454,604.911,25470.41,8657.744,2152.974,5521.643,1684.144,17631.521,13273.456,372.362
9/13/1949,487.833,368.058,470.908,606.376,25651.77,8541.725,2111.7,5489.298,1713.495,17681.283,13487.412,371.91
9/14/1949,488.988,368.135,470.939,609.591,26042.734,8545.15,2135.963,5501.579,1803.879,17685.529,13681.015,371.274
9/15/1949,491.881,368.528,471.634,613.998,26234.229,8795.95,2241.666,5630.081,1933.629,17672.893,13830.962,370.373
9/16/1949,492.068,370.016,471.565,618.153,26325.779,8636.272,2145.283,5484.147,1908.089,17675.246,13823.91,371.206
9/17/1949,492.999,371.774,474.335,625.385,26245.008,8685.507,2178.869,5441.236,1900.91,17734.164,13912.99,372.815
9/18/1949,495.792,374.261,478.379,637.933,25993.971,8811.169,2255.805,5485.789,1936.653,17936.891,14053.744,374.221
9/19/1949,499.883,377.801,484.398,657.063,25801.904,9058.862,2382.017,5600.709,1966.181,18077.525,14260.573,378.414
9/20/1949,504.987,382.077,491.156,680.997,25627.648,9156.992,2476.915,5686.078,1980.755,18215.352,14526.678,382.556
9/21/1949,512.346,385.996,499.577,706.855,25746.197,9464.316,2672.3,5863.774,2045.63,18378.404,14828.559,386.718
9/22/1949,520.774,389.785,509.369,730.111,25848.088,9699.442,2803.29,5998.205,2085.095,18558.936,15126.429,390.672
9/23/1949,529.89,394.888,523.011,749.856,25908.885,9779.625,2875.37,6017.967,2091.851,18677.686,15388.599,395.003
9/24/1949,541.644,400.091,531.856,763.694,26160.166,9743.898,2850.083,5951.182,2055.391,18803.338,15615.808,400.613
9/25/1949,551.229,404.089,541.941,773.868,26494.791,9985.853,2971.41,6145.179,2112.039,19022.479,15886.922,405.298
9/26/1949,561.033,408.167,553.129,782.476,26662.229,10176.431,3070.742,6373.233,2192.953,19203.371,16123.708,408.874
9/27/1949,567.21,413.392,562.581,789.618,26738.672,9920.563,2915.787,6247.098,2141.144,19200.203,16240.786,413.198
9/28/1949,573.152,418.578,567.506,798.99,26988.354,9670.796,2784.924,6125.642,2126.442,19144.559,16372.725,418.28
9/29/1949,580.725,422.114,574.1,809.332,26900.521,9453.201,2595.308,6000.917,2075.985,19087.961,16458.139,422.527
9/30/1949,586.677,424.845,579.509,818.326,26727.482,9485.5,2606.322,5982.886,2078.828,19095.818,16576.459,425.358
10/1/1949,590.447,427.812,590.213,825.098,26392.223,9788.991,2711.04,6073.344,2121.195,19133.051,16281.69,428.306
10/2/1949,590.424,431.208,592.639,831.513,25946.781,9835.754,2730.53,6004.594,2082.325,18862.498,14093.947,433.605
10/3/1949,589.796,434.193,594.831,837.967,25708.947,9822.993,2754.913,5899.084,2005.09,18389.559,11533.604,440.078
10/4/1949,591.468,436.561,595.272,845.136,25630.91,9923.128,2799.948,5889.348,1977.571,17712.967,10450.748,445.706
10/5/1949,600.844,438.672,602.029,850.881,25791.543,9936.012,2826.254,5854.919,1913.649,16871.01,10015.241,449.837
10/6/1949,608.51,441.208,606.836,853.028,25735.574,9755.988,2763.527,5717.167,1832.23,16203.065,9855.308,452.001
10/7/1949,611.967,444.478,608.832,850.294,25908.967,9733.789,2730.288,5608.337,1771.052,15746.881,9645.046,454.836
10/8/1949,614.687,448.045,605.74,842.976,25913.701,9354.746,2528.619,5258.173,1639.734,15272.549,9458.146,458.508
10/9/1949,617.929,451.912,611.391,832.133,26331.652,9524.536,2606.179,5362.255,1653.944,15274.93,9308.227,461.346
10/10/1949,620.405,454.961,613.967,819.305,26115.682,9445.938,2552.102,5240.594,1607.097,15064.486,9130.281,462.996
10/11/1949,621.635,457.553,613.661,803.813,26499.221,9601.576,2605.428,5336.373,1622.866,14863.604,9156.197,466.051
10/12/1949,622.159,460.419,616.013,787.236,26640.381,9905.442,2755.43,5629.874,1692.158,14945.09,9186.208,467.539
10/13/1949,621.623,463.664,615.555,771.635,26660.395,10189.68,2833.135,5885.806,1741.966,15002.254,9214.532,469.445
10/14/1949,618.929,466.378,611.947,757.2,26560.105,10113.283,2734.24,5782.591,1703.006,14915.447,9521.251,472.207
10/15/1949,615.841,467.97,606.416,745.002,26348.561,9670.503,2487.04,5457.774,1582.852,14739.472,9912.526,475.486
10/16/1949,612.676,468.627,602.205,735.649,25892.744,9476.756,2410.938,5279.091,1522.064,14723.473,10012.942,477.327
10/17/1949,607.74,467.841,596.381,730.168,25464.029,9280.311,2307.691,5098.835,1464.706,14460.771,9786.425,478.693
10/18/1949,603.781,467.642,591.08,727.781,25143.887,8688.189,2125.05,4641.365,1354.968,14317.909,9597.148,481.538
10/19/1949,600.696,467.119,585.7,723.53,25305.293,8834.576,2228.855,4647.891,1359.939,14410.769,9181.4,479.705
10/20/1949,598.365,466.818,585.138,718.039,25524.658,9253.148,2436.516,4884.515,1396.906,14515.968,8715.329,478.944
10/21/1949,597.703,466.158,586.281,709.479,25952.725,9668.602,2631.086,5104.434,1432.441,14668.889,8540.664,478.041
10/22/1949,596.563,465.872,582.965,697.771,26299.883,10251.604,2928.963,5512.202,1520.431,15068.374,8523.261,477.06
10/23/1949,593.685,466.134,580.283,686.713,26537.184,10579.554,3109.579,5786.802,1594.557,15276.496,8693.523,476.132
10/24/1949,590.66,467.126,575.409,678.057,26804.359,10431.538,3021.242,5716.895,1571.779,15327.925,9030.663,476.481
10/25/1949,587.468,467.788,572.262,673.123,26917.266,10329.7,2965.047,5719.552,1553.641,15420.878,9325.288,477.212
10/26/1949,584.76,468.166,571.247,670.608,26750.705,10295.596,2914.355,5736.015,1545.467,15415.379,9473.61,477.645
10/27/1949,583.534,469.02,566.904,668.499,26648.307,10044.174,2732.291,5564.932,1475.172,15304.928,9588.775,478.167
10/28/1949,583.784,469.531,565.787,666.359,26244.01,9603.006,2492.611,5215.703,1381.032,15042,9650.512,478.487
10/29/1949,582.775,469.87,561.6,663.936,25834.266,9396.1,2381.86,5052.381,1340.184,14836.882,9525.519,478.273
10/30/1949,580.994,469.947,559.869,661.017,25356.299,9415.854,2396.537,5105.224,1345.982,14542.704,9352.981,477.955
10/31/1949,579.14,469.328,558.208,658.091,24967.902,9179.277,2301.093,4910.708,1308.46,14230.756,9287.284,478.846
11/1/1949,578.444,467.541,567.169,653.634,24986.225,9296.485,2398.947,5036.817,1334.205,14020.229,9292.13,477.297
11/2/1949,578.445,465.897,564.013,648.563,25036.916,9604.601,2546.714,5263.967,1390.714,13930.688,9036.724,472.949
11/3/1949,574.453,464.054,561.291,642.924,25180.854,9717.163,2588.793,5365.381,1412.756,13947.547,8984.459,470.24
11/4/1949,570.721,461.355,559.504,637.043,25753.246,10497.561,2962.036,5947.884,1571.482,14273.923,9103.168,467.999
11/5/1949,568.501,459.192,557.068,633.07,26005.029,11010.146,3250.697,6365.38,1718.075,14572.576,9325.22,464.91
11/6/1949,569.605,457.325,556.405,632.812,26041.734,11603.282,3630.717,6979.413,1928.665,14804.312,9655.448,462.537
11/7/1949,579.34,455.65,561.69,638.044,26179.291,11894.673,3814.968,7265.569,2077.836,14947.261,10157.942,460.807
11/8/1949,584.596,454.588,566.982,647.5,26394.248,11679.684,3690.114,7118.229,2050.102,14932.637,10707.982,459.411
11/9/1949,586.504,453.854,570.252,663.702,26505.451,12318.971,4129.127,7738.806,2340.066,15351.67,11066.322,458.17
11/10/1949,583.905,453.605,570.693,680.09,26026.848,11936.048,3798.485,7464.499,2194.971,15090.646,11278.822,457.216
11/11/1949,597.651,455.415,585.045,690.82,25975.557,10474.603,2930.995,6245.562,1798.963,14906.856,11725.196,458.07
11/12/1949,596.311,457.351,574.974,702.563,25679.84,9373.584,2364.204,5372.093,1539.5,14779.463,11517.956,459.96
11/13/1949,593.528,457.948,567.46,713.821,25348.018,8989.651,2194.519,5024.016,1450.92,14820.476,10588.593,461.412
11/14/1949,594.309,457.937,565.33,722.151,24864.053,9012.848,2229.038,4998.882,1448.086,14779.652,9633.004,460.978
11/15/1949,596.841,458.712,573.301,725.728,24697.264,9452.486,2444.41,5306.23,1517.711,14605.971,9139.248,460.618
11/16/1949,601.478,459.356,578.348,723.957,24633.49,9762.021,2647.261,5552.361,1595.74,14303.934,9058.734,461.466
11/17/1949,608.317,459.509,582.545,718.362,24871.35,10099.136,2848.922,5794.43,1676.317,14223.827,9146.383,462.051
11/18/1949,608.038,459.908,585.041,714.25,25358.869,10642.72,3194.298,6235.021,1826.57,14443.011,9310.704,462.381
11/19/1949,609.216,459.039,584.383,712.55,25821.412,11231.696,3578.097,6718.536,2021.033,14786.68,9533.189,462.847
11/20/1949,608.894,458.645,586.938,714.073,26168.301,11506.295,3761.785,6981.599,2110,15175.212,9822.451,462.166
11/21/1949,609.362,459.899,588.046,721.907,26140.088,11557.438,3773.05,7197.929,2270.634,15534.84,10190.385,461.917
11/22/1949,607.865,462.155,591.384,736.92,26294.383,11577.643,3587.248,7323.476,2328.967,15621.698,10484.868,463.363
11/23/1949,611.634,465.101,597.628,757.446,26290.521,11346.272,3331.822,7168.112,2297.905,15702.15,10609.758,465.844
11/24/1949,614.438,469.424,600.355,782.599,26097.463,10984.198,3089.824,6986.927,2274.62,15509.117,10640.047,468.736
11/25/1949,620.265,475.69,606.577,809.609,25591.141,10704.464,2828.129,6731.854,2205.38,15301.85,10555.378,473
11/26/1949,628.7,481.482,611.095,834.164,24976.65,10066.72,2448.841,6297.385,2074.376,14902.87,10459.938,478.945
11/27/1949,636.544,486.661,614.994,856.777,24445.363,9555.604,2188.619,5994.398,1990.346,14407.872,10224.662,484.626
11/28/1949,645.702,491.734,622.954,878.12,23933.184,9210.157,2027.844,5797.889,1960.888,13975.791,9847.371,489.502
11/29/1949,655.093,495.935,633.528,895.028,23929.805,9039.605,1985.451,5755.398,1959.909,13707.856,9617.153,494.449
11/30/1949,666.474,499.039,647.665,905.598,23974.029,8890.499,1926.332,5762.573,1991.384,13418.471,9316.255,498.584
12/1/1949,694.339,502.515,692.113,908.84,24394.414,9196.876,2132.292,5893.895,2069.77,13429.104,9074.866,502.735
12/2/1949,712.419,508.114,701.285,908.975,24846.068,9225.249,2264.971,5721.572,1982.259,13530.618,8933.812,508.648
12/3/1949,710.511,515.794,702.495,907.1,25409.502,9732.641,2635.593,5959.753,2090.416,14002.955,8935.448,514.315
12/4/1949,712.446,522.89,706.629,903.853,25863.008,10652.246,3163.429,6543.4,2277.631,14510.081,8973.03,521.522
12/5/1949,718.85,532.093,713.507,900.648,25487.721,10509.793,3151.922,6383.084,2187.156,14299.477,9187.528,528.425
12/6/1949,724.68,544.406,717.546,898.145,25870.766,10606.489,3253.666,6415.532,2160.319,14529.328,9667.289,537.012
12/7/1949,722.505,555.869,720.829,901.426,26134.459,11630.866,3956.219,7316.507,2474.104,15012.885,9874.548,549.471
12/8/1949,728.295,564.035,724.096,904.805,25765.922,11552.098,3881.523,7239.966,2412.606,14875.094,10037.293,560.616
12/9/1949,735.281,572.885,731.298,907.207,25473.313,11077.832,3572.671,6806.566,2232.235,14740.794,10687.319,568.437
12/10/1949,741.094,581.88,734.333,910.655,25118.041,9874.284,2870.844,5793.666,1879.376,14433.803,10846.013,576.438
12/11/1949,742.357,588.612,738.834,912.477,24610.361,8580.5,2230.249,4779.718,1576.045,14115.271,10361.411,586.025
12/12/1949,742.093,592.846,740.555,916.531,24073.572,7827.369,1917.697,4195.792,1417.683,13847.488,9528.668,594.63
12/13/1949,742.55,592.624,741.747,922.471,23844.594,7776.249,1921.73,4100.327,1382.303,13670.138,8586.816,599.39
12/14/1949,743.836,588.974,741.868,922.379,23977.1,8552.428,2276.802,4623.583,1479.821,13701.136,7905.39,597.203
12/15/1949,746.785,587.388,747.267,908.766,24117.736,9452.919,2667.205,5403.873,1673.772,13532.109,7727.2,592.643
12/16/1949,752.582,588.03,747.535,887.161,24730.732,10081.917,2931.113,6031.98,1914.754,13581.066,8162.449,592.356
12/17/1949,753.136,587.571,746.647,870.178,25382.701,10889.396,3412.958,6860.348,2266.556,14089.45,8747.81,592.884
12/18/1949,751.704,586.762,744.293,865.41,25747.529,11184.338,3475.656,7135.525,2402.243,14471.492,9362.726,593.257
12/19/1949,747.464,585.984,739.811,872.311,25155.172,11114.675,3401.465,7144.288,2405.054,14555.468,9963.403,592.932
12/20/1949,750.776,588.87,740.043,877.875,25173.135,10113.653,2782.45,6282.216,2100.392,14487.88,10233.736,593.925
12/21/1949,746.64,592.026,737.779,886.174,25215.375,9424.2,2409.478,5675.042,1904.067,14504.44,10014.328,596.269
12/22/1949,741.704,593.182,735.958,899.455,24913.047,9179.016,2304.807,5479.69,1839.219,14520.322,9403.669,599.312
12/23/1949,740.847,592.907,738.092,912.354,24649.922,9171.285,2294.933,5492.062,1843.849,14421.729,8870.332,600.629
12/24/1949,744.708,593.969,741.838,922.164,23887.229,8685.533,2023.548,5110.803,1723.312,13859.932,8556.296,600.071
12/25/1949,749.257,597.574,748.758,925.056,23373.578,7845.326,1675.324,4537.942,1557.623,13213.529,8487.209,601.762
12/26/1949,752.354,600.04,751.25,930.024,22939.627,7363.88,1513.846,4259.014,1491.939,12590.138,8216.319,604.234
12/27/1949,754.019,599.342,753.148,932.844,22873.709,7292.39,1470.008,4228.395,1487.103,12166.828,7740.315,605.876
12/28/1949,756.027,596.716,753.668,931.673,23165.014,7800.729,1628.057,4665.221,1595.752,12097.11,7452.173,603.561
12/29/1949,758.161,593.993,757.511,922.475,23305.291,8463.749,1886.384,5291.406,1812.411,12071.527,7359.445,600.495
12/30/1949,761.683,592.67,757.829,910.325,23764.074,8449.607,1892.592,5382.471,1881.852,12093.174,7679.632,599.273
12/31/1949,762.552,593.008,757.522,899.699,24145.822,8480.246,1881.196,5374.59,1924.501,12406.154,8090.886,598.555
1/1/1950,759.163,596.92,758.61,894.239,23953.756,8004.51,1616.501,5194.686,1899.368,12679.283,8129.521,605.393
1/2/1950,764.267,601.015,763.763,889.942,23477.887,7081.85,1182.355,4659.1,1771.244,12751.006,7987.108,616.807
1/3/1950,771.315,606.708,766.48,883.783,22509.531,5608.511,768.857,3734.396,1476.981,12323.47,7538.663,625.945
1/4/1950,773.183,611.437,768.662,872.996,21844.344,5318.228,766.103,3334.584,1452.29,12235.599,6705.583,634.153
1/5/1950,769.765,614.713,762.327,858.682,20493.119,4232.301,596.122,2739.823,1260.285,11558.256,5635.26,639.936
1/6/1950,768.636,623.136,761.312,842.675,19599.969,3343.775,494.222,2204.998,1085.549,10671.563,5027.158,653.45
1/7/1950,767.13,623.79,762.107,823.715,18583.301,3230.073,483.717,1972.968,1047.223,9870.024,4262.481,658.202
1/8/1950,765.273,620.072,758.111,802.016,16745.115,2979.332,438.817,1805.352,1002.07,9043.152,3459.529,649.448
1/9/1950,764.254,625.922,756.9,786.259,15145.812,1888.677,333.058,1485.837,812.693,7699.046,3097.336,663.425
1/10/1950,759.519,625.315,755.217,764.967,14211.276,1764.982,321.739,1276.286,783.322,7072.381,2705.24,670.624
1/11/1950,758.832,622.163,755.641,743.903,13406.743,1452.675,301.545,1168.202,716.686,6241.263,2083.754,657.704
1/12/1950,751.845,616.286,746.271,718.147,13172.818,1392.742,299.469,1082.645,685.44,5743.552,1836.51,648.511
1/13/1950,748.093,615.83,739.405,693.146,12836.548,1180.753,283.984,977.186,637.778,5222.709,1599.36,649.859
1/14/1950,736.967,603.932,730.55,651.01,13263.377,1387.348,311.306,906.486,654.83,5207.928,1443.392,643.408
1/15/1950,738.157,600.636,723.822,628.124,13328.439,1103.994,294.144,810.539,585.685,4684.725,1336.461,639.485
1/16/1950,726.603,590.831,711.854,595.904,13871.933,1446.812,333.695,829.413,576.639,4673.901,1300.337,634.348
1/17/1950,717.326,580.215,702.327,571.606,12477.959,1187.443,298.01,725.661,534.853,4399.369,1216.591,615.965
1/18/1950,715.218,578.414,695.982,555.124,11649.741,1018.981,276.711,659.558,499.232,4067.917,1249.056,626.254
1/19/1950,710.335,571.714,690.783,538.899,10957.821,928.021,266.44,606.831,474.343,3753.565,1113.574,624.347
1/20/1950,707.982,566.627,688.584,525.528,10082.08,747.698,249.361,546.727,445.49,3417.25,971.993,618.317
1/21/1950,704.866,564.346,684.964,513.927,9392.009,596.783,236.72,498.87,422.374,3001.203,862.98,624.064
1/22/1950,699.179,558.451,679.965,500.55,8584.321,525.236,229.753,463.107,405.698,2677.143,747.129,616.836
1/23/1950,689.233,551.536,668.27,484.596,7996.989,503.637,224.71,437.347,394.302,2401.807,643.089,596.751
1/24/1950,683.017,546.96,668.948,471.268,7612.836,427.317,217.412,428.93,376.112,2069.632,566.801,589.562
1/25/1950,675.535,544.899,665.728,460.301,7426.013,364.788,212.195,418.973,362.356,1876.815,528.662,591.359
1/26/1950,670.1,542.067,646.646,449.046,7877.592,326.188,209.781,406.681,352.632,1841.872,480.961,592.644
1/27/1950,642.826,531.648,623.794,427.28,8794.778,358.523,211.494,383.016,351.092,1836.175,436.322,571.331
1/28/1950,617.903,523.674,607.117,405.054,9030.905,408.365,214.527,354.335,357.06,1985.782,405.428,549.322
1/29/1950,635.293,518.24,610.501,393.514,9399.447,385.64,215.758,346.049,343.441,1958.556,409.263,560.115
1/30/1950,641.675,510.897,614.82,384.657,9668.881,371.628,216.478,334.951,331.835,1962.819,415.83,560.849
1/31/1950,638.981,500.808,608.958,377.063,9473.097,380.056,216.091,323.751,323.46,1939.605,404.483,553.703
2/1/1950,624.629,493.888,595.029,370.306,8674.249,344.394,210.66,316.875,313.566,2029.332,433.299,539.094
2/2/1950,612.786,487.195,572.462,362.131,7854.754,312.531,204.269,306.495,304.467,2090.79,530.813,528.296
2/3/1950,597.369,480.831,557.567,353.025,7174.855,304.665,200.48,293.792,297.302,2059.284,647.89,516.773
2/4/1950,579.45,472.981,546.262,341.695,6274.76,300.269,198.556,279.35,292.294,2068.369,769.541,502.821
2/5/1950,600.763,467.974,569.067,335.832,5580.259,257.28,196.076,278.021,281.861,1918.082,804.553,506.383
2/6/1950,603.523,462.27,574.399,329.457,4832.494,238.183,194.055,276.809,274.429,1791.468,826.882,502.299
2/7/1950,621.154,463.667,592.941,327.628,4459.494,224.233,193.055,278.09,268.234,1562.74,790.306,510.987
2/8/1950,612.244,459.176,587.775,324.317,4394.199,218.858,191.825,273.4,264.302,1423.679,764.429,500.746
2/9/1950,579.318,452.875,548.403,317.625,4655.104,218.238,191.377,266.046,261.555,1327.95,765.433,489.547
2/10/1950,534.986,447.552,526.732,307.615,4941.177,224.577,192.439,256.364,260.392,1306.695,791.897,475.45
2/11/1950,560.22,446.836,527.153,303.561,4881.922,212.989,192.084,255.648,255.831,1276.716,743.534,476.305
2/12/1950,572.77,438.651,536.359,299.753,5157.15,212.512,191.948,253.136,252.226,1149.964,713.762,483.941
2/13/1950,572.636,431.846,533.757,296.347,5128.847,212.192,191.82,246.91,249.772,1071.547,695.304,475.584
2/14/1950,567.356,427.578,522.26,292.767,5119.988,212.137,191.713,240.561,247.564,1042.731,683.263,468.243
2/15/1950,566.192,424.737,520.395,289.851,4713.937,210.829,190.8,238.24,245.022,1041.94,667.339,464.258
2/16/1950,564.749,421.652,516.63,286.484,4443.845,209.879,190.695,235.558,242.913,1047.837,654.711,461.851
2/17/1950,573.414,420.696,524.471,284.336,4115.946,206.71,190.041,236.919,240.271,1030.412,632.811,465.29
2/18/1950,566.462,418.465,520.182,281.276,3997.747,205.793,189.624,235.008,238.84,1002.731,616.577,462.656
2/19/1950,569.932,417.24,524.302,279.322,3813.795,202.917,189.143,236.958,236.707,971.693,598.954,462.545
2/20/1950,575.992,416.565,530.152,277.425,3616.722,201.012,188.439,239.172,234.705,941.931,577.444,462.032
2/21/1950,568.597,414.762,521.436,275.534,3684.814,200.017,187.916,238.708,234.05,900.339,559.356,456.009
2/22/1950,558.006,412.636,511.249,272.388,3794.644,198.746,187.556,237.987,233.298,891.707,541.565,444.642
2/23/1950,544.319,414.277,496.96,270.07,3900.069,197.933,187.526,238.759,232.845,887.433,519.318,451.747
2/24/1950,524.278,415.319,503.133,267.382,4124.966,198.435,188.198,236.209,232.748,885.379,494.733,449.598
2/25/1950,515.379,411.115,511.579,264.724,4409.04,199.217,188.427,232.059,232.61,829.58,475.654,440.231
2/26/1950,511.559,407.609,506.735,262.639,4668.572,199.167,188.694,225.979,233.307,793.249,471.89,430.829
2/27/1950,525.07,406.482,504.441,262.464,4698.374,199.1,189.124,223.858,232.692,810.15,459.258,433.964
2/28/1950,539.781,401.597,506.54,262.053,4854.284,200.195,189.744,223.252,231.913,809.879,457.053,440.358
3/1/1950,568.155,396.393,514.802,261.402,5051.928,203.639,190.816,222.184,231.07,854.047,462.141,442.382
3/2/1950,594.787,396.599,556.144,261.661,5401.038,211.013,192.359,222.853,229.587,932.465,469.146,440.638
3/3/1950,605.183,397.082,563.006,262.307,5809.529,224.667,194.022,223.225,228.571,1040.867,485.682,450.94
3/4/1950,609.539,395.945,566.987,262.476,6186.061,245.243,195.588,224.114,228.336,1201.134,516.139,449.676
3/5/1950,599.837,393.242,563.482,261.314,6366.251,273.447,196.811,225.648,228.295,1421.61,559.278,443.162
3/6/1950,617.572,394.292,582.561,261.94,6712.813,277.681,197.057,228.353,227.386,1554.08,593.306,443.534
3/7/1950,598.359,391.437,570.239,260.582,7124.124,318.853,197.951,232.16,227.311,1763.936,661.121,438.275
3/8/1950,581.426,391.474,566.447,259.361,7521.833,381.967,199.585,241.937,226.727,1982.476,744.298,427.479
3/9/1950,581.986,393.48,570.97,259.934,8231.032,394.707,199.266,247.549,226.39,2116.37,803.951,428.662
3/10/1950,573.502,395.394,566.028,260.614,8646.878,384.438,198.851,250.116,226.238,2192.111,846.561,430.452
3/11/1950,571.464,395.175,542.548,260.774,9138.091,381.418,198.362,250.756,226.355,2261.161,900.063,432.661
3/12/1950,592.459,395.768,547.395,261.105,9293.709,335.149,197.178,242.013,225.908,2279.394,924.957,437.841
3/13/1950,580.574,391.315,535.127,260.287,9525.756,357.132,198.019,242.452,225.947,2365.953,980.341,437.403
3/14/1950,579.068,391.023,536.947,259.318,9495.442,392.833,198.922,246.97,225.968,2509.194,1055.275,428.718
3/15/1950,600.741,394.257,558.652,259.684,9214.981,378.212,197.981,245.236,225.274,2544.687,1100.217,432.989
3/16/1950,606.393,397.214,564.656,260.445,9084.772,370.465,197.34,243.506,224.821,2590.211,1157.797,444.835
3/17/1950,599.054,400.319,558.774,260.034,8957.051,384.115,197.682,245.609,224.935,2692.446,1229.025,445.578
3/18/1950,605.92,404.953,564.306,259.765,8971.58,383.346,197.208,246.05,224.734,2763.577,1294.112,447.464
3/19/1950,596.709,407.702,559.448,258.783,9012.982,410.008,197.803,250.467,224.782,2886.391,1377.223,447.449
3/20/1950,609.527,411.437,570.561,259.189,8970.413,375.615,196.453,246.386,224.439,2950.643,1403.66,454.126
3/21/1950,598.862,413.039,562.684,259.211,9275.05,386.773,196.385,248.539,224.653,3005.896,1430.93,457.704
3/22/1950,585.399,416.156,562.975,259.148,9478.967,412.102,196.938,254.001,224.724,3051.053,1484.75,450.833
3/23/1950,594.519,419.875,563.881,259.742,10091.229,385.381,196.089,251.116,225.119,3044.131,1523.622,457.541
3/24/1950,545.624,418.569,528.79,258.099,10418.64,475.346,198.923,267.119,225.847,3178.446,1620.779,446.088
3/25/1950,564.062,424.22,551.5,259.881,10465.634,456.191,198.295,268.344,225.791,3213.673,1640.377,446.763
3/26/1950,575.57,422.5,559.11,261.06,10541.843,404.539,196.732,259.464,225.661,3125.22,1608.61,456.948
3/27/1950,596.622,423.542,559.808,261.946,10405.79,346.301,195.483,246.924,225.438,2987.72,1565.268,464.819
3/28/1950,608.31,422.039,560.916,262.733,10395.02,305.745,194.906,236.985,225.13,2857.53,1538.818,472.42
