,CVP_INTAKE_EC,MIDR_INTAKE_EC,OLDR_CCF_EC,ROLD024_EC,RSAC054_EC,RSAC081_EC,RSAC092_EC,RSAN007_EC,RSAN018_EC,SLMZU003_EC,SLMZU011_EC,VICT_INTAKE_EC
6/17/1932,377.7108154,342.2735596,359.276825,255.4526672,16525.26367,1691.410645,317.1913452,646.5126953,243.1984863,6541.256348,4212.456543,355.0881042
6/18/1932,376.5081482,337.6986694,358.1803589,253.9025116,16925.81055,1771.12439,325.6676025,680.9595337,243.4422302,6755.766113,4344.550293,351.8315735
6/19/1932,374.414978,333.6285095,354.223999,252.6400604,17150.54297,1874.342163,334.72052,713.5807495,243.5441284,6952.584473,4506.197754,348.1763
6/20/1932,371.6346741,330.400177,351.6684265,251.1015472,17060.18359,1944.692383,337.8219604,733.5411377,243.0852814,7109.183594,4661.879395,344.6008911
6/21/1932,369.1440125,328.0722351,349.2259216,249.4020233,16695.66797,1985.301758,347.8085632,754.7440186,243.1286163,7210.071777,4797.314453,341.7350159
6/22/1932,368.8275146,326.8279419,345.6295776,248.4302521,16120.96875,1834.174927,326.1936646,689.3136597,239.111969,7162.724121,4887.652832,340.7044067
6/23/1932,368.6499329,326.1306763,335.8954468,247.2832947,15487.81836,1624.789673,296.4766235,603.0471191,233.855072,7065.883789,4950.289063,341.1865234
6/24/1932,364.1664734,325.9882813,327.1166687,245.6113892,14912.62695,1520.854004,283.0119629,568.2155762,231.2303314,7007.336426,5016.201172,340.2072449
6/25/1932,361.4370117,326.8238831,323.9518433,243.7357941,14482.16406,1470.8479,274.2227478,547.9605103,229.8304749,7010.287109,5071.980469,337.6140747
6/26/1932,357.9624023,327.4878235,320.5116272,242.1714172,14676.48047,1390.804688,262.908844,533.8050537,229.2833252,7048.98584,5122.746094,337.2611084
6/27/1932,349.8577271,327.2286072,317.9299927,239.6004639,15069.26074,1502.521729,262.7577209,623.9345703,234.5262146,7185.944824,5265.23291,336.6864319
6/28/1932,350.3527832,326.7048645,319.7741699,238.3612061,15734.50488,1513.526367,257.9415894,666.9796753,239.6564941,7280.510742,5341.108887,336.4013062
6/29/1932,351.5870361,324.677948,325.4566345,237.6327057,16536.45117,1534.380737,261.2011108,693.4472656,246.1013794,7332.272949,5389.373047,336.1092529
6/30/1932,351.15802,321.8096924,328.4764709,237.1967163,17166.00781,1660.196777,274.009613,733.1479492,254.9004669,7428.734863,5455.661621,333.9775696
7/1/1932,329.2060242,320.2241821,361.3969727,238.8373718,17675.70703,1845.149048,303.8640747,775.7749023,263.7982788,7578.941895,5506.48291,332.6262817
7/2/1932,376.1993408,317.1118164,368.585022,238.7353973,18175,2202.573486,366.5050659,860.7451782,270.459259,7818.780273,5590.465332,329.6910706
7/3/1932,374.8826599,315.2796326,363.8675232,238.3469696,18482.31836,2496.775879,424.9427185,987.8624878,281.0041809,8089.266113,5678.077148,323.6421204
7/4/1932,375.7605896,313.4351501,359.9122314,238.8008423,18804.79883,2649.334961,458.2392578,1049.103882,284.84021,8334.838867,5781.489258,322.0155945
7/5/1932,374.7341614,312.0317993,358.4341125,239.2368774,18881.20313,2753.333008,489.7194824,1094.06311,288.5522156,8533.318359,5887.255371,320.2581787
7/6/1932,375.5297852,311.3051758,358.9040222,239.700531,19134.25,2935.656738,516.7356567,1179.497925,293.067627,8781.980469,6064.677246,318.6643677
7/7/1932,381.7738647,311.2325439,365.8218689,239.9777985,19009.25,2964.685547,525.6268921,1191.983398,292.5319824,8971.310547,6202.649902,318.0456238
7/8/1932,391.0419312,310.7584229,366.9758301,240.1301117,19015.82031,3028.505127,548.8974609,1228.526733,295.5043945,9172.599609,6374.664551,317.7653809
7/9/1932,395.6215515,310.263092,363.2113953,239.8408051,18835.14063,3151.490234,583.413269,1297.718994,303.7474365,9411.141602,6524.411133,316.9272766
7/10/1932,405.9475403,310.078064,378.4322205,240.7311554,18640.08398,2830.370361,517.1011963,1129.002197,290.9992981,9376.044922,6557.947266,317.0988464
7/11/1932,413.473877,308.5979919,357.9394226,241.0312195,19191.98242,2899.673096,526.7871094,1150.679565,295.5411987,9572.923828,6704.452637,316.103241
7/12/1932,396.8710938,306.2848206,342.4463501,241.1712952,19951.875,3229.064209,588.6185913,1325.806885,319.8742065,9909.071289,6930.441895,312.8881836
7/13/1932,375.1297913,303.6101379,339.4742432,241.7259674,20753.22266,3485.316895,650.5945435,1476.539551,343.1114197,10189.10742,7108.736816,312.0296936
7/14/1932,372.3577271,300.216217,345.865448,242.2872467,21477.5625,3862.895508,737.2954102,1709.296997,376.7394104,10616.27344,7334.708008,308.9303894
7/15/1932,364.4460754,296.5154724,350.9124756,243.594101,21925.26172,4316.812988,846.5229492,1981.528931,423.7408752,11067.48535,7577.694336,305.0170593
7/16/1932,368.6467285,293.7442627,355.9945679,245.4736786,22178.31641,4694.701172,948.6439819,2190.131348,464.4115601,11498.59961,7835.328125,301.8413391
7/17/1932,372.6904297,290.9299011,356.8045654,248.1682739,22296.07617,5061.893066,1054.859009,2391.825195,506.197998,11900.7998,8130.043945,299.4118652
7/18/1932,378.0205994,288.9331055,357.5575256,251.7899017,22146.88477,5164.729004,1096.943115,2468.884766,525.281189,12151.6377,8407.977539,297.057373
7/19/1932,390.5217896,288.2639771,364.9407043,255.8624725,22006.69727,4973.699707,1024.312256,2315.51001,496.8045654,12233.92871,8617.987305,296.0664673
7/20/1932,391.8140259,287.8015442,359.9085693,259.8364258,21869.92188,4993.908691,1017.885742,2322.376221,494.1910095,12341.55469,8879.920898,295.0877075
7/21/1932,389.3097534,288.1799316,359.1392517,263.4389648,21617.89258,4884.484863,1000.348633,2271.081787,486.3434448,12443.23535,9086.078125,294.5432129
7/22/1932,390.1021729,288.7871399,357.4630432,266.6279602,21339.9375,4708.512695,946.4553833,2185.251953,472.4208679,12499.44238,9264.083008,294.6616516
7/23/1932,394.4064331,289.3328552,355.6206055,269.4463501,21217.17578,4451.890625,870.44104,2046.496216,456.0423279,12517.43848,9396.158203,295.3475952
7/24/1932,394.5739746,289.6865845,341.9470825,271.5354919,21259.8418,4361.508301,831.4350586,2009.46875,453.8771362,12621.93457,9532.610352,295.4153748
7/25/1932,387.9382935,289.8773499,326.7249756,272.9666748,21703.80078,4485.342285,860.5192261,2119.154053,478.2001343,12797.9043,9711.375,294.8889465
7/26/1932,371.8487549,289.2893982,322.6107178,273.5429382,22392.78906,4784.327148,940.8461914,2380.071777,530.4546509,12994.06836,9928.320313,296.2027588
7/27/1932,365.7319946,288.7955017,337.6002808,273.92276,22960.46289,5076.975586,1008.192139,2581.841064,579.0838623,13234.66504,10113.80859,294.9173584
7/28/1932,364.695343,287.926178,357.9606018,275.447113,23374.9043,5334.29541,1080.820313,2743.126465,635.3348389,13380.74902,10209.54883,294.1078796
7/29/1932,366.5713501,287.5794067,363.2164917,277.8045349,23595.52734,5646.688477,1166.187378,2893.124023,683.2437134,13621.95898,10275.77637,293.1617737
7/30/1932,371.1151428,286.810791,366.8611145,281.3392639,23565.54883,5752.172363,1204.452759,2926.489014,698.2322388,13775.43945,10379.16699,292.9000549
7/31/1932,379.8291626,286.2948303,368.2234497,285.9989014,23585.3457,5745.130371,1210.055908,2885.185791,694.1189575,13921.63672,10504.76172,292.9763184
8/1/1932,355.9235535,285.4939575,298.3916931,292.1863098,23745.61719,6191.143066,1361.794556,3145.919922,749.1512451,14218.50586,10753.64258,290.6887512
8/2/1932,321.2832947,285.8768005,297.0372925,299.7251587,23630.40625,6521.734863,1473.491577,3345.021973,808.4168091,14480.33008,10998.22168,289.5298767
8/3/1932,323.823822,287.2006836,299.3172913,307.5108948,23517,6533.626953,1491.172119,3384.289795,813.798584,14643.77051,11226.85742,290.5347595
8/4/1932,323.7618408,287.7864685,302.3189392,315.92453,23585.07031,6669.25293,1539.075562,3455.912598,820.5533447,14839.82324,11481.03516,292.1492615
8/5/1932,328.2752991,287.9372559,306.0369873,324.1852112,23411.88672,6706.503418,1555.074707,3476.970215,825.2926025,14987.63965,11726.98145,292.698761
8/6/1932,328.8520508,288.392334,308.6099548,331.9871826,23466.03711,6840.554199,1624.415649,3572.474365,854.5127563,15196.11035,11942.12207,292.7534485
8/7/1932,332.6608887,288.9603882,311.0007324,338.7406616,23350.81641,6639.12793,1549.18689,3467.47998,839.9030151,15265.57422,12066.85352,292.78125
8/8/1932,336.245697,289.2704773,313.8636169,344.2383423,23503.36523,6368.131348,1437.534424,3297.111572,813.9880371,15283.67969,12133.6748,293.1782227
8/9/1932,333.2427368,289.7044678,316.4651489,348.6184692,24075.43945,6509.905762,1475.919556,3399.530762,862.6452637,15403.26074,12325.74121,293.3212891
8/10/1932,336.1827698,289.4088745,319.6439209,352.3470764,24590.96875,6709.258789,1557.147461,3624.334473,928.1012573,15581.75,12530.64746,293.6425476
8/11/1932,340.3735657,288.9120178,322.4403992,356.5617371,24499.12891,7096.716309,1718.093384,3948.409912,1042.180664,15701.77539,12667.44434,293.3341675
8/12/1932,347.8503113,290.0750427,323.1020508,362.0062561,24399.31836,6813.228516,1530.033081,3649.678955,948.3302002,15747.30078,12694.17285,293.614563
8/13/1932,339.7540283,290.3532104,325.6216736,370.3757935,24941.25781,7713.146973,1896.65686,4252.039063,1130.425415,16098.35352,12950.51465,293.7946472
8/14/1932,347.2506104,292.1998596,328.4865417,380.6978455,24735.79688,7812.026367,1973.094849,4371.755859,1163.592529,16279.56836,13143.7041,294.795105
8/15/1932,350.6029968,294.3771057,331.3240662,394.3181458,24597.95898,7900.391602,2031.864502,4422.071777,1185.862427,16419.02344,13351.02051,296.9760742
8/16/1932,355.9909058,296.974884,335.3817749,407.2886658,24419.8125,7680.77832,1904.259521,4238.136719,1128.873535,16429.9707,13505.68066,299.4379883
8/17/1932,360.9824829,299.0767212,340.0697632,419.2501831,24304.54883,7353.635742,1781.878174,4015.372559,1066.546875,16402.80469,13660.00488,302.1595154
8/18/1932,365.0505676,300.7384338,345.3800354,428.573822,24161.35547,7098.209473,1694.111572,3839.122803,1016.771729,16379.51172,13795.46191,304.2596741
8/19/1932,367.2642517,302.1920166,351.3565369,435.5681763,24166.35352,7100.042969,1709.106812,3866.328125,1020.819275,16457.58984,13946.69629,305.6216125
8/20/1932,371.4824524,303.9277954,355.8594055,439.7767029,24151.94141,7211.407227,1737.149292,3973.985107,1045.295166,16580.29688,14076.7334,306.7483826
8/21/1932,376.3517456,305.5935364,360.4689026,441.206665,24186.42383,7058.985352,1644.612427,3908.953369,1027.480103,16665.14844,14144.03613,308.2601013
8/22/1932,378.9827881,307.08255,363.3990784,440.9412231,24412.44727,6954.923828,1579.485229,3902.736084,1027.571289,16737.77734,14211.7041,309.9246216
8/23/1932,380.13974,307.8648376,366.4501648,439.9754639,24971.01953,7119.830078,1650.014404,4112.491699,1103.98291,16824.24414,14335.10547,311.3167419
8/24/1932,384.2078857,307.940033,367.9570618,438.6893921,25228.89258,7259.866699,1651.752075,4195.833008,1163.166382,16848.98828,14415.19434,311.9432983
8/25/1932,387.8199463,307.9267883,369.1724243,438.2797852,25512.01367,7414.710449,1710.286255,4301.64502,1227.099609,16841.93945,14463.54199,312.1370239
8/26/1932,386.2955017,308.5481262,370.0523376,439.1251831,25631.51758,7803.955078,1842.197876,4501.388184,1318.413086,16992.2793,14487.14453,311.756958
8/27/1932,387.074646,309.4676514,371.2822876,441.9375305,25529.80859,8009.066895,1912.292114,4613.676758,1369.192261,17139.01172,14489.85938,312.3637085
8/28/1932,389.0883789,310.1864929,371.9446106,448.4552917,25157,7961.833496,1903.616577,4556.36377,1346.961914,17210.67969,14482.83105,313.4927673
8/29/1932,388.7438049,311.4481201,371.8175354,460.3944702,25210.16797,8133.703125,2029.187256,4685.862793,1377.461182,17342.5625,14613.21582,314.3650513
8/30/1932,392.3321228,313.7541809,373.0001526,474.5209351,24980.93164,8080.913574,2024.054199,4589.302246,1357.401367,17388.02148,14725.75879,316.053833
8/31/1932,395.7449341,315.739624,376.960022,488.0732422,24969.04297,8054.88916,2049.892822,4575.426758,1335.262329,17471.08008,14798.55664,318.4425964
9/1/1932,401.8755493,317.2009277,384.0509338,500.4451599,25007.24219,8102.551758,2091.443115,4561.610352,1317.858276,17542.8457,14989.57422,320.1146545
9/2/1932,406.1542969,319.3141479,389.1142578,511.5050659,25239.41211,8438.807617,2288.031006,4737.904297,1351.102295,17716.82422,15194.40332,321.5259094
9/3/1932,413.2007141,322.2151489,394.4767456,520.7003174,25160.20898,8670.342773,2408.292969,4881.369141,1385.661865,17859.91016,15333.9375,323.5273438
9/4/1932,418.5270081,325.835022,399.6162415,527.0973511,25433.88672,8717.915039,2449.699951,4921.990234,1393.109619,18002.63477,15447.82031,326.4295044
9/5/1932,423.5546265,329.3907776,405.4228821,532.2960205,25584.97852,8769.061523,2440.798096,4997.037109,1423.044922,18109.83789,15567.23633,330.007782
9/6/1932,428.2129211,331.7445984,410.2990112,537.1928101,25953.83594,8829.84082,2517.891602,5096.40332,1466.688477,18175.37305,15670.76953,333.4055481
9/7/1932,435.1995239,333.5555725,416.1044006,541.3773804,26098.40234,8651.231445,2380.373047,4997.377441,1455.507324,18137.65625,15750.59961,335.749054
9/8/1932,439.2813416,335.9801025,420.3283081,546.3629761,26232.3457,8633.383789,2367.187256,5052.385742,1469.94165,18148.24023,15790.69531,337.638916
9/9/1932,440.5235291,338.704071,425.1957092,553.3451538,26310.30664,9084.922852,2530.793213,5368.081543,1555.460571,18329.92188,15911.08594,339.9996033
9/10/1932,443.3607788,341.8630981,428.395813,560.7495117,25919.22266,9175.917969,2556.133789,5392.415527,1582.864014,18411.87891,15955.38672,342.6660767
9/11/1932,448.2379456,345.4835205,431.999176,571.2355347,25573.64453,8912.90918,2448.65332,5195.547363,1516.768799,18375.95898,15975.95996,346.3332825
9/12/1932,449.4132385,349.0292969,432.7212219,584.203186,25574.67969,8964.974609,2511.214844,5241.992676,1535.419556,18420.55469,16106.92285,350.1400146
9/13/1932,454.5032959,351.7454224,438.901001,597.6999512,25471.8418,9074.279297,2589.297852,5297.291016,1556.342651,18475.33984,16232.33398,353.5574951
9/14/1932,459.145813,353.6636963,445.3735657,608.0167236,25589.94141,9072.446289,2617.999756,5319.55957,1560.793457,18558.81641,16360.70898,356.3630981
9/15/1932,464.6715393,356.130127,453.8175049,616.4890747,25559.49414,9141.094727,2692.589844,5430.942383,1593.054077,18648.66992,16496.75,358.3333435
9/16/1932,469.7995911,358.5040283,458.0549622,621.6779175,25604.01953,9008.208008,2611.164795,5327.856934,1550.613525,18713.50195,16571.5957,361.000824
9/17/1932,473.7181396,360.6145935,461.7556763,624.053833,25646.02148,8675.076172,2435.310791,5103.58252,1479.067871,18750.93359,16609.53516,363.3130188
9/18/1932,476.8837585,362.1702271,468.1931458,625.1291504,25897.17383,9058.459961,2625.86084,5401.008301,1575.584351,18866.14844,16749.2207,365.1188965
9/19/1932,481.3579102,362.7747498,470.2555542,623.9758911,26031.06641,9139.427734,2646.255127,5531.741699,1619.320068,18951.05273,16842.89063,366.1887207
9/20/1932,484.8359375,363.6867981,473.1151733,621.4372559,26253.10938,9025.212891,2578.206055,5475.543945,1624.081299,18956.31445,16886.52539,366.6505432
9/21/1932,488.1689148,365.3963013,476.0861511,620.5328369,26546.80273,9314.138672,2662.619629,5678.269043,1731.816528,18964.95117,16956.01172,367.6409302
9/22/1932,490.3251648,366.7801208,477.2403259,620.7770996,26600.24414,9182.306641,2541.533936,5587.402832,1728.983643,18875.45703,16908.14453,369.3220215
9/23/1932,491.9451294,367.6889648,478.9300232,621.520752,26583.5625,8992.335938,2417.349365,5442.452148,1699.173218,18797.6582,16833.00977,370.3075562
9/24/1932,490.8578796,368.4694519,479.1742249,622.2562256,26432.75195,8802.358398,2305.551514,5305.694824,1628.541382,18782.3457,16798.4707,370.914093
9/25/1932,491.9069824,369.7677307,480.587616,625.6669922,26245.30273,9027.850586,2439.678711,5419.456543,1688.415527,18899.78906,16851.73828,371.7048035
9/26/1932,490.6902771,371.1630249,480.3746948,634.0308838,26009.36523,9356.888672,2586.124023,5607.429199,1749.595215,19026.80469,16888.07422,373.0438843
9/27/1932,491.0779419,372.6439819,480.5225525,644.786438,25677.14648,9036.880859,2471.345215,5379.898438,1672.906616,19051.14648,16893.80273,374.7702942
9/28/1932,493.7875366,374.4356995,480.8691101,656.8867798,25328.29492,8935.393555,2468.994873,5308.683594,1636.09436,19093.50195,16927.43164,376.9577332
9/29/1932,496.505127,375.8458557,488.9928284,671.0899048,26060.92773,9962.083984,3005.021729,6026.972656,1887.691284,19291.77539,17129.43359,378.2611389
9/30/1932,502.7346497,377.2399292,497.1810303,681.0200806,26461.48633,10257.38574,3172.969482,6235.14502,1957.503296,19472.625,17263.36328,379.6763916
10/1/1932,510.1231689,379.7241211,501.3307495,688.2041016,26493.32617,10101.55957,3094.60083,6047.283203,1890.334473,19556.2168,17347.79492,381.1167297
10/2/1932,520.1131592,382.8643799,511.9747314,697.4976196,26801.89258,10229.34863,3159.403076,6123.883301,1915.641113,19686.90039,17474.75,384.1643372
10/3/1932,526.8876343,386.0345764,522.444397,708.9354248,27013.15234,10484.92871,3320.59082,6382.084961,2027.923828,19845.16406,17639.08008,387.8627014
10/4/1932,536.2224121,390.0201111,532.338501,717.2323608,27154.52734,10207.19336,3134.702393,6211.091309,1982.457153,19844.67188,17729.73047,392.3297119
10/5/1932,548.637207,394.6164551,541.6764526,725.0206299,27372.96094,9956.49707,2959.889648,6035.10498,1936.971802,19762.73242,17807.09961,396.9654541
10/6/1932,562.1965942,399.0757751,555.8956909,734.7443848,27303.73438,10026.7334,2975.55249,6159.36377,1971.513306,19747.28516,17902.85938,400.4218445
10/7/1932,569.6022949,403.1879272,563.0033569,744.8215332,26980.00195,10198.66895,2977.652832,6250.405762,1990.145874,19802.42383,17979.40625,404.2235718
10/8/1932,574.0424805,408.0656433,564.711731,752.9005127,26504.53711,9647.375,2675.156738,5852.513672,1849.397705,19727.66406,17930.90039,410.1899109
10/9/1932,575.4349365,412.7218018,565.9908447,760.1563721,26118.14063,8952.504883,2367.936035,5359.069336,1699.069458,19592.92188,17884.88867,416.8858337
10/10/1932,577.4579468,415.5993042,565.9407349,768.3925171,25954.70898,8864.47168,2354.030518,5257.783691,1674.86853,19550.21484,17920.92188,421.3760376
10/11/1932,581.3372192,415.8046265,567.8064575,774.2456665,26029.81445,8903.283203,2419.638916,5303.253906,1693.478271,19557.77734,17989.05273,423.5666199
10/12/1932,585.6928101,416.1634827,573.5809326,772.2266235,26127.19336,9226.633789,2585.372559,5532.974609,1755.828735,19659.76953,18085.24609,423.3422241
10/13/1932,587.1557617,418.0102234,576.9776001,766.0296021,26428.24219,9365.075195,2674.591797,5665.716309,1786.023193,19769.50977,18165.13867,425.5787964
10/14/1932,591.1398926,419.9931946,575.9874878,757.921814,26326.54492,8999.5625,2481.661621,5423.011719,1696.217041,19792.05078,18191.57031,428.8158264
10/15/1932,591.0842896,421.2878113,577.1466675,750.1473999,26717.63477,9109.628906,2516.281982,5452.490723,1712.358032,19803.18359,18269.19336,429.6959839
10/16/1932,591.5031738,422.1575928,579.1421509,743.9111938,26731.14453,9327.55957,2601.944824,5596.068359,1758.108276,19854.57617,18335.52148,429.2075195
10/17/1932,591.1970825,421.8047485,576.817749,736.9942627,26893.5,9114.052734,2514.205811,5460.250977,1722.025024,19785.48242,18332.16211,430.1519165
10/18/1932,589.611084,423.5610352,577.0238037,730.2988281,27143.36719,8979.334961,2465.283447,5362.103516,1725.927856,19688.82617,18309.25391,428.8643188
10/19/1932,588.5941772,425.7969666,576.3988647,724.1201172,27308.98242,9100.982422,2488.518311,5431.44043,1767.954346,19611.21289,18287.55664,429.2909241
10/20/1932,587.7324829,427.0883179,573.4466553,718.9797363,27395.22461,9600.269531,2694.066406,5799.096191,1894.805908,19613.88281,18280.67383,429.263092
10/21/1932,585.4421387,428.4960632,574.3043823,714.619873,27237.71875,9952.804688,2803.702148,6024.703125,1974.033325,19692.35156,18241.30078,429.7198792
10/22/1932,585.7036743,431.1202087,574.390625,712.72052,26922.82422,9264.492188,2426.384521,5626.705566,1798.629395,19625.18945,18119.0957,432.82724
10/23/1932,587.6678467,433.3787842,571.6900024,713.6381226,26499.80469,8239.038086,1955.385132,4906.91748,1555.519531,19446.22266,17948.00977,437.0159302
10/24/1932,585.3583374,433.5172119,564.9893799,716.5606079,26216.40625,7891.469238,1842.312256,4633.181152,1482.363281,19376.75586,17906.24219,438.3335266
10/25/1932,583.5593262,432.4997253,563.2111206,721.2658691,26191.9707,8202.371094,1982.462524,4773.326172,1537.218994,19443.74023,17952.54688,438.3524475
10/26/1932,582.7064819,430.6538391,566.3078003,721.7200928,26310.89648,8819.300781,2289.658203,5158.26416,1664.245972,19611.50586,18041.03906,437.265686
10/27/1932,583.3326416,431.3540039,569.364502,717.9644165,26624.20117,9658.615234,2691.601318,5724.15918,1842.566895,19886.96484,18171.62891,436.5639038
10/28/1932,585.6044922,433.0140076,571.425354,717.1832275,26955.38672,10305.31934,3062.666992,6221.043457,2015.819336,20148.94922,18309.86328,438.8335571
10/29/1932,586.5730591,434.162262,571.704834,721.8361816,27164.97656,10709.45801,3289.569336,6487.824219,2102.95166,20338.33984,18461.69922,441.0510254
10/30/1932,586.8829956,435.574707,573.2134399,732.1227417,27422.68555,10883.18848,3400.52417,6580.074219,2155.144043,20449.1875,18608.63867,442.1365356
10/31/1932,588.2683105,438.1254272,577.9932251,747.1868896,27776.40625,11200.70508,3607.779297,6859.609863,2267.805908,20548.09375,18781.24414,442.7276306
11/1/1932,602.6225586,441.9513855,594.3983154,763.1174927,27896.30859,11697.16602,3834.179688,7173.786133,2374.439941,20560.50195,18091.44336,444.4172974
11/2/1932,604.1260376,446.3747864,596.6523438,773.7539673,27734.74805,11529.36816,3710.971924,6966.300293,2251.626465,20307.25195,15058.26172,446.2445374
11/3/1932,603.4780884,452.8638,598.5167847,784.4226685,27631.4082,10770.84277,3276.409912,6328.306641,1998.904053,19708.72266,12593.88965,449.8443298
11/4/1932,602.6343384,458.8144836,599.5458984,799.3770752,27269.64648,10480.0918,3072.857666,6010.963867,1858.179565,18872.62891,11755.42383,455.7357788
11/5/1932,605.477356,463.4936523,603.9951172,812.4690552,26765.69336,9821.917969,2717.872803,5459.479492,1678.224121,17882.70313,10944.2998,461.1868591
11/6/1932,615.8409424,467.7024536,615.9632568,825.0595093,26377.44141,9730.818359,2661.332764,5364.636719,1629.445801,17073.77539,10519.08691,465.8005371
11/7/1932,631.442627,471.7815857,630.6838989,834.3377686,26188.54688,9877.794922,2748.055664,5456.213867,1655.407837,16398.07813,10019.20605,469.8699036
11/8/1932,649.4679565,476.384491,645.501709,838.4387207,26079.54102,9938.272461,2804.422607,5502.928711,1655.987427,15892.87891,9809.394531,473.7932129
11/9/1932,660.227478,480.3668518,650.3374634,837.5874023,26360.66797,10508.25879,3108.770752,5927.971191,1752.99292,15661.45508,9875.001953,478.413269
11/10/1932,663.7106934,482.6326599,655.9197388,833.6151123,26613.87109,11256.35254,3491.387939,6529.54541,1912.200928,15730.74414,9887.211914,482.2576599
11/11/1932,670.3388062,484.2181702,661.1193848,828.020813,26916.64453,11628.19824,3737.46875,6877.523926,2018.392212,15873.39844,10090.62988,484.84729
11/12/1932,675.1906738,486.0872498,663.90271,823.458252,27182.57617,12028.61328,3954.840088,7187.457031,2133.070313,16202.42285,10443.49805,486.4916992
11/13/1932,675.4332275,488.4331665,666.09375,822.9893799,27276.5,12411.79102,4198.185059,7528.567383,2262.893066,16355.00098,10790.41504,488.2707825
11/14/1932,678.3053589,491.1624756,667.4838257,826.9342041,27379.12109,12372.66016,4167.950195,7520.460449,2270.044922,16386.30859,11170.9707,490.5548401
11/15/1932,680.3706055,494.3779297,669.4378662,832.131958,27310.50391,12091.22168,3981.121338,7273.680664,2206.395264,16349.83301,11508.9502,493.1690979
11/16/1932,678.7908936,497.5328369,671.3537598,840.5073853,27591.16602,12255.12402,4085.898193,7453.504395,2278.776123,16476.48633,11616.22656,496.3749695
11/17/1932,678.1394653,500.6045837,675.8793335,850.6032715,27552.35156,12638.44238,4279.367676,7840.49707,2402.385742,16686.07617,11564.36816,499.6507568
11/18/1932,680.7822876,504.1497498,681.3259888,859.9389038,27383.15625,12682.45215,4269.831055,7882.189453,2386.727539,16666.15625,11652.06055,502.459137
11/19/1932,686.1149902,508.1961975,686.0517578,869.4001465,27050.73633,12326.26758,4035.178223,7599.04834,2289.158691,16364.02637,11907.3252,505.6019592
11/20/1932,690.9200439,511.9121399,688.3171387,880.4738159,26729.26172,12045.79102,3816.13208,7359.140137,2197.969727,16265.59082,12081.94043,509.6542969
11/21/1932,695.0755615,514.4003906,692.71698,891.1324463,26216.51367,11448.19434,3391.217773,6922.037109,2093.085205,15944.22168,11987.16504,513.486084
11/22/1932,699.9345093,516.5003052,694.7375488,904.6160889,26076.66797,11237.51074,3174.452393,6840.241211,2119.606689,15852.60938,11753.00781,516.3286743
11/23/1932,700.4712524,517.93927,694.1338501,921.944519,26144.38867,11439.73828,3270.643799,7159.43457,2244.271973,15852.15527,11427.47754,518.3386841
11/24/1932,702.9226074,519.2286987,698.9941406,938.7780762,26416.70313,12138.28516,3674.277588,7816.123047,2548.410156,15985.35742,11301.39453,519.5884399
11/25/1932,705.7498779,521.5805664,704.8575439,953.9561768,26803.21094,12715.18945,4044.294189,8376.402344,2834.871826,16218.46777,11460.18262,521.1536865
11/26/1932,712.8834229,526.2937012,710.0386963,974.7132568,27329.5332,13787.85449,4809.540527,9273.451172,3381.785889,16901.44531,11768.47168,523.5684204
11/27/1932,719.8059692,534.4512329,720.296814,1007.785706,27662.92969,14648.46289,5523.411133,10176.6582,3911.606689,17472.78516,12290.36133,528.3115234
11/28/1932,730.9442749,545.0681152,725.2460938,1045.270996,27831.97656,14433.87988,5369.202637,10029.66211,3873.673828,17736.61719,13054.52832,535.2553101
11/29/1932,728.6671753,558.7634888,732.081604,1104.50647,27786.94727,14878.54199,5722.528809,10470.95215,4146.986328,18135.53516,13598.17969,545.8457642
11/30/1932,738.3395996,573.1797485,739.6362305,1160.391235,27658.44141,14426.71875,5286.563477,10051.39453,3932.999756,18155.34375,13748.10254,558.6072998
12/1/1932,741.6743774,589.4401855,752.6066895,1195.551514,27317.58984,13257.4248,4397.509277,8850.771484,3286.765869,17843.48047,13806.79297,572.1064453
12/2/1932,759.5333862,612.2932739,764.4143066,1234.200684,27067.64844,12157.68262,3727.825439,7802.814941,2831.841064,17669.08398,13459.3457,591.2272949
12/3/1932,765.8639526,633.9820557,781.0210571,1288.05896,26476.6875,11825.79688,3537.211182,7433.257324,2684.625,17411.57422,12649.26855,616.9371948
12/4/1932,774.4151611,650.4844971,802.8340454,1325.38208,25817.73633,11253.83301,3209.473877,6975.649414,2497.163574,16910.16797,11814.5,639.4694214
12/5/1932,786.9207764,665.906311,829.2305298,1349.264526,25360.08008,10901.54297,3040.58374,6677.733887,2397.041504,16307.28809,11391.14648,655.668396
12/6/1932,804.111145,678.6585083,849.5872192,1354.401733,25136.49219,10441.05469,2811.094727,6401.490723,2289.205566,15713.29883,11050.30078,671.0688477
12/7/1932,816.3665771,689.3607788,870.5438843,1343.251099,25251.46875,10360.24121,2777.990479,6375.722656,2261.898438,15347.12207,10808.42285,683.8099365
12/8/1932,833.0345459,696.394043,899.8566895,1315.424316,25535.40625,10804.1123,3036.9646,6738.473633,2386.261719,15370.29395,10500.16602,694.947937
12/9/1932,847.7944336,699.229126,910.4993286,1279.326904,25867.16211,10932.30957,3139.111328,6816.940918,2416.691406,15439.78516,10347.69043,702.3635864
12/10/1932,858.7871704,703.2030029,911.8276367,1239.2854,26235.93359,11104.875,3246.286621,6885.816406,2446.137695,15641.82715,10418.13184,705.8294678
