,NDOI,smscg,tide
8/15/1936,5645,1,6.885200024
8/16/1936,5647,1,6.512800217
8/17/1936,5649,1,5.948699951
8/18/1936,5653,1,5.313700199
8/19/1936,5657,1,4.861499786
8/20/1936,5663,1,4.386099815
8/21/1936,5671,1,4.094200134
8/22/1936,5682,1,4.054699898
8/23/1936,5697,1,4.112999916
8/24/1936,5717,1,4.219799995
8/25/1936,5747,1,4.487500191
8/26/1936,5791,1,4.614600182
8/27/1936,5861,1,5.143599987
8/28/1936,5984,1,5.763100147
8/29/1936,6225,1,6.270100117
8/30/1936,6802,1,6.508399963
8/31/1936,8841,1,6.608700275
9/1/1936,10843,1,6.328900337
9/2/1936,11395,1,5.886000156
9/3/1936,11621,1,5.750500202
9/4/1936,11735,1,6.169499874
9/5/1936,11801,1,6.291399956
9/6/1936,11842,1,6.220900059
9/7/1936,11869,1,6.070199966
9/8/1936,11887,1,5.940699577
9/9/1936,11900,1,5.685900211
9/10/1936,11910,1,5.850399971
9/11/1936,11917,1,5.882599831
9/12/1936,11922,1,5.818699837
9/13/1936,11926,1,5.537500381
9/14/1936,11928,1,5.189400196
9/15/1936,11929,1,4.778100014
9/16/1936,11930,1,4.622700214
9/17/1936,11929,1,4.856999874
9/18/1936,11927,1,4.863600254
9/19/1936,11924,1,4.842000008
9/20/1936,11920,1,4.675799847
9/21/1936,11913,1,4.509900093
9/22/1936,11904,1,4.376099586
9/23/1936,11892,1,4.390000343
9/24/1936,11873,1,4.594900131
9/25/1936,11844,1,4.680400372
9/26/1936,11798,1,5.086500168
9/27/1936,11717,1,5.42869997
9/28/1936,11556,1,5.55150032
9/29/1936,11165,1,5.462600231
9/30/1936,9746,1,6.109700203
10/1/1936,8300,1,6.907200336
10/2/1936,7891,1,7.39289999
10/3/1936,7720,1,7.394399643
10/4/1936,7633,1,7.100600243
10/5/1936,7583,1,6.560500145
10/6/1936,7551,1,5.895300388
10/7/1936,7530,1,5.316599846
10/8/1936,7515,1,4.894899845
10/9/1936,7504,1,4.858500004
10/10/1936,7496,1,4.778699875
10/11/1936,7489,1,4.820600033
10/12/1936,7484,1,4.653599739
10/13/1936,7480,1,5.044499874
10/14/1936,7476,1,5.288799763
10/15/1936,7473,1,5.635200024
10/16/1936,7469,1,5.751399994
10/17/1936,7466,1,5.760499954
10/18/1936,7463,1,5.657599926
10/19/1936,7459,1,5.402099609
10/20/1936,7455,1,5.030400276
10/21/1936,7451,1,4.731900215
10/22/1936,7445,1,4.474900246
10/23/1936,7437,1,4.304800034
10/24/1936,7427,1,4.252799988
10/25/1936,7412,1,4.491100311
10/26/1936,7391,1,4.871099949
10/27/1936,7356,1,5.522999763
10/28/1936,7297,1,6.615200043
10/29/1936,7181,1,7.627799988
10/30/1936,6903,1,8.202899933
10/31/1936,5923,1,8.402400017
11/1/1936,4959,1,8.178500175
11/2/1936,4694,1,7.550699711
11/3/1936,4585,1,6.672399998
11/4/1936,4530,1,5.704100132
11/5/1936,4498,1,4.806000233
11/6/1936,4479,1,4.57130003
11/7/1936,4466,1,4.436399937
11/8/1936,4456,1,4.511199951
11/9/1936,4450,1,4.682299614
11/10/1936,4445,1,5.267199993
11/11/1936,4441,1,5.716199875
11/12/1936,4439,1,6.05189991
11/13/1936,4436,1,6.358200073
11/14/1936,4435,1,6.420300007
11/15/1936,4433,1,6.500200272
11/16/1936,4432,1,6.325500011
11/17/1936,4432,1,6.058799744
11/18/1936,4431,1,5.726900101
11/19/1936,4431,1,5.221300125
11/20/1936,4431,1,4.618500233
11/21/1936,4431,1,4.361100197
11/22/1936,4432,1,4.315700054
11/23/1936,4432,1,4.295500278
11/24/1936,4434,1,5.371399879
11/25/1936,4436,1,6.593400002
11/26/1936,4440,1,7.637900352
11/27/1936,4447,1,8.392000198
11/28/1936,4460,1,8.836299896
11/29/1936,4493,1,8.791900635
11/30/1936,4611,1,8.289299965
12/1/1936,4732,0,7.426199913
12/2/1936,4766,0,6.429699898
12/3/1936,4781,0,5.288000107
12/4/1936,4788,0,4.74489975
12/5/1936,4793,0,4.282700062
12/6/1936,4796,0,3.893899918
12/7/1936,4798,0,4.338399887
12/8/1936,4800,0,4.92840004
12/9/1936,4802,0,5.533400059
12/10/1936,4803,0,5.911300182
12/11/1936,4805,0,6.428800106
12/12/1936,4807,0,6.674200058
12/13/1936,4809,0,6.916599751
12/14/1936,4811,0,6.972899914
12/15/1936,4814,0,6.816100121
12/16/1936,4817,0,6.604400158
12/17/1936,4822,0,6.040699959
12/18/1936,4827,0,5.325700283
12/19/1936,4833,0,4.820099831
12/20/1936,4841,0,4.51639986
12/21/1936,4851,0,4.256800175
12/22/1936,4864,0,5.043999672
12/23/1936,4882,0,6.077300072
12/24/1936,4906,0,7.061500072
12/25/1936,4942,0,7.929600239
12/26/1936,4994,0,8.498000145
12/27/1936,5079,0,8.680000305
12/28/1936,5225,0,8.425100327
12/29/1936,5511,0,7.848899841
12/30/1936,6199,0,7.08039999
12/31/1936,8625,0,5.993299961
1/1/1937,11051,0,5.066800117
1/2/1937,11739,0,4.473800182
1/3/1937,12026,0,3.872900009
1/4/1937,12173,0,3.832399845
1/5/1937,12259,0,4.272599697
1/6/1937,12313,0,4.757499695
1/7/1937,12351,0,5.294300079
1/8/1937,12378,0,5.860800266
1/9/1937,12400,0,6.286900043
1/10/1937,12418,0,6.722599983
1/11/1937,12433,0,7.041300297
1/12/1937,12448,0,7.047699928
1/13/1937,12462,0,7.022099972
1/14/1937,12477,0,6.565099716
1/15/1937,12493,0,5.946000099
1/16/1937,12511,0,5.192500114
1/17/1937,12532,0,4.815499783
1/18/1937,12556,0,4.35739994
1/19/1937,12587,0,4.956999779
1/20/1937,12624,0,5.661699772
1/21/1937,12672,0,6.367000103
1/22/1937,12734,0,7.027699947
1/23/1937,12817,0,7.56430006
1/24/1937,12931,0,7.871800423
1/25/1937,13094,0,7.842099667
1/26/1937,13339,0,7.541100025
1/27/1937,13728,0,6.98609972
1/28/1937,14403,0,6.116000175
1/29/1937,15727,0,5.178900242
1/30/1937,18907,0,4.624799728
1/31/1937,30123,0,3.994699955
2/1/1937,40722,0,3.825399876
2/2/1937,43463,0,3.919800043
2/3/1937,44558,0,4.084599972
2/4/1937,45103,0,4.421099663
2/5/1937,45412,0,4.864100456
2/6/1937,45603,0,5.362299919
2/7/1937,45729,0,5.934000015
2/8/1937,45817,0,6.401299953
2/9/1937,45879,0,6.636399746
2/10/1937,45926,0,6.75949955
2/11/1937,45961,0,6.518499851
2/12/1937,45988,0,6.075600147
2/13/1937,46009,0,5.314499855
2/14/1937,46026,0,4.982700348
2/15/1937,46039,0,5.25330019
2/16/1937,46049,0,5.49090004
2/17/1937,46058,0,5.610599995
2/18/1937,46065,0,5.843299866
2/19/1937,46071,0,6.129100323
2/20/1937,46075,0,6.430099964
2/21/1937,46079,0,6.662099838
2/22/1937,46082,0,6.703499794
2/23/1937,46085,0,6.59280014
2/24/1937,46087,0,6.192100048
2/25/1937,46090,0,5.591900349
2/26/1937,46094,0,4.928199768
2/27/1937,46102,0,4.450300217
2/28/1937,46131,0,4.563000202
3/1/1937,46161,1,4.480000019
3/2/1937,46170,1,4.388700485
3/3/1937,46173,1,4.209199905
3/4/1937,46174,1,4.10199976
3/5/1937,46175,1,4.165299892
3/6/1937,46174,1,4.393799782
3/7/1937,46173,1,4.79610014
3/8/1937,46172,1,5.193799973
3/9/1937,46170,1,5.601500034
3/10/1937,46167,1,5.827199936
3/11/1937,46164,1,5.816599846
3/12/1937,46160,1,5.556600094
3/13/1937,46156,1,5.597499847
3/14/1937,46150,1,6.040100098
3/15/1937,46143,1,6.401800156
3/16/1937,46134,1,6.512000084
3/17/1937,46124,1,6.429599762
3/18/1937,46110,1,6.147399902
3/19/1937,46094,1,5.811399937
3/20/1937,46072,1,5.555500031
3/21/1937,46045,1,5.441800117
3/22/1937,46009,1,5.414000034
3/23/1937,45961,1,5.316200256
3/24/1937,45894,1,5.016200066
3/25/1937,45798,1,4.852800369
3/26/1937,45655,1,4.856599808
3/27/1937,45426,1,5.138500214
3/28/1937,45029,1,5.308700085
3/29/1937,44250,1,5.152699947
3/30/1937,42380,1,5.237400055
3/31/1937,35782,1,5.038200378
4/1/1937,29302,1,4.73210001
4/2/1937,27517,1,4.403100014
4/3/1937,26784,1,4.192399979
4/4/1937,26413,1,4.159899712
4/5/1937,26200,1,4.272200108
4/6/1937,26067,1,4.424099922
4/7/1937,25978,1,4.681299686
4/8/1937,25917,1,4.989799976
4/9/1937,25872,1,5.294199944
4/10/1937,25838,1,6.368199825
4/11/1937,25812,1,7.101200104
4/12/1937,25792,1,7.583000183
4/13/1937,25775,1,7.38809967
4/14/1937,25762,1,7.494100094
4/15/1937,25750,1,6.990600109
4/16/1937,25740,1,6.315000057
4/17/1937,25731,1,5.607800007
4/18/1937,25722,1,4.966199875
4/19/1937,25713,1,4.886899948
4/20/1937,25703,1,4.752900124
4/21/1937,25692,1,4.564400196
4/22/1937,25679,1,4.869600296
4/23/1937,25662,1,5.337599754
4/24/1937,25639,1,5.60559988
4/25/1937,25606,1,5.913199902
4/26/1937,25553,1,5.915899754
4/27/1937,25461,1,5.94329977
4/28/1937,25282,1,5.666200161
4/29/1937,24845,1,5.563300133
4/30/1937,23260,1,5.278699875
5/1/1937,21646,1,4.894500256
5/2/1937,21188,1,4.474999905
5/3/1937,20997,1,4.102799892
5/4/1937,20900,1,4.282099724
5/5/1937,20844,1,4.426300049
5/6/1937,20808,1,4.565700054
5/7/1937,20784,1,5.507400036
5/8/1937,20767,1,6.623399734
5/9/1937,20754,1,7.649400234
5/10/1937,20744,1,8.270999908
5/11/1937,20735,1,8.410999298
5/12/1937,20728,1,8.092499733
5/13/1937,20722,1,7.923099995
5/14/1937,20716,1,7.210599899
5/15/1937,20709,1,6.24489975
5/16/1937,20703,1,5.330899715
5/17/1937,20696,1,4.97480011
5/18/1937,20688,1,4.706200123
5/19/1937,20678,1,4.401400089
5/20/1937,20667,1,4.884900093
5/21/1937,20653,1,5.482999802
5/22/1937,20634,1,5.80409956
5/23/1937,20610,1,6.188899994
5/24/1937,20576,1,6.331200123
5/25/1937,20528,1,6.442599773
5/26/1937,20457,1,6.37980032
5/27/1937,20344,1,6.165199757
5/28/1937,20147,1,5.988900185
5/29/1937,19761,1,5.771299839
5/30/1937,18834,1,5.187699795
5/31/1937,15565,1,4.701200008
6/1/1937,12355,1,4.601799965
6/2/1937,11471,1,4.569399834
6/3/1937,11107,1,4.606699944
6/4/1937,10923,1,5.300100327
6/5/1937,10818,1,6.521699905
6/6/1937,10752,1,7.581799984
6/7/1937,10708,1,8.328000069
6/8/1937,10677,1,8.659999847
6/9/1937,10655,1,8.615300179
6/10/1937,10638,1,8.28619957
6/11/1937,10625,1,7.864200115
6/12/1937,10614,1,7.117899895
6/13/1937,10606,1,5.937600136
6/14/1937,10598,1,5.331000328
6/15/1937,10592,1,4.78429985
6/16/1937,10586,1,4.373399734
6/17/1937,10581,1,4.679499626
6/18/1937,10575,1,5.161800385
6/19/1937,10569,1,5.619699955
6/20/1937,10562,1,6.034800053
6/21/1937,10554,1,6.329299927
6/22/1937,10544,1,6.571800232
6/23/1937,10531,1,6.696500301
6/24/1937,10512,1,6.637700081
6/25/1937,10485,1,6.49849987
6/26/1937,10442,1,6.087800026
6/27/1937,10367,1,5.91740036
6/28/1937,10219,1,5.303100109
6/29/1937,9860,1,5.01609993
6/30/1937,8556,1,4.755599976
7/1/1937,7228,1,4.727300167
7/2/1937,6851,1,5.549699783
7/3/1937,6695,1,6.059599876
7/4/1937,6615,1,7.006700039
7/5/1937,6569,1,7.782099724
7/6/1937,6540,1,8.261500359
7/7/1937,6520,1,8.447799683
7/8/1937,6506,1,8.364600182
7/9/1937,6496,1,7.855700016
7/10/1937,6489,1,7.172100067
7/11/1937,6483,1,6.432900429
7/12/1937,6478,1,5.569600105
7/13/1937,6474,1,4.968900204
7/14/1937,6471,1,4.260399818
7/15/1937,6468,1,4.503599644
7/16/1937,6465,1,4.581500053
7/17/1937,6462,1,4.981200218
7/18/1937,6460,1,5.407900333
7/19/1937,6457,1,5.834700108
7/20/1937,6453,1,6.208800316
7/21/1937,6449,1,6.515900135
7/22/1937,6445,1,6.60890007
7/23/1937,6438,1,6.642399788
7/24/1937,6430,1,6.390599728
7/25/1937,6418,1,5.898400307
7/26/1937,6401,1,5.638500214
7/27/1937,6373,1,5.150300026
7/28/1937,6325,1,4.957700253
7/29/1937,6232,1,4.80700016
7/30/1937,6007,1,5.35160017
7/31/1937,5216,1,5.949800014
8/1/1937,4424,1,6.196000099
8/2/1937,4200,1,6.85559988
8/3/1937,4106,1,7.361399651
8/4/1937,4058,1,7.670699596
8/5/1937,4031,1,7.754300117
8/6/1937,4014,1,7.464000225
8/7/1937,4002,1,6.775100231
8/8/1937,3994,1,6.015200138
8/9/1937,3988,1,5.453999996
8/10/1937,3984,1,4.811500072
8/11/1937,3980,1,4.313099861
8/12/1937,3977,1,4.238599777
8/13/1937,3975,1,4.298099995
8/14/1937,3973,1,4.461899757
8/15/1937,3972,1,4.554199696
8/16/1937,3970,1,4.920700073
8/17/1937,3969,1,5.377299786
8/18/1937,3967,1,5.786499977
8/19/1937,3966,1,6.006499767
8/20/1937,3964,1,6.241700172
8/21/1937,3963,1,6.14440012
8/22/1937,3961,1,5.833899975
8/23/1937,3958,1,5.291999817
8/24/1937,3955,1,5.228499889
8/25/1937,3950,1,5.110499859
8/26/1937,3942,1,5.384200096
8/27/1937,3931,1,5.615700245
8/28/1937,3911,1,5.808899879
8/29/1937,3873,1,6.027299881
8/30/1937,3781,1,5.976799965
8/31/1937,3456,1,6.337100029
9/1/1937,3137,1,6.580499649
9/2/1937,3049,1,6.669400215
9/3/1937,3013,1,6.496100426
9/4/1937,2995,1,6.024600029
9/5/1937,2984,1,5.509300232
9/6/1937,2978,1,5.076499939
9/7/1937,2973,1,5.024699688
9/8/1937,2970,1,4.864699841
9/9/1937,2968,1,4.684899807
9/10/1937,2967,1,4.393400192
9/11/1937,2966,1,4.214700222
9/12/1937,2965,1,4.179399967
9/13/1937,2964,1,4.220699787
9/14/1937,2964,1,4.345299721
9/15/1937,2964,1,4.653800011
9/16/1937,2964,1,5.052400112
9/17/1937,2964,1,5.322899818
9/18/1937,2964,1,5.355800152
9/19/1937,2965,1,5.263599873
9/20/1937,2966,1,5.300300121
9/21/1937,2967,1,5.869499683
9/22/1937,2969,1,6.272900105
9/23/1937,2971,1,6.509699821
9/24/1937,2975,1,6.41479969
9/25/1937,2980,1,6.133500099
9/26/1937,2989,1,5.901299953
9/27/1937,3004,1,5.713199615
9/28/1937,3035,1,5.348499775
9/29/1937,3108,1,5.531099796
9/30/1937,3376,1,5.437199593
10/1/1937,3649,1,5.229000092
10/2/1937,3726,1,5.252200127
10/3/1937,3759,1,5.283199787
10/4/1937,3775,1,5.681600094
10/5/1937,3785,1,5.69849968
10/6/1937,3792,1,5.713900089
10/7/1937,3796,1,5.499099731
10/8/1937,3800,1,5.229800224
10/9/1937,3803,1,4.797100067
10/10/1937,3806,1,4.388500214
10/11/1937,3808,1,4.094299793
10/12/1937,3811,1,3.912799835
10/13/1937,3814,1,3.892400026
10/14/1937,3817,1,3.978299856
10/15/1937,3821,1,4.221300125
10/16/1937,3825,1,4.529899597
10/17/1937,3831,1,5.005700111
10/18/1937,3837,1,6.010400295
10/19/1937,3845,1,6.763100147
10/20/1937,3856,1,7.414299965
10/21/1937,3869,1,7.692099571
10/22/1937,3886,1,7.601099968
10/23/1937,3908,1,7.229100227
10/24/1937,3940,1,6.589799881
10/25/1937,3985,1,5.826900005
10/26/1937,4053,1,5.090499878
10/27/1937,4160,1,4.859799862
10/28/1937,4347,1,4.973400116
10/29/1937,4714,1,5.050300121
10/30/1937,5595,1,5.264400005
10/31/1937,8701,1,5.711799622
11/1/1937,11753,0,6.120599747
11/2/1937,12593,0,6.295799732
11/3/1937,12940,0,6.340100288
11/4/1937,13115,0,6.2979002
11/5/1937,13217,0,6.065000057
11/6/1937,13282,0,5.73239994
11/7/1937,13327,0,5.345900059
11/8/1937,13360,0,4.819000244
11/9/1937,13386,0,4.266300201
11/10/1937,13408,0,3.847599745
11/11/1937,13427,0,3.868000031
11/12/1937,13446,0,3.9302001
11/13/1937,13465,0,4.142499924
11/14/1937,13484,0,5.029400349
11/15/1937,13506,0,6.098400116
11/16/1937,13531,0,7.170599937
11/17/1937,13561,0,7.977800369
11/18/1937,13597,0,8.448200226
11/19/1937,13642,0,8.625699997
11/20/1937,13699,0,8.328400612
11/21/1937,13773,0,7.630199909
11/22/1937,13872,0,6.650599957
11/23/1937,14009,0,5.531399727
11/24/1937,14205,0,5.079500198
11/25/1937,14500,0,4.717600346
11/26/1937,14970,0,4.473800182
11/27/1937,15791,0,5.115599632
11/28/1937,17414,0,5.720900059
11/29/1937,21363,0,6.091599941
11/30/1937,35706,0,6.450700283
12/1/1937,50307,1,6.59280014
12/2/1937,54445,1,6.688899994
12/3/1937,56169,1,6.64260006
12/4/1937,57046,1,6.450099945
12/5/1937,57551,1,6.194099903
12/6/1937,57866,1,5.662499905
12/7/1937,58075,1,5.160899639
12/8/1937,58220,1,4.472900391
12/9/1937,58323,1,4.173900127
12/10/1937,58398,1,4.006799698
12/11/1937,58452,1,3.850600004
12/12/1937,58492,1,4.595299721
12/13/1937,58520,1,5.754899979
12/14/1937,58539,1,6.840600014
12/15/1937,58549,1,7.766199589
12/16/1937,58552,1,8.540499687
12/17/1937,58548,1,8.954000473
12/18/1937,58536,1,8.890600204
12/19/1937,58516,1,8.344599724
12/20/1937,58485,1,7.441100121
12/21/1937,58441,1,6.304800034
12/22/1937,58380,1,5.432600021
12/23/1937,58295,1,4.893799782
12/24/1937,58175,1,4.337100029
12/25/1937,58000,1,4.677500248
12/26/1937,57736,1,5.139899731
12/27/1937,57313,1,5.583400249
12/28/1937,56577,1,6.036699772
12/29/1937,55129,1,6.315199852
12/30/1937,51655,1,6.529200077
12/31/1937,39395,1,6.720799923
1/1/1938,27135,1,6.632100105
1/2/1938,23661,1,6.616399765
1/3/1938,22215,1,6.246800423
1/4/1938,21482,1,5.826100349
1/5/1938,21062,1,5.126599789
1/6/1938,20802,1,4.65170002
1/7/1938,20633,1,4.313199997
1/8/1938,20519,1,3.962300062
1/9/1938,20443,1,4.280200005
1/10/1938,20393,1,5.099599838
1/11/1938,20362,1,6.056400299
1/12/1938,20347,1,7.02300024
1/13/1938,20346,1,7.863900185
1/14/1938,20357,1,8.440000534
1/15/1938,20382,1,8.623900414
1/16/1938,20420,1,8.333600044
1/17/1938,20473,1,7.751300335
1/18/1938,20545,1,6.768900394
1/19/1938,20641,1,5.711499691
1/20/1938,20766,1,5.071400166
1/21/1938,20930,1,4.397200108
1/22/1938,21149,1,4.394999981
1/23/1938,21446,1,4.580299854
1/24/1938,21859,1,4.821000099
1/25/1938,22452,1,5.120200157
1/26/1938,23344,1,5.453800201
1/27/1938,24768,1,5.828299999
1/28/1938,27238,1,6.177000046
1/29/1938,32090,1,6.269200325
1/30/1938,43738,1,6.425000191
1/31/1938,84830,1,6.253200054
2/1/1938,123664,1,5.927899837
2/2/1938,133707,1,5.41629982
2/3/1938,137721,1,4.840200424
2/4/1938,139715,1,4.524099827
2/5/1938,140847,1,4.147299767
2/6/1938,141549,1,4.523799896
2/7/1938,142014,1,4.961499691
2/8/1938,142336,1,5.504399776
2/9/1938,142568,1,6.129199982
2/10/1938,142741,1,6.770100117
2/11/1938,142873,1,7.306600094
2/12/1938,142977,1,7.594799995
2/13/1938,143060,1,7.536399841
2/14/1938,143128,1,7.245200157
2/15/1938,143185,1,6.527599812
2/16/1938,143235,1,5.548900127
2/17/1938,143281,1,5.119699955
2/18/1938,143326,1,4.889200211
2/19/1938,143371,1,4.700900078
2/20/1938,143421,1,4.553500175
2/21/1938,143482,1,4.394000053
2/22/1938,143561,1,4.352300167
2/23/1938,143673,1,4.490699768
2/24/1938,143847,1,4.778199673
2/25/1938,144148,1,5.097100258
2/26/1938,144747,1,5.354599953
2/27/1938,146242,1,5.619999886
2/28/1938,152015,1,5.644199848
3/1/1938,158124,1,5.514799595
3/2/1938,159854,1,5.115999699
3/3/1938,160574,1,4.915100098
3/4/1938,160939,1,4.795100212
3/5/1938,161146,1,5.240200043
3/6/1938,161274,1,5.439899921
3/7/1938,161356,1,5.488100052
3/8/1938,161410,1,5.529399872
3/9/1938,161444,1,5.57490015
3/10/1938,161465,1,5.761600018
3/11/1938,161475,1,6.021900177
3/12/1938,161476,1,6.184200287
3/13/1938,161468,1,6.244300365
3/14/1938,161453,1,6.084000111
3/15/1938,161429,1,5.603899956
3/16/1938,161396,1,5.364400387
3/17/1938,161351,1,5.506400108
3/18/1938,161293,1,5.493799686
3/19/1938,161218,1,5.502399921
3/20/1938,161120,1,5.168399811
3/21/1938,160993,1,4.823300362
3/22/1938,160824,1,4.425899982
3/23/1938,160595,1,4.118599892
3/24/1938,160279,1,3.99849987
3/25/1938,159824,1,4.071000099
3/26/1938,159141,1,4.252600193
3/27/1938,158052,1,4.40530014
3/28/1938,156162,1,4.573800087
3/29/1938,152450,1,4.634700298
3/30/1938,143539,1,4.782099724
3/31/1938,112103,1,5.41050005
4/1/1938,81224,1,6.03399992
4/2/1938,72722,1,6.402100086
4/3/1938,69227,1,6.521399975
4/4/1938,67461,1,6.584300041
4/5/1938,66449,1,6.363500118
4/6/1938,65816,1,6.003299713
4/7/1938,65396,1,5.613500118
4/8/1938,65103,1,5.262099743
4/9/1938,64892,1,5.079099655
4/10/1938,64736,1,5.229800224
4/11/1938,64617,1,5.162199974
4/12/1938,64525,1,5.194099903
4/13/1938,64453,1,5.752599716
4/14/1938,64396,1,6.08190012
4/15/1938,64351,1,6.125999928
4/16/1938,64314,1,6.090199947
4/17/1938,64285,1,5.844900131
4/18/1938,64261,1,5.613999844
4/19/1938,64243,1,5.155900002
4/20/1938,64229,1,4.695499897
4/21/1938,64218,1,4.211300373
4/22/1938,64211,1,3.81159997
4/23/1938,64208,1,3.749000311
4/24/1938,64209,1,3.944200039
4/25/1938,64215,1,4.036499977
4/26/1938,64230,1,4.286299706
4/27/1938,64261,1,4.981800079
4/28/1938,64325,1,5.962599754
4/29/1938,64484,1,6.720799923
4/30/1938,65067,1,7.361500263
5/1/1938,65660,1,7.663100243
5/2/1938,65828,1,7.383399963
5/3/1938,65898,1,7.437300205
5/4/1938,65932,1,6.876599789
5/5/1938,65952,1,6.143800259
5/6/1938,65963,1,5.346600056
5/7/1938,65970,1,5.197900295
5/8/1938,65973,1,5.000999928
5/9/1938,65975,1,4.838200092
5/10/1938,65974,1,5.390799999
5/11/1938,65972,1,5.887199879
5/12/1938,65968,1,6.36070013
5/13/1938,65963,1,6.482700348
5/14/1938,65956,1,6.553999901
5/15/1938,65946,1,6.422000408
5/16/1938,65935,1,6.109499931
5/17/1938,65920,1,5.880000114
5/18/1938,65901,1,5.584599972
5/19/1938,65878,1,4.960599899
5/20/1938,65848,1,4.411299706
5/21/1938,65808,1,4.115699768
5/22/1938,65757,1,4.06000042
5/23/1938,65688,1,4.0479002
5/24/1938,65592,1,3.998799801
5/25/1938,65455,1,4.957699776
5/26/1938,65249,1,5.969900131
5/27/1938,64920,1,6.91960001
5/28/1938,64351,1,7.802900314
5/29/1938,63232,1,8.304599762
5/30/1938,60547,1,8.372300148
5/31/1938,51073,1,7.994599819
6/1/1938,41768,1,7.862299919
6/2/1938,39206,1,7.087599754
6/3/1938,38152,1,6.044100285
6/4/1938,37619,1,5.657599926
6/5/1938,37312,1,5.266799927
6/6/1938,37120,1,4.850299835
6/7/1938,36991,1,5.260400295
6/8/1938,36900,1,5.81649971
6/9/1938,36833,1,6.282100201
6/10/1938,36782,1,6.487099648
6/11/1938,36741,1,6.625299931
6/12/1938,36707,1,6.675899982
6/13/1938,36678,1,6.539800167
6/14/1938,36652,1,6.342900276
6/15/1938,36627,1,5.91410017
6/16/1938,36602,1,5.72110033
6/17/1938,36575,1,5.239400387
6/18/1938,36546,1,4.626200199
6/19/1938,36512,1,4.433099747
6/20/1938,36471,1,4.260800362
6/21/1938,36420,1,4.241499901
6/22/1938,36354,1,4.806300163
6/23/1938,36263,1,5.549800396
6/24/1938,36135,1,6.64040041
6/25/1938,35943,1,7.597700119
6/26/1938,35638,1,8.283200264
6/27/1938,35108,1,8.582300186
6/28/1938,34059,1,8.466799736
6/29/1938,31508,1,8.106500626
6/30/1938,22244,1,7.73789978
7/1/1938,12813,1,6.82310009
7/2/1938,10139,1,6.006799698
7/3/1938,9025,1,5.389500141
7/4/1938,8458,1,4.928800106
7/5/1938,8131,1,5.129099846
7/6/1938,7926,1,5.435799599
7/7/1938,7789,1,5.795599937
7/8/1938,7693,1,6.066999912
7/9/1938,7624,1,6.320500374
7/10/1938,7573,1,6.500699997
7/11/1938,7533,1,6.51309967
7/12/1938,7503,1,6.470699787
7/13/1938,7478,1,6.205499649
7/14/1938,7459,1,5.856500149
7/15/1938,7443,1,5.525299549
7/16/1938,7430,1,5.060900211
7/17/1938,7420,1,4.738399982
7/18/1938,7410,1,4.379099846
7/19/1938,7402,1,4.129699707
7/20/1938,7396,1,4.804800034
7/21/1938,7389,1,5.46750021
7/22/1938,7383,1,5.957999706
7/23/1938,7377,1,6.847199917
7/24/1938,7371,1,7.602100372
7/25/1938,7363,1,8.070699692
7/26/1938,7352,1,8.226600647
7/27/1938,7337,1,8.097499847
7/28/1938,7312,1,7.516200066
7/29/1938,7264,1,6.869799614
7/30/1938,7149,1,6.077400208
7/31/1938,6744,1,5.545000076
8/1/1938,6339,1,4.863000393
8/2/1938,6224,1,4.882200241
8/3/1938,6176,1,4.999200344
8/4/1938,6152,1,5.02270031
8/5/1938,6138,1,5.279200077
8/6/1938,6130,1,5.581600189
8/7/1938,6124,1,5.858300209
8/8/1938,6121,1,5.983099937
8/9/1938,6119,1,6.11289978
8/10/1938,6117,1,6.029600143
8/11/1938,6116,1,5.762000084
8/12/1938,6116,1,5.413300037
8/13/1938,6116,1,4.929800034
8/14/1938,6117,1,4.705699921
8/15/1938,6118,1,4.458499908
8/16/1938,6120,1,4.411799908
8/17/1938,6123,1,4.70870018
8/18/1938,6126,1,5.138100147
8/19/1938,6131,1,5.668200016
8/20/1938,6136,1,5.857699871
8/21/1938,6144,1,6.503200054
8/22/1938,6153,1,7.023900032
8/23/1938,6167,1,7.338300228
8/24/1938,6185,1,7.357999802
8/25/1938,6211,1,6.985000134
8/26/1938,6251,1,6.285099983
8/27/1938,6315,1,5.904799938
8/28/1938,6424,1,5.28550005
8/29/1938,6640,1,5.234200001
8/30/1938,7159,1,4.978600025
8/31/1938,8987,1,4.727000237
9/1/1938,10783,1,4.58370018
9/2/1938,11278,1,4.465399742
9/3/1938,11481,1,4.610499859
9/4/1938,11584,1,4.808100224
9/5/1938,11642,1,5.038500309
9/6/1938,11679,1,5.300799847
9/7/1938,11703,1,5.3270998
9/8/1938,11720,1,5.205800056
9/9/1938,11732,1,4.99090004
9/10/1938,11740,1,4.771800041
9/11/1938,11746,1,4.815199852
9/12/1938,11751,1,5.107199669
9/13/1938,11754,1,5.234700203
9/14/1938,11756,1,5.340199947
9/15/1938,11757,1,5.389300346
9/16/1938,11757,1,5.477699757
9/17/1938,11756,1,5.644899845
9/18/1938,11755,1,5.52039957
9/19/1938,11752,1,5.929599762
9/20/1938,11747,1,6.117400169
9/21/1938,11741,1,6.124700069
9/22/1938,11732,1,5.868499756
9/23/1938,11720,1,5.765900135
9/24/1938,11702,1,5.922700405
9/25/1938,11674,1,6.168199539
9/26/1938,11630,1,6.005000114
9/27/1938,11552,1,5.645600319
9/28/1938,11397,1,5.186199665
9/29/1938,11021,1,4.679999828
9/30/1938,9655,1,4.276299953
