,NDOI,smscg,tide
11/10/1923,4890,0,7.993899822
11/11/1923,4891,0,7.515599728
11/12/1923,4891,0,6.759900093
11/13/1923,4892,0,5.882200241
11/14/1923,4892,0,5.08769989
11/15/1923,4893,0,4.843800068
11/16/1923,4893,0,4.663100243
11/17/1923,4894,0,4.76970005
11/18/1923,4895,0,4.657100201
11/19/1923,4896,0,5.051800251
11/20/1923,4897,0,5.427999973
11/21/1923,4898,0,5.795399666
11/22/1923,4900,0,6.052500248
11/23/1923,4903,0,6.179900169
11/24/1923,4907,0,6.260700226
11/25/1923,4912,0,6.109699726
11/26/1923,4922,0,5.95179987
11/27/1923,4938,0,5.631599903
11/28/1923,4970,0,5.151400089
11/29/1923,5047,0,4.636400223
11/30/1923,5329,0,4.47110033
12/1/1923,5615,0,4.493599892
12/2/1923,5697,0,4.535599709
12/3/1923,5730,0,4.795599937
12/4/1923,5748,0,5.936599731
12/5/1923,5758,0,7.01240015
12/6/1923,5764,0,7.8604002
12/7/1923,5769,0,8.444499969
12/8/1923,5772,0,8.558799744
12/9/1923,5774,0,8.280399323
12/10/1923,5776,0,7.709700108
12/11/1923,5778,0,6.87130022
12/12/1923,5779,0,5.818200111
12/13/1923,5781,0,5.086900234
12/14/1923,5782,0,4.655600071
12/15/1923,5784,0,4.282299995
12/16/1923,5786,0,4.03429985
12/17/1923,5788,0,4.554900169
12/18/1923,5790,0,5.153700352
12/19/1923,5793,0,5.576600075
12/20/1923,5797,0,6.0625
12/21/1923,5801,0,6.317200184
12/22/1923,5807,0,6.610099792
12/23/1923,5815,0,6.670600414
12/24/1923,5825,0,6.653100014
12/25/1923,5840,0,6.48239994
12/26/1923,5863,0,6.054399967
12/27/1923,5899,0,5.536200047
12/28/1923,5962,0,4.878799915
12/29/1923,6085,0,4.675600052
12/30/1923,6381,0,4.475200176
12/31/1923,7424,0,4.354999542
1/1/1924,8467,0,5.35710001
1/2/1924,8763,0,6.380199909
1/3/1924,8886,0,7.348700047
1/4/1924,8949,0,8.049699783
1/5/1924,8985,0,8.374500275
1/6/1924,9008,0,8.350099564
1/7/1924,9024,0,8.073800087
1/8/1924,9035,0,7.449399948
1/9/1924,9043,0,6.48210001
1/10/1924,9049,0,5.402100086
1/11/1924,9055,0,4.777699947
1/12/1924,9059,0,4.215899944
1/13/1924,9063,0,3.705699921
1/14/1924,9067,0,3.81619978
1/15/1924,9070,0,4.269500256
1/16/1924,9074,0,4.853600025
1/17/1924,9078,0,5.419199944
1/18/1924,9082,0,5.829800129
1/19/1924,9088,0,6.318600178
1/20/1924,9094,0,6.634199619
1/21/1924,9102,0,6.770699978
1/22/1924,9112,0,6.848799706
1/23/1924,9126,0,6.603899956
1/24/1924,9144,0,6.137900352
1/25/1924,9170,0,5.440899849
1/26/1924,9209,0,4.944700241
1/27/1924,9271,0,4.552100182
1/28/1924,9379,0,4.257400036
1/29/1924,9589,0,4.932099819
1/30/1924,10095,0,5.697100163
1/31/1924,11880,0,6.451900005
2/1/1924,13601,0,7.097199917
2/2/1924,14060,0,7.51970005
2/3/1924,14247,0,7.686200142
2/4/1924,14340,0,7.625899792
2/5/1924,14393,0,7.278999805
2/6/1924,14426,0,6.602399826
2/7/1924,14447,0,5.764100075
2/8/1924,14462,0,4.878499985
2/9/1924,14472,0,4.248000145
2/10/1924,14480,0,3.663199902
2/11/1924,14485,0,3.531900167
2/12/1924,14489,0,3.64109993
2/13/1924,14491,0,3.925800323
2/14/1924,14492,0,4.354800224
2/15/1924,14493,0,4.873399734
2/16/1924,14492,0,5.449100018
2/17/1924,14490,0,5.904699802
2/18/1924,14487,0,6.263800144
2/19/1924,14483,0,6.547600269
2/20/1924,14476,0,6.546299934
2/21/1924,14467,0,6.278600216
2/22/1924,14454,0,5.628000259
2/23/1924,14435,0,5.112100124
2/24/1924,14406,0,4.781000137
2/25/1924,14359,0,4.949800014
2/26/1924,14276,0,5.120100021
2/27/1924,14111,0,5.325099945
2/28/1924,13703,0,5.611999989
2/29/1924,12175,0,5.999700069
3/1/1924,10590,1,6.322899818
3/2/1924,10141,1,6.567699909
3/3/1924,9953,1,6.608300209
3/4/1924,9858,1,6.420700073
3/5/1924,9803,1,6.041699886
3/6/1924,9768,1,5.460800171
3/7/1924,9745,1,4.687600136
3/8/1924,9729,1,4.303600311
3/9/1924,9717,1,4.186299801
3/10/1924,9708,1,4.067500114
3/11/1924,9701,1,3.913599968
3/12/1924,9695,1,3.745900154
3/13/1924,9691,1,3.779799938
3/14/1924,9687,1,3.970099926
3/15/1924,9683,1,4.299600124
3/16/1924,9680,1,4.782600403
3/17/1924,9677,1,5.289000034
3/18/1924,9674,1,5.62899971
3/19/1924,9671,1,5.864500046
3/20/1924,9667,1,5.778699875
3/21/1924,9663,1,5.512700081
3/22/1924,9658,1,5.512899876
3/23/1924,9651,1,5.854599953
3/24/1924,9642,1,6.023499966
3/25/1924,9630,1,6.04640007
3/26/1924,9612,1,5.894000053
3/27/1924,9583,1,5.682299614
3/28/1924,9533,1,5.507899761
3/29/1924,9435,1,5.416199684
3/30/1924,9200,1,5.394899845
3/31/1924,8371,1,5.383100033
4/1/1924,7557,1,5.199300289
4/2/1924,7332,1,5.129600048
4/3/1924,7240,1,4.784800053
4/4/1924,7193,1,4.920399666
4/5/1924,7167,1,5.01279974
4/6/1924,7150,1,4.910999775
4/7/1924,7138,1,5.008500099
4/8/1924,7130,1,4.809999943
4/9/1924,7125,1,4.524800301
4/10/1924,7120,1,4.182299614
4/11/1924,7116,1,3.96750021
4/12/1924,7113,1,3.873999834
4/13/1924,7111,1,3.9781003
4/14/1924,7108,1,4.268599987
4/15/1924,7106,1,4.725699902
4/16/1924,7104,1,5.041499615
4/17/1924,7101,1,5.227799892
4/18/1924,7098,1,5.806399822
4/19/1924,7095,1,6.517399788
4/20/1924,7091,1,7.047200203
4/21/1924,7086,1,7.015299797
4/22/1924,7080,1,7.267000198
4/23/1924,7071,1,6.911200047
4/24/1924,7058,1,6.338000298
4/25/1924,7039,1,5.680699825
4/26/1924,7009,1,5.139200211
4/27/1924,6957,1,5.105800152
4/28/1924,6854,1,4.997399807
4/29/1924,6603,1,4.959100246
4/30/1924,5691,1,4.802599907
5/1/1924,4762,1,5.076200008
5/2/1924,4499,1,5.359600067
5/3/1924,4389,1,5.638200283
5/4/1924,4334,1,5.657999992
5/5/1924,4301,1,5.731499672
5/6/1924,4281,1,5.49420023
5/7/1924,4268,1,5.460900307
5/8/1924,4258,1,5.21750021
5/9/1924,4251,1,4.838300228
5/10/1924,4246,1,4.428600311
5/11/1924,4243,1,4.177700043
5/12/1924,4239,1,4.358299732
5/13/1924,4237,1,4.535399914
5/14/1924,4235,1,4.784500122
5/15/1924,4234,1,5.033800125
5/16/1924,4232,1,5.971099854
5/17/1924,4231,1,7.003000259
5/18/1924,4230,1,7.699399948
5/19/1924,4229,1,8.024299622
5/20/1924,4228,1,8.072299957
5/21/1924,4228,1,7.925799847
5/22/1924,4227,1,7.495899677
5/23/1924,4226,1,6.67689991
5/24/1924,4225,1,5.719399929
5/25/1924,4224,1,5.368700027
5/26/1924,4222,1,5.125
5/27/1924,4219,1,4.857699871
5/28/1924,4215,1,4.595099926
5/29/1924,4206,1,5.174399853
5/30/1924,4184,1,5.509799957
5/31/1924,4109,1,5.910900116
6/1/1924,4035,1,6.067299843
6/2/1924,4015,1,6.232300282
6/3/1924,4007,1,6.184899807
6/4/1924,4002,1,6.071400166
6/5/1924,4000,1,5.870900154
6/6/1924,3998,1,5.727799892
6/7/1924,3997,1,5.302600384
6/8/1924,3997,1,4.846400261
6/9/1924,3996,1,4.710599899
6/10/1924,3996,1,4.735800266
6/11/1924,3995,1,4.750800133
6/12/1924,3995,1,4.724500179
6/13/1924,3995,1,5.790800095
6/14/1924,3995,1,6.88010025
6/15/1924,3995,1,7.709300041
6/16/1924,3995,1,8.256400108
6/17/1924,3995,1,8.576700211
6/18/1924,3995,1,8.436900139
6/19/1924,3995,1,7.953800201
6/20/1924,3995,1,7.532999992
6/21/1924,3995,1,6.500999928
6/22/1924,3995,1,5.663600445
6/23/1924,3995,1,5.19630003
6/24/1924,3995,1,4.754899979
6/25/1924,3995,1,4.386600018
6/26/1924,3995,1,4.786100388
6/27/1924,3996,1,5.220399857
6/28/1924,3997,1,5.721400261
6/29/1924,3999,1,6.010800362
6/30/1924,4009,1,6.292599678
7/1/1924,4018,1,6.454699993
7/2/1924,4021,1,6.458800316
7/3/1924,4022,1,6.420899868
7/4/1924,4022,1,6.099400043
7/5/1924,4023,1,6.00369978
7/6/1924,4023,1,5.596600056
7/7/1924,4023,1,5.044000149
7/8/1924,4023,1,4.89289999
7/9/1924,4023,1,4.736599922
7/10/1924,4023,1,4.90599966
7/11/1924,4023,1,5.313300133
7/12/1924,4022,1,6.274199963
7/13/1924,4022,1,7.128399849
7/14/1924,4022,1,7.874400139
7/15/1924,4022,1,8.364600182
7/16/1924,4021,1,8.458100319
7/17/1924,4021,1,8.122699738
7/18/1924,4020,1,7.339000225
7/19/1924,4019,1,7.031400204
7/20/1924,4018,1,5.980899811
7/21/1924,4017,1,5.284999847
7/22/1924,4015,1,4.641599655
7/23/1924,4012,1,4.081399918
7/24/1924,4009,1,4.281199932
7/25/1924,4004,1,4.607000351
7/26/1924,3997,1,5.039099693
7/27/1924,3985,1,5.456600189
7/28/1924,3966,1,5.8677001
7/29/1924,3926,1,6.206000328
7/30/1924,3832,1,6.377399921
7/31/1924,3500,1,6.534900188
8/1/1924,3168,1,6.366400242
8/2/1924,3074,1,6.15199995
8/3/1924,3035,1,5.855400085
8/4/1924,3015,1,5.389899731
8/5/1924,3003,1,5.032299995
8/6/1924,2996,1,4.704699516
8/7/1924,2991,1,4.720699787
8/8/1924,2988,1,5.377399921
8/9/1924,2985,1,5.689100266
8/10/1924,2983,1,6.353900433
8/11/1924,2982,1,7.045599937
8/12/1924,2981,1,7.571000099
8/13/1924,2980,1,7.813899994
8/14/1924,2980,1,7.686199665
8/15/1924,2979,1,7.19879961
8/16/1924,2979,1,6.492099762
8/17/1924,2978,1,6.060500145
8/18/1924,2978,1,5.056300163
8/19/1924,2978,1,4.524800301
8/20/1924,2978,1,3.926500082
8/21/1924,2977,1,3.95630002
8/22/1924,2977,1,4.149600029
8/23/1924,2977,1,4.161399841
8/24/1924,2977,1,4.565899849
8/25/1924,2977,1,5.015799999
8/26/1924,2977,1,5.417500019
8/27/1924,2978,1,5.770900249
8/28/1924,2978,1,6.11590004
8/29/1924,2979,1,6.122400284
8/30/1924,2981,1,6.039400101
8/31/1924,2990,1,5.714099884
9/1/1924,2998,0,5.265799999
9/2/1924,3000,0,5.010799885
9/3/1924,3001,0,4.860899925
9/4/1924,3002,0,5.090100288
9/5/1924,3002,0,5.345999718
9/6/1924,3002,0,5.667900085
9/7/1924,3002,0,5.76210022
9/8/1924,3002,0,6.137599945
9/9/1924,3002,0,6.515600204
9/10/1924,3002,0,6.74849987
9/11/1924,3002,0,6.721299648
9/12/1924,3002,0,6.484099865
9/13/1924,3002,0,5.985099792
9/14/1924,3002,0,5.313300133
9/15/1924,3002,0,4.916699886
9/16/1924,3002,0,4.586699486
9/17/1924,3002,0,4.481200218
9/18/1924,3002,0,4.21239996
9/19/1924,3002,0,4.023099899
9/20/1924,3002,0,3.933300018
9/21/1924,3002,0,4.011700153
9/22/1924,3002,0,4.02670002
9/23/1924,3001,0,4.422500134
9/24/1924,3001,0,4.861299992
9/25/1924,3000,0,5.209700108
9/26/1924,2999,0,5.420499802
9/27/1924,2998,0,5.440500259
9/28/1924,2994,0,5.254700184
9/29/1924,2986,0,5.310299873
9/30/1924,2958,0,5.834100246
10/1/1924,2928,0,6.12650013
10/2/1924,2920,0,6.124399662
10/3/1924,2916,0,5.984499931
10/4/1924,2915,0,5.768000126
10/5/1924,2914,0,5.555600166
10/6/1924,2913,0,5.479399681
10/7/1924,2913,0,5.548999786
10/8/1924,2913,0,5.590499878
10/9/1924,2913,0,5.577600002
10/10/1924,2914,0,5.552899837
10/11/1924,2914,0,5.325399876
10/12/1924,2915,0,5.417600155
10/13/1924,2916,0,5.452600002
10/14/1924,2917,0,5.535099983
10/15/1924,2918,0,5.338299751
10/16/1924,2920,0,5.109999657
10/17/1924,2922,0,4.723599911
10/18/1924,2924,0,4.368100166
10/19/1924,2928,0,4.042900085
10/20/1924,2932,0,3.843699932
10/21/1924,2937,0,3.827600002
10/22/1924,2944,0,3.930700064
10/23/1924,2953,0,4.315199852
10/24/1924,2966,0,4.637800217
10/25/1924,2984,0,4.822799683
10/26/1924,3012,0,5.426799774
10/27/1924,3056,0,6.158699989
10/28/1924,3132,0,6.947099686
10/29/1924,3282,0,7.314099789
10/30/1924,3642,0,7.424200058
10/31/1924,4911,0,7.215600014
11/1/1924,6157,0,6.732299805
11/2/1924,6501,0,6.111199856
11/3/1924,6642,0,5.477300167
11/4/1924,6713,0,5.121399879
11/5/1924,6754,0,5.150700092
11/6/1924,6779,0,5.38380003
11/7/1924,6796,0,5.268800259
11/8/1924,6808,0,5.334000111
11/9/1924,6816,0,5.847199917
11/10/1924,6822,0,6.03180027
11/11/1924,6827,0,6.184700012
11/12/1924,6830,0,6.169199944
11/13/1924,6833,0,5.975999832
11/14/1924,6834,0,5.753499985
11/15/1924,6836,0,5.381299973
11/16/1924,6836,0,4.855600357
11/17/1924,6837,0,4.384900093
11/18/1924,6836,0,3.990800142
11/19/1924,6836,0,4.045400143
11/20/1924,6834,0,4.154399872
11/21/1924,6832,0,4.271900177
11/22/1924,6829,0,4.644399643
11/23/1924,6824,0,5.406199932
11/24/1924,6817,0,6.48390007
11/25/1924,6807,0,7.442800045
11/26/1924,6790,0,8.076200485
11/27/1924,6760,0,8.425999641
11/28/1924,6700,0,8.310700417
11/29/1924,6556,0,7.792200089
11/30/1924,6030,0,6.988999844
12/1/1924,5495,0,6.042500019
12/2/1924,5343,0,5.375100136
12/3/1924,5280,0,5.079100132
12/4/1924,5248,0,4.810599804
12/5/1924,5229,0,4.882200241
12/6/1924,5218,0,5.266999722
12/7/1924,5210,0,5.784699917
12/8/1924,5205,0,6.170899868
12/9/1924,5201,0,6.372200012
12/10/1924,5198,0,6.539899826
12/11/1924,5196,0,6.522199631
12/12/1924,5194,0,6.436199665
12/13/1924,5193,0,6.205400467
12/14/1924,5192,0,5.803299904
