date,NDOI,SMSCG,Tide,X_2_DIS
10/25/1931,3174.296335,0,5.295899868,93.528
10/26/1931,3211.309986,0,5.745399952,93.059
10/27/1931,3251.542991,0,6.00549984,93.07
10/28/1931,3294.907645,0,6.071800232,93.603
10/29/1931,3341.316244,0,6.087999821,94.387
10/30/1931,3390.681083,0,5.875800133,94.959
10/31/1931,3442.914457,0,5.611200333,94.64
11/1/1931,3497.928661,0,5.365499973,94.181
11/2/1931,3555.63599,0,5.116399765,93.808
11/3/1931,3615.94874,0,4.952800274,93.12
11/4/1931,3678.779206,0,4.707000256,93.043
11/5/1931,3744.039682,0,5.233300209,93.022
11/6/1931,3811.642465,0,5.285300255,93.488
11/7/1931,3881.49985,0,6.175400257,94.333
11/8/1931,3953.524131,0,7.21449995,94.776
11/9/1931,4027.627604,0,8.032000542,94.726
11/10/1931,4103.722563,0,8.330800056,95.734
11/11/1931,4181.721305,0,8.218000412,95.972
11/12/1931,4261.536125,0,7.81400013,95.923
11/13/1931,4343.079317,0,7.06069994,95.906
11/14/1931,4426.263177,0,6.144900322,96.358
11/15/1931,4511,0,5.225399971,95.694
11/16/1931,4615.856484,0,4.555399895,94.395
11/17/1931,4757.835568,0,4.35130024,93.076
11/18/1931,4934.503909,0,4.26429987,91.997
11/19/1931,5143.428163,0,4.352599621,91.445
11/20/1931,5382.174989,0,4.33010006,92.487
11/21/1931,5648.311041,0,5.047999859,92.78
11/22/1931,5939.402977,0,5.682700157,92.954
11/23/1931,6253.017455,0,6.143500328,93.545
11/24/1931,6586.721131,0,6.622200012,93.613
11/25/1931,6938.080661,0,6.76570034,94.683
11/26/1931,7304.662702,0,6.988599777,95.436
11/27/1931,7684.033912,0,6.897399902,95.308
11/28/1931,8073.760947,0,6.648300171,94.609
11/29/1931,8471.410464,0,6.317499638,93.826
11/30/1931,8874.54912,0,5.787099838,93.248
12/1/1931,9280.743572,0,5.08190012,91.429
12/2/1931,9687.560476,0,4.826499939,89.116
12/3/1931,10092.56649,0,4.672599792,87.099
12/4/1931,10493.32827,0,4.809399605,85.794
12/5/1931,10887.41247,0,6.031899929,85.372
12/6/1931,11272.38575,0,7.167600155,85.265
12/7/1931,11645.81477,0,8.033399582,85.566
12/8/1931,12005.26619,0,8.429100037,85.665
12/9/1931,12348.30665,0,8.528599739,85.59
12/10/1931,12672.50282,0,8.344200134,84.738
12/11/1931,12975.42135,0,7.778900146,83.734
12/12/1931,13254.62891,0,6.926099777,81.74
12/13/1931,13507.69214,0,5.941999912,81.892
12/14/1931,13732.17771,0,4.958799839,80.102
12/15/1931,13925.65227,0,4.392799854,78.119
12/16/1931,14089.34609,0,3.948999882,76.509
12/17/1931,14243.80734,0,3.570500135,76.04
12/18/1931,14392.82138,0,3.871099949,76.044
12/19/1931,14536.62106,0,4.632500172,75.592
12/20/1931,14675.43923,0,5.361199856,76.631
12/21/1931,14809.50875,0,5.955900192,77.491
12/22/1931,14939.06244,0,6.602099895,77.794
12/23/1931,15064.33318,0,6.972499847,77.676
12/24/1931,15185.55379,0,7.413099766,77.828
12/25/1931,15302.95713,0,7.600899696,77.782
12/26/1931,15416.77605,0,7.462200165,78.057
12/27/1931,15527.24339,0,7.258100033,78.787
12/28/1931,15634.592,0,6.654799938,77.391
12/29/1931,15739.05474,0,5.677099705,74.1
12/30/1931,15840.86444,0,5.003100395,72.86
12/31/1931,15940.25395,0,4.647999763,72.409
1/1/1932,16037.45613,1,4.576399803,71.651
1/2/1932,16132.70381,1,5.683199883,72.155
1/3/1932,16226.22986,1,6.665899754,70.846
1/4/1932,16318.26711,1,7.423700333,71.69
1/5/1932,16409.04841,1,7.883000374,72.383
1/6/1932,16498.80661,1,8.106900215,72.246
1/7/1932,16587.77456,1,8.171999931,72.501
1/8/1932,16676.18511,1,7.903800011,72.178
1/9/1932,16764.2711,1,7.269699574,70.976
1/10/1932,16852.26538,1,6.570199966,70.16
1/11/1932,16940.4008,1,5.636300087,70.067
1/12/1932,17028.9102,1,4.56910038,70.14
1/13/1932,17118.02644,1,4.059500217,68.519
1/14/1932,17207.98236,1,3.480100155,67.706
1/15/1932,17299.01081,1,3.35469985,68.625
1/16/1932,17391.63783,1,3.900700092,67.162
1/17/1932,17487.59403,1,4.555500031,65.699
1/18/1932,17586.7376,1,5.227200031,67.733
1/19/1932,17688.60446,1,5.900500298,68.838
1/20/1932,17792.73056,1,6.540400028,69.038
1/21/1932,17898.65183,1,7.180600166,69.533
1/22/1932,18005.90422,1,7.663400173,69.561
1/23/1932,18114.02365,1,7.750100136,69.332
1/24/1932,18222.54608,1,7.688499928,69.059
1/25/1932,18331.00743,1,7.16079998,69.189
1/26/1932,18438.94365,1,6.179100037,68.976
1/27/1932,18545.89068,1,5.261899948,67.806
1/28/1932,18651.38444,1,4.785199642,67.12
1/29/1932,18754.9609,1,4.896600246,67.464
1/30/1932,18856.15597,1,5.418799877,68.652
1/31/1932,18954.5056,1,6.01240015,69.843
2/1/1932,19049.54573,0,6.538199902,70.513
2/2/1932,19140.8123,0,6.948199749,68.745
2/3/1932,19227.84125,0,7.21750021,67.882
2/4/1932,19310.1685,0,7.383899689,68.317
2/5/1932,19387.33002,0,7.363699913,68.648
2/6/1932,19458.86172,0,6.979300022,68.265
2/7/1932,19524.29955,0,6.453299999,67.266
2/8/1932,19583.17945,0,5.696199894,67.696
2/9/1932,19635.03736,0,4.803499699,67.172
2/10/1932,19679.40922,0,4.141500473,64.839
2/11/1932,19715.83096,0,3.599900246,63.567
2/12/1932,19743.83852,0,3.612900257,63.795
2/13/1932,19762.96784,0,3.747300148,64.388
2/14/1932,19772.75487,0,4.011099815,64.401
2/15/1932,19767.6398,0,4.407400131,65.459
2/16/1932,19718.0445,0,4.941500187,66.338
2/17/1932,19622.1412,0,5.581499577,66.252
2/18/1932,19483.36013,0,6.352300167,66.936
2/19/1932,19305.1315,0,6.984600067,66.808
2/20/1932,19090.88554,0,7.293200016,66.394
2/21/1932,18844.05246,0,7.375899792,65.971
2/22/1932,18568.0625,0,6.981699944,65.971
2/23/1932,18266.34587,0,6.224999905,66.185
2/24/1932,17942.3328,0,5.425899982,65.799
2/25/1932,17599.4535,0,5.368099689,65.996
2/26/1932,17241.1382,0,5.745900154,66.009
2/27/1932,16870.81713,0,5.934099674,66.19
2/28/1932,16491.9205,0,5.949500084,66.745
2/29/1932,16107.87854,1,5.927199841,65.862
3/1/1932,15722.12146,1,6.004600048,66.086
3/2/1932,15338.0795,1,6.113999844,67.288
3/3/1932,14959.18287,1,6.281000137,67.336
3/4/1932,14588.8618,1,6.328700066,67.479
3/5/1932,14230.5465,1,6.094900131,67.739
3/6/1932,13887.6672,1,5.756599903,68.752
3/7/1932,13563.65413,1,5.085299969,69.594
3/8/1932,13261.9375,1,4.491800308,70.134
3/9/1932,12985.94754,1,4.09469986,69.646
3/10/1932,12739.11446,1,4.382899761,68.968
3/11/1932,12524.8685,1,4.441599846,69.14
3/12/1932,12346.63987,1,4.451000214,69.546
3/13/1932,12207.8588,1,4.367499828,70.095
3/14/1932,12111.9555,1,4.302899837,71.242
3/15/1932,12062.3602,1,4.431600094,70.528
3/16/1932,12057.83088,1,4.768800259,69.246
3/17/1932,12072.11381,1,5.26060009,69.102
3/18/1932,12099.74904,1,5.761899948,70.125
3/19/1932,12139.7655,1,6.225000381,71.225
3/20/1932,12191.19211,1,6.358300209,70.503
3/21/1932,12253.0578,1,6.080699921,70.518
3/22/1932,12324.39149,1,5.837200165,71.636
3/23/1932,12404.2221,1,6.23239994,72.481
3/24/1932,12491.57856,1,6.553999901,73.328
3/25/1932,12585.48978,1,6.98390007,73.922
3/26/1932,12684.9847,1,6.849899769,74.094
3/27/1932,12789.09223,1,6.499499798,74.219
3/28/1932,12896.8413,1,6.045899868,74.991
3/29/1932,13007.26084,1,5.588600159,73.89
3/30/1932,13119.37975,1,5.318599701,73.321
3/31/1932,13232.22698,1,5.210799694,73.119
4/1/1932,13344.83144,1,5.098599911,73.47
4/2/1932,13456.22205,1,4.934299946,74.312
4/3/1932,13565.42773,1,4.760799885,72.929
4/4/1932,13671.47742,1,4.517299652,72.754
4/5/1932,13773.40003,1,4.669799805,71.734
4/6/1932,13870.22449,1,5.000100136,71.8
4/7/1932,13960.97971,1,5.326399803,71.574
4/8/1932,14044.69463,1,5.318599701,72.001
4/9/1932,14120.39817,1,5.370800018,72.485
4/10/1932,14187.11924,1,5.304300308,72.868
4/11/1932,14243.88677,1,5.020999908,73.181
4/12/1932,14289.7297,1,4.833000183,72.871
4/13/1932,14323.67692,1,4.723599911,71.611
4/14/1932,14344.75738,1,4.738100052,69.783
4/15/1932,14352,1,4.910099983,70.47
4/16/1932,14351.22837,1,5.025799751,70.428
4/17/1932,14348.93445,1,5.21999979,70.036
4/18/1932,14345.14968,1,5.466899872,69.882
4/19/1932,14339.90551,1,6.042399883,70.972
4/20/1932,14333.23336,1,7.070099831,72.824
4/21/1932,14325.16469,1,7.704400063,73.044
4/22/1932,14315.73093,1,8.01499939,73.562
4/23/1932,14304.96354,1,7.814800262,73.712
4/24/1932,14292.89394,1,7.581599712,74.008
4/25/1932,14279.55358,1,6.838299751,73.765
4/26/1932,14264.97391,1,5.992099762,72.946
4/27/1932,14249.18636,1,5.20539999,70.608
4/28/1932,14232.22238,1,4.816599846,69.965
4/29/1932,14214.1134,1,4.710900307,69.761
4/30/1932,14194.89088,1,4.61439991,69.798
5/1/1932,14174.58624,1,4.314499855,70.152
5/2/1932,14153.23094,1,4.60860014,70.475
5/3/1932,14130.85641,1,5.20870018,70.713
5/4/1932,14107.4941,1,5.561900139,70.755
5/5/1932,14083.17545,1,5.992100239,70.578
5/6/1932,14057.9319,1,6.118299961,71.619
5/7/1932,14031.79489,1,6.19080019,72.44
5/8/1932,14004.79586,1,6.045400143,72.2
5/9/1932,13976.96625,1,5.914400101,72.067
5/10/1932,13948.33752,1,5.754600048,71.88
5/11/1932,13918.94109,1,5.446399689,71.606
5/12/1932,13888.80841,1,5.088900089,70.824
5/13/1932,13857.97092,1,4.7645998,70.462
5/14/1932,13826.46007,1,4.898600101,69.989
5/15/1932,13794.30729,1,5.027999878,70.077
5/16/1932,13760.30845,1,4.961600304,70.304
5/17/1932,13717.23203,1,6.28249979,70.689
5/18/1932,13664.25856,1,7.339900017,71.683
5/19/1932,13601.82083,1,8.175000191,72.833
5/20/1932,13530.35165,1,8.625200272,74.464
5/21/1932,13450.28384,1,8.547300339,74.768
5/22/1932,13362.0502,1,7.964900017,73.537
5/23/1932,13266.08355,1,7.70909977,72.669
5/24/1932,13162.81669,1,6.792000294,72.551
5/25/1932,13052.68244,1,5.777800083,71.758
5/26/1932,12936.1136,1,5.013999939,71.131
5/27/1932,12813.54298,1,4.715999603,70.852
5/28/1932,12685.40339,1,4.388299942,70.528
5/29/1932,12552.12764,1,4.112699986,69.764
5/30/1932,12414.14854,1,4.593699932,69.53
5/31/1932,12271.8989,1,5.296000004,69.956
6/1/1932,12125.81153,1,5.80589962,70.266
6/2/1932,11976.31924,1,6.25150013,71.469
6/3/1932,11823.85484,1,6.555699825,73.637
6/4/1932,11668.85114,1,6.723599911,74.817
6/5/1932,11511.74095,1,6.753200054,74.841
6/6/1932,11352.95707,1,6.677900314,74.061
6/7/1932,11192.93232,1,6.480900288,74.24
6/8/1932,11032.0995,1,6.380400181,74.497
6/9/1932,10870.89143,1,5.837900162,74.194
6/10/1932,10709.74092,1,5.170300007,73.157
6/11/1932,10549.08077,1,5.086300373,72.546
6/12/1932,10389.34379,1,4.924699783,72.661
6/13/1932,10230.9628,1,5.062799931,73.441
6/14/1932,10074.3706,1,6.06580019,74.257
6/15/1932,9920,1,7.10929966,75.16
6/16/1932,9759.866755,1,8.023300171,76.413
6/17/1932,9586.468158,1,8.57559967,77.374
6/18/1932,9400.959341,1,8.703100204,77.573
6/19/1932,9204.495434,1,8.411399841,78.008
6/20/1932,8998.231569,1,7.830699921,78.405
6/21/1932,8783.322878,1,7.376600266,78.559
6/22/1932,8560.92449,1,6.582700253,77.772
6/23/1932,8332.191538,1,5.474299908,76.677
6/24/1932,8098.279153,1,4.873899937,76.157
6/25/1932,7860.342465,1,4.355800152,75.825
6/26/1932,7619.536607,1,3.938499928,75.339
6/27/1932,7377.016708,1,4.27009964,76.075
6/28/1932,7133.937901,1,4.857000351,76.076
6/29/1932,6891.455316,1,5.488599777,76.274
6/30/1932,6650.724085,1,5.998000145,77.086
7/1/1932,6412.899338,1,6.49450016,77.939
7/2/1932,6179.136208,1,6.845799923,79.254
7/3/1932,5950.589824,1,7.10229969,80.138
7/4/1932,5728.415319,1,7.209300041,80.485
7/5/1932,5513.767823,1,7.110199928,80.741
7/6/1932,5307.802468,1,6.762700081,81.214
7/7/1932,5111.674385,1,6.476799965,81.291
7/8/1932,4926.538705,1,5.672399998,81.497
7/9/1932,4753.550559,1,5.354599953,81.865
7/10/1932,4593.865078,1,4.960599899,81.068
7/11/1932,4448.637393,1,5.442199707,81.245
7/12/1932,4319.022637,1,5.920800209,82.068
7/13/1932,4206.175939,1,6.629199982,82.566
7/14/1932,4111.252431,1,7.399600029,83.375
7/15/1932,4035.407244,1,7.967599869,84.343
7/16/1932,3977.284662,1,8.258500099,85.071
7/17/1932,3922.563043,1,8.20459938,85.772
7/18/1932,3868.834591,1,7.828099728,86.013
7/19/1932,3816.156613,1,7.256799698,85.627
7/20/1932,3764.586417,1,6.709500313,85.658
7/21/1932,3714.181313,1,5.859099865,85.521
7/22/1932,3664.998606,1,4.937099934,85.183
7/23/1932,3617.095607,1,4.370699883,84.821
7/24/1932,3570.529622,1,3.737999916,84.647
7/25/1932,3525.35796,1,4.180500031,84.938
7/26/1932,3481.63793,1,4.390000343,85.527
7/27/1932,3439.426838,1,4.71999979,85.968
7/28/1932,3398.781994,1,5.293300152,86.331
7/29/1932,3359.760704,1,5.904500008,86.743
7/30/1932,3322.420278,1,6.427000046,86.859
7/31/1932,3286.818024,1,6.921599865,86.834
8/1/1932,3253.011249,1,7.195599556,87.506
8/2/1932,3221.057262,1,7.285899639,88.028
8/3/1932,3191.01337,1,7.032599926,88.145
8/4/1932,3162.936882,1,6.344900131,88.339
8/5/1932,3136.885106,1,5.996299744,88.444
8/6/1932,3112.91535,1,5.373800278,88.766
8/7/1932,3091.084922,1,4.940899849,88.531
8/8/1932,3071.45113,1,5.53180027,88.114
8/9/1932,3054.071282,1,6.046899796,88.267
8/10/1932,3039.002686,1,6.168600082,88.666
8/11/1932,3026.302651,1,6.609600067,89.28
8/12/1932,3016.028484,1,7.059000015,88.711
8/13/1932,3008.237494,1,7.386800289,89.918
8/14/1932,3002.986988,1,7.475800037,90.216
8/15/1932,3000.334275,1,7.212199688,90.409
8/16/1932,3000,1,6.866899967,90.064
8/17/1932,3000,1,6.199399948,89.67
8/18/1932,3000,1,5.450399876,89.37
8/19/1932,3000,1,4.811999798,89.458
8/20/1932,3000,1,4.241299629,89.608
8/21/1932,3000,1,3.990499973,89.358
8/22/1932,3000,1,4.068499565,89.034
8/23/1932,3000,1,4.166399956,89.358
8/24/1932,3000,1,4.374400139,89.448
8/25/1932,3000,1,4.436699867,89.598
8/26/1932,3000,1,4.944499969,90.091
8/27/1932,3000,1,5.577700138,90.398
8/28/1932,3000,1,6.16079998,90.441
8/29/1932,3000,1,6.561100006,90.819
8/30/1932,3000,1,6.857500076,90.758
8/31/1932,3000,0,6.705500126,90.841
9/1/1932,3000,0,6.215099812,90.963
9/2/1932,3000,0,5.667299747,91.485
9/3/1932,3000,0,5.600500107,91.776
9/4/1932,3000,0,5.963799953,91.856
9/5/1932,3000,0,6.071100235,91.782
9/6/1932,3000,0,6.070700169,92.009
9/7/1932,3000,0,6.097700119,91.777
9/8/1932,3000,0,5.899399757,91.723
9/9/1932,3000,0,6.143599987,92.089
9/10/1932,3000,0,6.338500023,92.13
9/11/1932,3000,0,6.411000252,91.901
9/12/1932,3000,0,6.243599892,92.054
9/13/1932,3000,0,5.948200226,92.2
9/14/1932,3000,0,5.422299862,92.249
9/15/1932,3000,0,4.977400303,92.415
9/16/1932,3000.305268,0,4.659100056,92.232
9/17/1932,3001.210144,0,4.775100231,91.874
9/18/1932,3002.698236,0,4.796199799,92.284
9/19/1932,3004.75315,0,4.66230011,92.327
9/20/1932,3007.358494,0,4.513399601,92.166
9/21/1932,3010.497875,0,4.32490015,92.359
9/22/1932,3014.1549,0,4.310800076,92.105
9/23/1932,3018.313177,0,4.493999958,91.868
9/24/1932,3022.956314,0,4.646699905,91.58
9/25/1932,3028.067917,0,5.112299919,91.914
9/26/1932,3033.631593,0,5.600600243,92.221
9/27/1932,3039.63095,0,5.862999916,91.969
9/28/1932,3046.049596,0,5.799499989,91.925
9/29/1932,3052.871137,0,5.557799816,93.181
9/30/1932,3060.079182,0,6.165400028,93.585
10/1/1932,3067.657336,0,6.86220026,93.459
10/2/1932,3075.589208,0,7.206600189,93.678
10/3/1932,3083.858405,0,7.226099968,94.041
10/4/1932,3092.448534,0,6.89289999,93.701
10/5/1932,3101.343202,0,6.389499664,93.347
10/6/1932,3110.526017,0,5.890900135,93.388
10/7/1932,3119.980586,0,5.505300045,93.369
10/8/1932,3129.690517,0,5.338300228,92.706
10/9/1932,3139.639416,0,5.277600288,92.01
10/10/1932,3149.810891,0,5.20389986,91.967
10/11/1932,3160.188549,0,5.118400097,92.095
10/12/1932,3170.755998,0,4.863200188,92.466
10/13/1932,3181.496845,0,5.098999977,92.657
10/14/1932,3192.394697,0,5.509299755,92.217
10/15/1932,3203.433161,0,5.673700333,92.293
10/16/1932,3214.774618,0,5.73390007,92.494
10/17/1932,3227.470139,0,5.671600342,92.244
10/18/1932,3241.66889,0,5.378700256,92.148
10/19/1932,3257.340686,0,5.047899723,92.187
10/20/1932,3274.455344,0,4.748300076,92.645
10/21/1932,3292.98268,0,4.53949976,92.856
10/22/1932,3312.892511,0,4.443099976,91.994
10/23/1932,3334.154654,0,4.408199787,90.785
10/24/1932,3356.738925,0,4.502099991,90.403
10/25/1932,3380.61514,0,4.775300026,90.869
10/26/1932,3405.753117,0,5.072899818,91.765
10/27/1932,3432.122672,0,5.734000206,92.677
10/28/1932,3459.693621,0,6.946000099,93.432
10/29/1932,3488.43578,0,7.77850008,93.866
10/30/1932,3518.318968,0,8.312000275,94.034
10/31/1932,3549.312999,0,8.309100151,94.298
11/1/1932,3581.38769,0,7.877200127,94.697
11/2/1932,3614.512859,0,7.235899925,94.283
11/3/1932,3648.658322,0,6.399100304,93.42
11/4/1932,3683.793894,0,5.519500256,92.95
11/5/1932,3719.889394,0,4.870600224,92.075
11/6/1932,3756.914636,0,4.761600018,91.91
11/7/1932,3794.839439,0,4.963999748,91.967
11/8/1932,3833.633618,0,4.718599796,92.034
11/9/1932,3873.26699,0,5.068399906,92.594
11/10/1932,3913.709371,0,5.562900066,93.254
11/11/1932,3954.930579,0,5.979899883,93.545
11/12/1932,3996.900429,0,6.306399822,93.906
11/13/1932,4039.588738,0,6.369299889,94.147
11/14/1932,4082.965323,0,6.472899914,94.033
11/15/1932,4127,0,6.251299858,93.697
11/16/1932,4173.456504,0,6.078400135,93.848
11/17/1932,4224.010983,0,5.753499985,94.119
11/18/1932,4278.50187,0,5.316299915,94.019
11/19/1932,4336.7676,0,4.850800037,93.433
11/20/1932,4398.646609,0,4.337600231,93.06
11/21/1932,4463.977331,0,4.285200119,92.342
11/22/1932,4532.598202,0,4.327600002,91.953
11/23/1932,4604.347654,0,4.606100082,92.053
11/24/1932,4679.064125,0,5.793700218,92.775
11/25/1932,4756.586047,0,7.009200096,93.331
11/26/1932,4836.751857,0,8.112699509,94.489
11/27/1932,4919.399988,0,8.772299767,95.374
11/28/1932,5004.368877,0,8.925200462,95.183
11/29/1932,5091.496956,0,8.751199722,95.518
11/30/1932,5180.622662,0,8.229400635,95.01
12/1/1932,5271.584429,0,7.361500263,93.324
12/2/1932,5364.220691,0,6.272600174,91.995
12/3/1932,5458.369884,0,5.118400097,91.37
12/4/1932,5553.870443,0,4.67110014,90.501
12/5/1932,5650.560801,0,4.309500217,90.055
12/6/1932,5748.279395,0,4.16079998,89.483
12/7/1932,5846.864658,0,4.792600155,89.328
12/8/1932,5946.155026,0,5.482599735,89.929
12/9/1932,6045.988933,0,5.88409996,90.187
12/10/1932,6146.204814,0,6.387599945,90.516
12/11/1932,6246.641104,0,6.583999634,90.634
12/12/1932,6347.136237,0,6.836699963,91.229
12/13/1932,6447.528649,0,6.855899811,91.973
12/14/1932,6547.656774,0,6.807600021,91.646
12/15/1932,6647.359047,0,6.646600246,90.195
12/16/1932,6747.858541,0,6.185500145,89.232
12/17/1932,6857.029996,0,5.699500084,89.18
12/18/1932,6975.402605,0,4.953499794,88.318
12/19/1932,7102.09075,0,4.473200321,88.511
12/20/1932,7236.208816,0,4.221600056,87.741
12/21/1932,7376.871186,0,4.205300331,87.935
12/22/1932,7523.192246,0,5.375500202,87.044
12/23/1932,7674.286379,0,6.623700142,89.122
12/24/1932,7829.267968,0,7.685900211,87.702
12/25/1932,7987.251399,0,8.444800377,87.761
12/26/1932,8147.351055,0,8.815600395,88.375
12/27/1932,8308.68132,0,8.918700218,88.989
12/28/1932,8470.356578,0,8.686800003,88.984
12/29/1932,8631.491213,0,8.025700569,88.819
12/30/1932,8791.19961,0,6.982500076,88.506
12/31/1932,8948.596152,1,5.701599598,87.847
1/1/1933,9102.795224,1,4.884799957,86.516
1/2/1933,9252.911209,1,4.228800297,85.678
1/3/1933,9398.058492,1,3.7020998,85.256
1/4/1933,9537.351456,1,4.259900093,83.727
1/5/1933,9669.904486,1,4.773799896,83.786
1/6/1933,9794.831965,1,5.31400013,83.966
1/7/1933,9911.248278,1,5.829199791,83.867
1/8/1933,10018.26781,1,6.217700005,83.929
1/9/1933,10115.00494,1,6.613299847,84.131
1/10/1933,10200.57406,1,6.920799732,84.093
1/11/1933,10274.08955,1,7.005099773,83.882
1/12/1933,10334.66579,1,7.097399712,83.754
1/13/1933,10381.41717,1,6.752899647,83.507
1/14/1933,10413.45808,1,6.304100037,83.487
1/15/1933,10429.90289,1,5.489199638,83.378
1/16/1933,10431.08853,1,4.828099728,83.193
1/17/1933,10423.94993,1,4.387199879,82.855
1/18/1933,10410.06411,1,4.270299911,82.447
1/19/1933,10389.83948,1,5.083000183,82.968
1/20/1933,10363.68444,1,5.954999924,82.782
1/21/1933,10332.00738,1,6.787599564,83.006
1/22/1933,10295.21672,1,7.505300045,82.962
1/23/1933,10253.72085,1,8.030799866,83.622
1/24/1933,10207.92818,1,8.287600517,83.63
1/25/1933,10158.24711,1,8.329400063,82.832
1/26/1933,10105.08603,1,7.941999912,82.293
1/27/1933,10048.85335,1,7.091099739,82.147
1/28/1933,9989.957482,1,6.089099884,81.713
1/29/1933,9928.806815,1,4.997099876,81.059
1/30/1933,9865.809756,1,4.352900028,80.204
1/31/1933,9801.374705,1,3.784200191,79.363
2/1/1933,9735.910065,1,3.971899986,78.31
2/2/1933,9669.824237,1,4.16809988,78.217
2/3/1933,9603.525625,1,4.495899677,78.192
2/4/1933,9537.422629,1,4.8895998,78.963
2/5/1933,9471.923651,1,5.336999893,79.96
2/6/1933,9407.437094,1,5.836699963,80.365
2/7/1933,9344.371359,1,6.327700138,79.384
2/8/1933,9283.134848,1,6.591799736,79.298
2/9/1933,9224.135964,1,6.888999939,80.006
2/10/1933,9167.783107,1,6.727200031,79.366
2/11/1933,9114.484681,1,6.353300095,79.552
2/12/1933,9064.649086,1,5.57559967,79.977
2/13/1933,9018.684725,1,4.957300186,79.356
2/14/1933,8977,1,4.570699692,78.441
2/15/1933,8936.956163,1,4.96089983,78.165
2/16/1933,8895.762709,1,5.392399788,79.138
2/17/1933,8853.600401,1,5.725999832,80.029
2/18/1933,8810.650004,1,6.084400177,79.943
2/19/1933,8767.092283,1,6.511099815,79.247
2/20/1933,8723.108,1,6.887599945,79.963
2/21/1933,8678.877922,1,7.150600433,80.494
2/22/1933,8634.582811,1,7.290599823,80.408
2/23/1933,8590.403432,1,7.086499691,80.279
2/24/1933,8546.52055,1,6.534200191,79.14
2/25/1933,8503.114928,1,5.758900166,79.583
2/26/1933,8460.36733,1,4.842000008,79.92
2/27/1933,8418.458522,1,4.477800369,79.696
2/28/1933,8377.569267,1,4.520200253,80.099
3/1/1933,8337.880329,1,4.481699944,80.128
3/2/1933,8299.572474,1,4.32349968,80.073
3/3/1933,8262.826464,1,4.22510004,79.47
3/4/1933,8227.823064,1,4.234700203,79.672
3/5/1933,8194.743038,1,4.414599895,80.349
3/6/1933,8163.767151,1,4.776299953,80.736
3/7/1933,8135.076167,1,5.220300198,81.196
3/8/1933,8108.85085,1,5.691400051,81.7
3/9/1933,8085.271965,1,6.019800186,82.1
3/10/1933,8064.520274,1,6.045899868,82.257
3/11/1933,8046.776544,1,5.801000118,82.78
3/12/1933,8032.221537,1,5.373899937,83.785
3/13/1933,8021.036019,1,5.370699883,82.949
3/14/1933,8013.400754,1,5.724100113,83.118
3/15/1933,8009.496504,1,6.162099838,83.836
3/16/1933,8011.850789,1,6.275300026,84.804
3/17/1933,8034.090096,1,6.162899971,83.847
3/18/1933,8077.119688,1,6.015100002,83.029
3/19/1933,8139.427547,1,5.912499905,82.7
3/20/1933,8219.50165,1,5.917500019,82.558
3/21/1933,8315.829977,1,5.972800255,82.311
3/22/1933,8426.900507,1,5.960299969,82.569
3/23/1933,8551.201219,1,5.742899895,82.961
3/24/1933,8687.220093,1,5.381599903,82.457
3/25/1933,8833.445108,1,4.950099945,83.113
3/26/1933,8988.364242,1,5.054699898,83.445
3/27/1933,9150.465475,1,5.310599804,84.097
3/28/1933,9318.236786,1,5.243999958,84.435
3/29/1933,9490.166155,1,5.358300209,83.386
3/30/1933,9664.74156,1,5.188499928,83.116
3/31/1933,9840.45098,1,4.836299896,82.738
4/1/1933,10015.7824,1,4.496799946,82.805
4/2/1933,10189.22379,1,4.267499924,82.592
4/3/1933,10359.26313,1,4.198699951,82.263
4/4/1933,10524.3884,1,4.342400074,81.964
4/5/1933,10683.08759,1,4.585999966,81.54
4/6/1933,10833.84867,1,4.762000084,80.653
4/7/1933,10975.15961,1,4.917300224,80.123
4/8/1933,11105.50841,1,5.012899876,78.828
4/9/1933,11223.38303,1,5.510699749,78.378
4/10/1933,11327.27146,1,6.451200008,78.362
4/11/1933,11415.66168,1,7.093500137,78.832
4/12/1933,11487.04166,1,7.377799988,79.926
4/13/1933,11539.89939,1,7.444699764,80.381
4/14/1933,11572.72284,1,7.259999752,80.194
4/15/1933,11584,1,6.738200188,80.029
4/16/1933,11574.82662,1,6.138199806,79.907
4/17/1933,11547.94586,1,5.551400185,79.231
4/18/1933,11504.31678,1,5.131299973,77.865
4/19/1933,11444.89848,1,5.098199844,76.23
4/20/1933,11370.65,1,5.007200241,75.764
4/21/1933,11282.53044,1,4.854800224,75.685
4/22/1933,11181.49886,1,5.134700298,76.294
4/23/1933,11068.51433,1,5.545700073,77.132
4/24/1933,10944.53593,1,5.956399918,77.584
4/25/1933,10810.52273,1,6.015500069,77.519
4/26/1933,10667.4338,1,6.072400093,77.395
4/27/1933,10516.22821,1,5.842900276,77.561
4/28/1933,10357.86504,1,5.636600018,78.325
4/29/1933,10193.30336,1,5.387300014,77.521
4/30/1933,10023.50225,1,4.974099636,75.745
5/1/1933,9849.420762,1,4.575900078,75.837
5/2/1933,9672.017987,1,4.25909996,75.297
5/3/1933,9492.252991,1,4.182900429,73.764
5/4/1933,9311.084847,1,4.389100075,74.261
5/5/1933,9129.472629,1,4.475000381,75.217
5/6/1933,8948.375408,1,4.666100025,75.419
5/7/1933,8768.752257,1,5.856900215,77.508
5/8/1933,8591.562249,1,7.023499966,78.885
5/9/1933,8417.764456,1,7.786700249,80.442
