date,NDOI,SMSCG,Tide,X_2_DIS
3/7/1923,11520.87196,1,5.711599827,71.538
3/8/1923,11393.39077,1,5.65350008,71.924
3/9/1923,11279.18531,1,5.515199661,71.424
3/10/1923,11179.01655,1,5.403800011,71.101
3/11/1923,11093.64546,1,5.383999825,70.758
3/12/1923,11023.83299,1,5.453699589,71.112
3/13/1923,10970.34012,1,5.540899754,72.443
3/14/1923,10933.9278,1,5.527500153,72.602
3/15/1923,10915.35702,1,5.403400421,72.69
3/16/1923,10926.7739,1,5.119299889,73.208
3/17/1923,11034.22552,1,4.64040041,73.979
3/18/1923,11242.12766,1,4.33769989,73.794
3/19/1923,11543.17483,1,4.252299786,73.593
3/20/1923,11930.06154,1,4.416500092,74.814
3/21/1923,12395.48229,1,4.344600201,74.131
3/22/1923,12932.1316,1,4.317800045,73.619
3/23/1923,13532.70396,1,4.158200264,73.761
3/24/1923,14189.89389,1,4.10160017,73.197
3/25/1923,14896.3959,1,4.149199963,73.567
3/26/1923,15644.90449,1,4.377500057,73.435
3/27/1923,16428.11417,1,4.783900261,74.56
3/28/1923,17238.71944,1,5.282599926,75.715
3/29/1923,18069.41482,1,5.660599709,75.964
3/30/1923,18912.89481,1,5.771199703,75.717
3/31/1923,19761.85393,1,5.893199921,76.324
4/1/1923,20608.98666,1,6.052800179,77.194
4/2/1923,21446.98754,1,6.554599762,75.857
4/3/1923,22268.55105,1,6.606900215,73.329
4/4/1923,23066.37171,1,6.856699944,71.869
4/5/1923,23833.14403,1,6.568000317,70.713
4/6/1923,24561.56252,1,6.034500122,69.078
4/7/1923,25244.32167,1,5.46930027,66.361
4/8/1923,25874.11601,1,5.018199921,64.337
4/9/1923,26443.64003,1,4.702000141,64.118
4/10/1923,26945.58825,1,4.686999798,63.627
4/11/1923,27372.65516,1,4.642799854,61.922
4/12/1923,27717.53529,1,4.684400082,61.61
4/13/1923,27972.92313,1,4.477899551,62.182
4/14/1923,28131.5132,1,4.564599991,62.019
4/15/1923,28186,1,4.863299847,61.993
4/16/1923,28168.4189,1,5.061000347,62.075
4/17/1923,28116.7431,1,5.257800102,62.461
4/18/1923,28032.5739,1,5.163899899,61.689
4/19/1923,27917.51256,1,5.258999825,60.958
4/20/1923,27773.16038,1,5.142699718,61.426
4/21/1923,27601.11863,1,4.885900021,61.513
4/22/1923,27402.9886,1,4.609300137,60.945
4/23/1923,27180.37155,1,4.41920042,60.924
4/24/1923,26934.86878,1,4.35890007,60.966
4/25/1923,26668.08156,1,4.631799698,60.611
4/26/1923,26381.61118,1,4.948599815,60.714
4/27/1923,26077.05891,1,5.346099854,60.474
4/28/1923,25756.02603,1,5.556299686,60.83
4/29/1923,25420.11384,1,6.479199886,61.129
4/30/1923,25070.92359,1,7.224699974,61.7
5/1/1923,24710.05658,1,7.614200115,62.613
5/2/1923,24339.11409,1,7.604000092,63.297
5/3/1923,23959.6974,1,7.530200005,64.211
5/4/1923,23573.40778,1,7.081699848,64.128
5/5/1923,23181.84652,1,6.338899612,63.772
5/6/1923,22786.6149,1,5.487099648,63.607
5/7/1923,22389.3142,1,4.84319973,63.249
5/8/1923,21991.5457,1,4.694700241,62.846
5/9/1923,21594.91067,1,4.576299667,62.665
5/10/1923,21201.01041,1,4.380399704,62.977
5/11/1923,20811.44618,1,4.324100018,63.365
5/12/1923,20427.81928,1,4.767800331,63.725
5/13/1923,20051.73098,1,5.264500141,64.427
5/14/1923,19684.78255,1,5.493999958,64.969
5/15/1923,19328.57529,1,5.889200211,65.868
5/16/1923,18978.72235,1,5.923400402,66.278
5/17/1923,18601.42639,1,6.057899952,66.034
5/18/1923,18193.65535,1,5.844499588,65.914
5/19/1923,17758.42422,1,5.864599705,66.041
5/20/1923,17298.74797,1,5.626700401,66.345
5/21/1923,16817.64159,1,5.261600018,65.77
5/22/1923,16318.12005,1,4.807600021,65.182
5/23/1923,15803.19833,1,4.913500309,64.735
5/24/1923,15275.89141,1,5.042399883,64.601
5/25/1923,14739.21427,1,5.129700184,64.47
5/26/1923,14196.18188,1,5.411300182,64.564
5/27/1923,13649.80923,1,6.51570034,65.216
5/28/1923,13103.11129,1,7.350900173,66.377
5/29/1923,12559.10304,1,7.860300064,67.499
5/30/1923,12020.79947,1,8.147299767,68.006
5/31/1923,11491.21554,1,8.026800156,67.761
6/1/1923,10973.36624,1,7.551400185,68.304
6/2/1923,10470.26655,1,7.187399864,68.892
6/3/1923,9984.931445,1,6.249400139,69.588
6/4/1923,9520.375902,1,5.319700241,70.159
6/5/1923,9079.614901,1,4.938600063,70.101
6/6/1923,8665.663421,1,4.577000141,70.304
6/7/1923,8281.53644,1,4.330500126,70.507
6/8/1923,7930.248937,1,4.073500156,70.824
6/9/1923,7614.81589,1,4.598899841,71.909
6/10/1923,7338.252279,1,5.191999912,72.83
6/11/1923,7103.573081,1,5.610300064,74.233
6/12/1923,6913.793276,1,6.098700047,74.594
6/13/1923,6771.927842,1,6.336100101,75.737
6/14/1923,6680.991757,1,6.596000195,78.246
6/15/1923,6644,1,6.627600193,79.67
6/16/1923,6635.401316,1,6.481699944,79.617
6/17/1923,6627.597886,1,6.414599895,79.925
6/18/1923,6620.534837,1,6.159200191,80.397
6/19/1923,6614.157301,1,5.552199841,80.576
6/20/1923,6608.410408,1,5.311100006,80.206
6/21/1923,6603.239287,1,5.181300163,79.981
6/22/1923,6598.589068,1,5.060500145,79.665
6/23/1923,6594.404882,1,5.157299995,80.317
6/24/1923,6590.631857,1,6.148099899,80.666
6/25/1923,6587.215124,1,6.976500034,81.733
6/26/1923,6584.099814,1,7.572399616,82.206
6/27/1923,6581.231055,1,8.044099808,82.462
6/28/1923,6578.553978,1,8.131000519,82.573
6/29/1923,6576.013713,1,7.816699982,82.65
6/30/1923,6573.555389,1,7.12680006,82.554
7/1/1923,6571.124136,0,6.879000187,82.283
7/2/1923,6568.665086,0,6.050600052,82.015
7/3/1923,6566.123366,0,5.204200268,81.698
7/4/1923,6563.444108,0,4.691800117,81.705
7/5/1923,6560.572441,0,4.238300323,81.766
7/6/1923,6557.453495,0,3.901500225,81.866
7/7/1923,6554.0324,0,4.059500217,81.817
7/8/1923,6550.254286,0,4.567099571,82.027
7/9/1923,6546.064283,0,5.167500019,82.253
7/10/1923,6541.407521,0,5.761899948,82.402
7/11/1923,6536.229129,0,6.20359993,82.86
7/12/1923,6530.474238,0,6.642399788,83.405
7/13/1923,6524.087978,0,6.911300182,83.483
7/14/1923,6517.015477,0,6.89950037,83.592
7/15/1923,6509.201868,0,6.887599945,83.906
7/16/1923,6498.900083,0,6.558000088,83.967
7/17/1923,6476.28089,0,6.235000134,83.752
7/18/1923,6440.565293,0,5.637899876,83.641
7/19/1923,6392.708583,0,5.416899681,83.224
7/20/1923,6333.666048,0,5.083600044,82.921
7/21/1923,6264.392979,0,5.419399738,82.951
7/22/1923,6185.844667,0,5.623300076,83.057
7/23/1923,6098.9764,0,6.284399986,83.638
7/24/1923,6004.743468,0,6.924399853,84.1
7/25/1923,5904.101163,0,7.416399956,84.5
7/26/1923,5798.004772,0,7.647200108,84.973
7/27/1923,5687.409588,0,7.543699741,85.473
7/28/1923,5573.270898,0,7.08039999,85.636
7/29/1923,5456.543994,0,6.639200211,85.673
7/30/1923,5338.184165,0,6.152499676,85.444
7/31/1923,5219.1467,0,5.448200226,84.895
8/1/1923,5100.386891,0,4.757599831,84.236
8/2/1923,4982.860027,0,4.207300186,83.6
8/3/1923,4867.521397,0,3.673699856,82.943
8/4/1923,4755.326292,0,3.80850029,82.587
8/5/1923,4647.230002,0,4.090400219,82.839
8/6/1923,4544.187816,0,4.375699997,83.082
8/7/1923,4447.155025,0,4.901800156,83.47
8/8/1923,4357.086917,0,5.508500099,84.154
8/9/1923,4274.938784,0,6.134799957,84.72
8/10/1923,4201.665915,0,6.590400219,85.038
8/11/1923,4138.223601,0,6.793400288,85.19
8/12/1923,4085.56713,0,6.978500366,85.403
8/13/1923,4044.651792,0,6.742000103,85.587
8/14/1923,4016.432879,0,6.208199978,85.802
8/15/1923,4001.865679,0,5.91590023,85.597
8/16/1923,4000.359638,0,5.433700085,85.425
8/17/1923,4003.165212,0,4.949299812,85.428
8/18/1923,4008.593561,0,5.331699848,85.471
8/19/1923,4016.453937,0,5.707300186,85.47
8/20/1923,4026.555593,0,5.731499672,85.596
8/21/1923,4038.707782,0,6.162399769,85.818
8/22/1923,4052.719756,0,6.523199558,85.895
8/23/1923,4068.400769,0,6.765200138,85.984
8/24/1923,4085.560073,0,6.784999847,86.221
8/25/1923,4104.006921,0,6.534699917,86.859
8/26/1923,4123.550566,0,6.22149992,87.157
8/27/1923,4144.00026,0,5.681300163,87.057
8/28/1923,4165.165256,0,5.083799839,86.91
8/29/1923,4186.854807,0,4.591199875,86.416
8/30/1923,4208.878166,0,4.098100185,86.019
8/31/1923,4231.044585,0,3.721000195,85.858
9/1/1923,4253.163318,1,3.714600086,85.722
9/2/1923,4275.043616,1,3.803499937,85.721
9/3/1923,4296.494733,1,4.034199715,85.687
9/4/1923,4317.325922,1,4.240099907,85.625
9/5/1923,4337.346434,1,4.603499889,85.758
9/6/1923,4356.365524,1,5.176099777,86.14
9/7/1923,4374.192443,1,5.680500031,86.333
9/8/1923,4390.636445,1,6.161499977,86.286
9/9/1923,4405.506783,1,6.469200134,86.72
9/10/1923,4418.612708,1,6.390100002,87.13
9/11/1923,4429.763474,1,6.149099827,87.48
9/12/1923,4438.768333,1,5.732500076,87.994
9/13/1923,4445.436539,1,5.791199684,88.156
9/14/1923,4449.577343,1,5.925600052,88.192
9/15/1923,4451,1,5.85010004,88.182
9/16/1923,4449.577343,1,5.683000088,88.262
9/17/1923,4445.436539,1,5.635799885,88.242
9/18/1923,4438.768333,1,5.496799946,87.827
9/19/1923,4429.763474,1,5.63740015,87.469
9/20/1923,4418.612708,1,5.731299877,87.516
9/21/1923,4405.506783,1,5.735599995,87.765
9/22/1923,4390.636445,1,5.653699875,88.153
9/23/1923,4374.192443,1,5.382699966,88.007
9/24/1923,4356.365524,1,4.991499901,87.633
9/25/1923,4337.346434,1,4.750299931,87.841
9/26/1923,4317.325922,1,4.656299591,87.173
9/27/1923,4296.494733,1,4.603499889,86.844
9/28/1923,4275.043616,1,4.582600117,86.917
9/29/1923,4253.163318,1,4.415800095,86.961
9/30/1923,4231.044585,1,4.235899925,87.479
10/1/1923,4208.878166,1,4.083299637,87.647
10/2/1923,4186.854807,1,4.051300049,87.311
10/3/1923,4165.165256,1,4.210700035,87.538
10/4/1923,4144.00026,1,4.303199768,87.821
10/5/1923,4123.550566,1,4.727399826,87.762
10/6/1923,4104.006921,1,5.162899971,88.206
10/7/1923,4085.560073,1,5.447800159,88.822
10/8/1923,4068.400769,1,5.63160038,89.424
10/9/1923,4052.719756,1,5.694699764,89.83
10/10/1923,4038.707782,1,6.501200199,90.009
10/11/1923,4026.555593,1,6.974399567,90.623
10/12/1923,4016.453937,1,7.038099766,90.863
10/13/1923,4008.593561,1,6.904900074,90.867
10/14/1923,4003.165212,1,6.503200054,91.308
10/15/1923,4000.359638,1,5.954100132,91.226
10/16/1923,4001.215076,1,5.403000355,90.439
10/17/1923,4010.697742,1,4.953799725,89.389
10/18/1923,4029.054994,1,4.82640028,89.34
10/19/1923,4055.652316,1,5.040100098,89.655
10/20/1923,4089.85519,1,5.064700127,90.054
10/21/1923,4131.029099,1,4.887199879,90.358
10/22/1923,4178.539525,1,4.938499928,89.92
10/23/1923,4231.751951,1,5.100399971,90.156
10/24/1923,4290.03186,1,5.418699741,90.738
10/25/1923,4352.744735,1,5.466599941,90.701
10/26/1923,4419.256057,1,5.531699657,91.07
10/27/1923,4488.931311,1,5.425300121,91.286
10/28/1923,4561.135979,1,5.180500031,91.011
10/29/1923,4635.235542,1,4.89109993,90.511
10/30/1923,4710.595485,1,4.607999802,90.438
10/31/1923,4786.58129,1,4.332499981,90.069
11/1/1923,4862.558439,1,4.155600071,89.071
11/2/1923,4937.892415,1,4.278299809,88.293
11/3/1923,5011.948701,1,4.387899876,88.101
11/4/1923,5084.092779,1,4.93089962,88.889
11/5/1923,5153.690133,1,5.194900036,89.906
11/6/1923,5220.106244,1,6.097899914,90.751
11/7/1923,5282.706597,1,7.106600285,91.711
11/8/1923,5340.856672,1,7.722199917,92.265
11/9/1923,5393.921954,1,8.064899445,92.351
11/10/1923,5441.267924,1,7.993899822,92.887
11/11/1923,5482.260066,1,7.515599728,92.555
11/12/1923,5516.263861,1,6.759900093,91.927
11/13/1923,5542.644794,1,5.882200241,91.76
11/14/1923,5560.768346,1,5.08769989,91.13
11/15/1923,5570,1,4.843800068,90.935
11/16/1923,5574.360607,1,4.663100243,90.626
11/17/1923,5578.313295,1,4.76970005,90.379
11/18/1923,5581.886964,1,4.657100201,90.687
11/19/1923,5585.110515,1,5.051800251,91.101
11/20/1923,5588.012847,1,5.427999973,91.262
11/21/1923,5590.622861,1,5.795399666,91.166
11/22/1923,5592.969458,1,6.052500248,90.73
11/23/1923,5595.081537,1,6.179900169,90.563
11/24/1923,5596.987998,1,6.260700226,90.592
11/25/1923,5598.717742,1,6.109699726,90.726
11/26/1923,5600.299669,1,5.95179987,90.719
11/27/1923,5601.762678,1,5.631599903,90.706
11/28/1923,5603.135671,1,5.151400089,90.405
11/29/1923,5604.447548,1,4.636400223,90.16
11/30/1923,5605.727208,1,4.47110033,89.874
12/1/1923,5607.003552,1,4.493599892,88.358
12/2/1923,5608.305479,1,4.535599709,88.241
12/3/1923,5609.661891,1,4.795599937,88.614
12/4/1923,5611.101688,1,5.936599731,88.858
12/5/1923,5612.653768,1,7.01240015,89.131
12/6/1923,5614.347034,1,7.8604002,89.629
12/7/1923,5616.210385,1,8.444499969,90.758
12/8/1923,5618.27272,1,8.558799744,89.611
12/9/1923,5620.562941,1,8.280399323,88.937
12/10/1923,5623.109947,1,7.709700108,89.314
12/11/1923,5625.942639,1,6.87130022,89.866
12/12/1923,5629.089917,1,5.818200111,89.714
12/13/1923,5632.580681,1,5.086900234,90.062
12/14/1923,5636.443831,1,4.655600071,89.009
12/15/1923,5640.708268,1,4.282299995,87.88
12/16/1923,5647.686041,1,4.03429985,87.457
12/17/1923,5670.722815,1,4.554900169,88.004
12/18/1923,5711.154064,1,5.153700352,88.69
12/19/1923,5767.989654,1,5.576600075,89.02
12/20/1923,5840.239453,1,6.0625,88.972
12/21/1923,5926.913324,1,6.317200184,89.119
12/22/1923,6027.021136,1,6.610099792,89.107
12/23/1923,6139.572752,1,6.670600414,89.302
12/24/1923,6263.57804,1,6.653100014,89.98
12/25/1923,6398.046865,1,6.48239994,90.623
12/26/1923,6541.989093,1,6.054399967,89.978
12/27/1923,6694.41459,1,5.536200047,89.476
12/28/1923,6854.333222,1,4.878799915,88.926
12/29/1923,7020.754855,1,4.675600052,88.927
12/30/1923,7192.689355,1,4.475200176,88.048
12/31/1923,7369.146588,1,4.354999542,87.901
1/1/1924,7549.136419,1,5.35710001,87.216
1/2/1924,7731.668715,1,6.380199909,86.55
1/3/1924,7915.753341,1,7.348700047,86.66
1/4/1924,8100.400164,1,8.049699783,86.658
1/5/1924,8284.619049,1,8.374500275,86.554
1/6/1924,8467.419862,1,8.350099564,86.664
1/7/1924,8647.812469,1,8.073800087,86.686
1/8/1924,8824.806737,1,7.449399948,85.724
1/9/1924,8997.41253,1,6.48210001,83.679
1/10/1924,9164.639716,1,5.402100086,82.776
1/11/1924,9325.498159,1,4.777699947,82.497
1/12/1924,9478.997726,1,4.215899944,81.863
1/13/1924,9624.148283,1,3.705699921,81.154
1/14/1924,9759.959695,1,3.81619978,80.5
1/15/1924,9885.441829,1,4.269500256,80.499
1/16/1924,10001.61745,1,4.853600025,81.008
1/17/1924,10119.74463,1,5.419199944,81.239
1/18/1924,10241.28266,1,5.829800129,81.246
1/19/1924,10365.69689,1,6.318600178,80.845
1/20/1924,10492.45268,1,6.634199619,80.433
1/21/1924,10621.01539,1,6.770699978,80.798
1/22/1924,10750.85039,1,6.848799706,80.78
1/23/1924,10881.42303,1,6.603899956,80.275
1/24/1924,11012.19867,1,6.137900352,79.795
1/25/1924,11142.64267,1,5.440899849,79.462
1/26/1924,11272.22039,1,4.944700241,79.403
1/27/1924,11400.3972,1,4.552100182,79.017
1/28/1924,11526.63844,1,4.257400036,77.132
1/29/1924,11650.40949,1,4.932099819,76.157
1/30/1924,11771.1757,1,5.697100163,76.663
1/31/1924,11888.40243,1,6.451900005,77.457
2/1/1924,12001.55504,1,7.097199917,77.532
2/2/1924,12110.09889,1,7.51970005,77.061
2/3/1924,12213.49934,1,7.686200142,75.849
2/4/1924,12311.22175,1,7.625899792,75.963
2/5/1924,12402.73148,1,7.278999805,76.261
2/6/1924,12487.49389,1,6.602399826,76.935
2/7/1924,12564.97434,1,5.764100075,76.285
2/8/1924,12634.63819,1,4.878499985,74.779
2/9/1924,12695.9508,1,4.248000145,73.016
2/10/1924,12748.37753,1,3.663199902,71.446
2/11/1924,12791.38374,1,3.531900167,70.316
2/12/1924,12824.43479,1,3.64109993,70.264
2/13/1924,12846.99603,1,3.925800323,71.901
2/14/1924,12858.53284,1,4.354800224,72.891
2/15/1924,12858.21464,1,4.873399734,72.345
2/16/1924,12844.22171,1,5.449100018,71.847
2/17/1924,12816.97681,1,5.904699802,71.045
2/18/1924,12777.25312,1,6.263800144,72.336
2/19/1924,12725.82379,1,6.547600269,72.928
2/20/1924,12663.46202,1,6.546299934,72.874
2/21/1924,12590.94097,1,6.278600216,72.365
2/22/1924,12509.03381,1,5.628000259,72.476
2/23/1924,12418.51372,1,5.112100124,72.037
2/24/1924,12320.15387,1,4.781000137,71.702
2/25/1924,12214.72743,1,4.949800014,71.907
2/26/1924,12103.00758,1,5.120100021,72.155
2/27/1924,11985.76749,1,5.325099945,72.309
2/28/1924,11863.78033,1,5.611999989,72.235
2/29/1924,11737.81928,1,5.999700069,72.568
3/1/1924,11608.6575,1,6.322899818,74.582
3/2/1924,11477.06818,1,6.567699909,76.22
3/3/1924,11343.82448,1,6.608300209,75.078
3/4/1924,11209.69958,1,6.420700073,74.086
3/5/1924,11075.46665,1,6.041699886,74.239
3/6/1924,10941.89887,1,5.460800171,74.458
3/7/1924,10809.7694,1,4.687600136,75.216
3/8/1924,10679.85142,1,4.303600311,74.98
3/9/1924,10552.91811,1,4.186299801,74.184
3/10/1924,10429.74263,1,4.067500114,73.868
3/11/1924,10311.09816,1,3.913599968,73.859
3/12/1924,10197.75788,1,3.745900154,73.395
3/13/1924,10090.49495,1,3.779799938,73.499
3/14/1924,9990.082546,1,3.970099926,74.04
3/15/1924,9897.293846,1,4.299600124,73.959
3/16/1924,9812.028835,1,4.782600403,74.044
3/17/1924,9729.487758,1,5.289000034,73.991
3/18/1924,9648.7175,1,5.62899971,74.499
3/19/1924,9569.601041,1,5.864500046,75.329
3/20/1924,9492.02136,1,5.778699875,76.062
3/21/1924,9415.861438,1,5.512700081,76.859
3/22/1924,9341.004253,1,5.512899876,77.45
3/23/1924,9267.332786,1,5.854599953,77.947
3/24/1924,9194.730015,1,6.023499966,78.374
3/25/1924,9123.07892,1,6.04640007,78.373
3/26/1924,9052.262482,1,5.894000053,78.151
3/27/1924,8982.163679,1,5.682299614,78.086
3/28/1924,8912.665491,1,5.507899761,77.828
3/29/1924,8843.650898,1,5.416199684,77.84
3/30/1924,8775.002879,1,5.394899845,77.737
3/31/1924,8706.604414,1,5.383100033,77.663
4/1/1924,8638.338482,1,5.199300289,77.744
4/2/1924,8570.088064,1,5.129600048,78.21
4/3/1924,8501.736137,1,4.784800053,78.858
4/4/1924,8433.165683,1,4.920399666,78.914
4/5/1924,8364.25968,1,5.01279974,79.707
4/6/1924,8294.901109,1,4.910999775,79.987
4/7/1924,8224.972948,1,5.008500099,80.464
4/8/1924,8154.358178,1,4.809999943,80.548
4/9/1924,8082.939778,1,4.524800301,80.459
4/10/1924,8010.600727,1,4.182299614,80.013
4/11/1924,7937.224005,1,3.96750021,80.22
4/12/1924,7862.692592,1,3.873999834,80.04
4/13/1924,7786.889467,1,3.9781003,79.991
4/14/1924,7709.69761,1,4.268599987,79.216
4/15/1924,7631,1,4.725699902,77.518
4/16/1924,7549.701098,1,5.041499615,77.445
4/17/1924,7464.993512,1,5.227799892,78.865
4/18/1924,7377.192439,1,5.806399822,80.191
4/19/1924,7286.613077,1,6.517399788,81.602
4/20/1924,7193.570625,1,7.047200203,82.705
4/21/1924,7098.380282,1,7.015299797,83.111
4/22/1924,7001.357246,1,7.267000198,83.923
4/23/1924,6902.816715,1,6.911200047,84.172
4/24/1924,6803.073887,1,6.338000298,83.379
4/25/1924,6702.443961,1,5.680699825,82.96
4/26/1924,6601.242135,1,5.139200211,82.648
4/27/1924,6499.783608,1,5.105800152,82.545
4/28/1924,6398.383578,1,4.997399807,82.07
4/29/1924,6297.357243,1,4.959100246,81.578
4/30/1924,6197.019801,1,4.802599907,81.597
5/1/1924,6097.686452,1,5.076200008,82.157
5/2/1924,5999.672392,1,5.359600067,82.38
5/3/1924,5903.292822,1,5.638200283,82.736
5/4/1924,5808.862938,1,5.657999992,82.846
5/5/1924,5716.69794,1,5.731499672,83.203
5/6/1924,5627.113026,1,5.49420023,83.491
5/7/1924,5540.423393,1,5.460900307,83.965
5/8/1924,5456.944241,1,5.21750021,84.522
5/9/1924,5376.990768,1,4.838300228,84.944
5/10/1924,5300.878172,1,4.428600311,84.471
5/11/1924,5228.921652,1,4.177700043,84.146
5/12/1924,5161.436405,1,4.358299732,83.944
5/13/1924,5098.737631,1,4.535399914,83.679
5/14/1924,5041.140527,1,4.784500122,83.812
5/15/1924,4988.960292,1,5.033800125,84.356
5/16/1924,4941.755253,1,5.971099854,85.183
5/17/1924,4895.221859,1,7.003000259,86.415
5/18/1924,4848.720322,1,7.699399948,87.317
5/19/1924,4802.359113,1,8.024299622,88.443
5/20/1924,4756.2467,1,8.072299957,88.751
5/21/1924,4710.491556,1,7.925799847,88.884
5/22/1924,4665.202149,1,7.495899677,89.084
5/23/1924,4620.48695,1,6.67689991,88.983
5/24/1924,4576.454429,1,5.719399929,88.49
5/25/1924,4533.213056,1,5.368700027,87.752
5/26/1924,4490.871301,1,5.125,87.345
5/27/1924,4449.537635,1,4.857699871,86.69
5/28/1924,4409.320527,1,4.595099926,86.904
5/29/1924,4370.328447,1,5.174399853,87.77
5/30/1924,4332.669866,1,5.509799957,88.176
5/31/1924,4296.453254,1,5.910900116,88.228
6/1/1924,4261.78708,1,6.067299843,88.802
6/2/1924,4228.779816,1,6.232300282,89.384
6/3/1924,4197.539931,1,6.184899807,90.11
6/4/1924,4168.175895,1,6.071400166,90.377
6/5/1924,4140.796178,1,5.870900154,90.519
6/6/1924,4115.509251,1,5.727799892,90.331
6/7/1924,4092.423583,1,5.302600384,89.704
6/8/1924,4071.647645,1,4.846400261,89.523
6/9/1924,4053.289907,1,4.710599899,89.096
6/10/1924,4037.458839,1,4.735800266,88.385
6/11/1924,4024.26291,1,4.750800133,88.392
6/12/1924,4013.810592,1,4.724500179,88.56
6/13/1924,4006.210354,1,5.790800095,89.266
6/14/1924,4001.570667,1,6.88010025,89.556
6/15/1924,4000,1,7.709300041,90.067
6/16/1924,4000,1,8.256400108,90.647
6/17/1924,4000,1,8.576700211,90.911
6/18/1924,4000,1,8.436900139,91.164
6/19/1924,4000,1,7.953800201,91.322
6/20/1924,4000,1,7.532999992,92.064
6/21/1924,4000,1,6.500999928,90.199
6/22/1924,4000,1,5.663600445,89.381
6/23/1924,4000,1,5.19630003,88.797
6/24/1924,4000,1,4.754899979,88.16
6/25/1924,4000,1,4.386600018,88.027
6/26/1924,4000,1,4.786100388,87.802
6/27/1924,4000,1,5.220399857,87.629
6/28/1924,4000,1,5.721400261,88.208
6/29/1924,4000,1,6.010800362,88.908
6/30/1924,4000,0,6.292599678,89.106
7/1/1924,4000,0,6.454699993,89.519
7/2/1924,4000,0,6.458800316,90.644
7/3/1924,4000,0,6.420899868,90.769
7/4/1924,4000,0,6.099400043,90.317
7/5/1924,4000,0,6.00369978,89.658
7/6/1924,4000,0,5.596600056,89.53
7/7/1924,4000,0,5.044000149,89.498
7/8/1924,4000,0,4.89289999,89.16
7/9/1924,4000,0,4.736599922,88.579
7/10/1924,4000,0,4.90599966,88.438
7/11/1924,4000,0,5.313300133,88.845
7/12/1924,4000,0,6.274199963,89.137
7/13/1924,4000,0,7.128399849,89.305
7/14/1924,4000,0,7.874400139,89.607
7/15/1924,4000,0,8.364600182,89.902
