,NDOI,smscg,tide,X2_DIS
9/8/1965,12059.50077,1,5.816999912,79.9537136
9/9/1965,12072.2639,1,5.736700058,79.61744843
9/10/1965,12081.44698,1,5.615799904,79.16340185
9/11/1965,12088.07771,1,5.180500031,78.58334598
9/12/1965,12092.80069,1,4.660200119,78.45506015
9/13/1965,12096.02476,1,4.46420002,78.09486309
9/14/1965,12098.0041,1,4.526899815,77.56016307
9/15/1965,12098.88308,1,4.831600189,77.7862269
9/16/1965,12098.71953,1,4.979100227,78.54728448
9/17/1965,12097.49316,1,5.166899681,77.77192847
9/18/1965,12095.10146,1,5.520299911,77.7388342
9/19/1965,12091.34166,1,5.750900269,76.57236952
9/20/1965,12085.87347,1,6.190299988,75.78021532
9/21/1965,12078.14992,1,6.697799683,75.25772304
9/22/1965,12067.29069,1,6.991700172,75.07723203
9/23/1965,12051.84214,1,6.925499916,76.16645752
9/24/1965,12029.29691,1,6.627099991,76.59289306
9/25/1965,11995.05786,1,5.979499817,77.32724071
9/26/1965,11939.97294,1,5.823900223,78.08160958
9/27/1965,11843.65387,1,5.966500282,77.36313966
9/28/1965,11652.75953,1,5.822999954,76.0087256
9/29/1965,11188.11141,1,5.520499706,75.43790891
9/30/1965,9500.381679,1,5.065999985,75.10389925
10/1/1965,7782.222649,1,4.650800228,74.74612352
10/2/1965,7295.29693,1,4.415500164,75.0973184
10/3/1965,7092.620288,1,4.181600094,74.82024539
10/4/1965,6989.649056,1,4.462800026,74.76390207
10/5/1965,6930.574592,1,4.666200161,74.55172305
10/6/1965,6893.864116,1,4.776400089,75.26787286
10/7/1965,6869.794483,1,4.870699883,76.68652681
10/8/1965,6853.465476,1,4.786700249,78.09953591
10/9/1965,6842.202945,1,4.729699612,78.88156727
10/10/1965,6834.461597,1,4.967400074,78.78247095
10/11/1965,6829.314681,1,5.399600029,78.55789675
10/12/1965,6826.198798,1,5.843899727,79.93470297
10/13/1965,6824.779667,1,6.03550005,80.53330312
10/14/1965,6824.879924,1,6.099599838,80.75028168
10/15/1965,6826.441576,1,5.980899811,80.49893687
10/16/1965,6829.510184,1,5.791200161,80.01641428
10/17/1965,6834.235308,1,5.635400295,79.99335218
10/18/1965,6840.886368,1,5.545599937,79.94304601
10/19/1965,6849.887153,1,5.619499683,79.61163343
10/20/1965,6861.877323,1,5.713400364,79.67637729
10/21/1965,6877.81769,1,5.782999992,80.11860986
10/22/1965,6899.172148,1,5.825399876,80.62444815
10/23/1965,6928.232249,1,5.988100052,81.59739435
10/24/1965,6968.724111,1,6.605500221,82.0516838
10/25/1965,7027.014181,1,6.773499966,82.57148132
10/26/1965,7114.695038,1,6.724499702,82.39482297
10/27/1965,7254.699872,1,6.371400356,82.23520797
10/28/1965,7497.747926,1,5.931200027,82.23796779
10/29/1965,7975.220926,1,5.303900242,82.0839267
10/30/1965,9121.476464,1,4.682499886,81.87775324
10/31/1965,13165.29154,1,4.206000328,80.87526312
11/1/1965,17137.40948,1,4.08880043,79.94462529
11/2/1965,18230.97689,1,4.062399864,78.52224383
11/3/1965,18680.26219,1,4.330499649,76.89169664
11/4/1965,18906.96742,1,4.379299641,75.48509795
11/5/1965,19036.63311,1,4.476500034,75.23740413
11/6/1965,19117.24459,1,4.742300034,75.62393238
11/7/1965,19170.3426,1,5.65199995,75.54476908
11/8/1965,19206.7481,1,6.314599991,74.89475602
11/9/1965,19232.36395,1,6.899999619,74.49744313
11/10/1965,19250.61356,1,7.254100323,74.4192628
11/11/1965,19263.57148,1,7.371399879,73.49784438
11/12/1965,19272.52845,1,7.151499748,73.55645843
11/13/1965,19278.28978,1,6.714099884,75.23880866
11/14/1965,19281.33835,1,6.168000221,75.05389016
11/15/1965,19281.9229,1,5.586200237,71.44592952
11/16/1965,19280.10112,1,5.226099968,70.2162246
11/17/1965,19275.75041,1,5.257999897,70.32606278
11/18/1965,19268.54964,1,5.570500374,69.35331503
11/19/1965,19257.927,1,5.42179966,67.9070747
11/20/1965,19242.95864,1,6.265100002,68.13236289
11/21/1965,19222.18501,1,6.911300182,68.76841703
11/22/1965,19193.27665,1,7.263200283,69.73918109
11/23/1965,19152.40306,1,7.275300026,69.89049305
11/24/1965,19092.97118,1,7.116099834,70.11821553
11/25/1965,19002.9053,1,6.765100002,68.68338519
11/26/1965,18858.17677,1,6.15899992,67.73408749
11/27/1965,18605.26771,1,5.568399906,67.26711874
11/28/1965,18104.17336,1,4.92320013,67.10765506
11/29/1965,16884.6171,1,4.258000374,67.21201579
11/30/1965,12454.98956,1,4.061400414,66.33105413
12/1/1965,7945.469965,1,3.935199738,65.27816874
12/2/1965,6667.357166,1,3.882100105,65.92482872
12/3/1965,6135.184746,1,4.072999954,67.3454839
12/4/1965,5864.585277,1,4.664099693,68.78235403
12/5/1965,5709.066612,1,5.643899918,70.42144886
12/6/1965,5612.093776,1,6.608099937,72.61379575
12/7/1965,5548.123358,1,7.345900059,74.97935213
12/8/1965,5504.265214,1,7.999700069,77.32377254
12/9/1965,5473.465428,1,8.327799797,79.86566358
12/10/1965,5451.62489,1,8.240300179,80.07564516
12/11/1965,5436.25762,1,7.784200191,80.45845668
12/12/1965,5425.817938,1,7.074399948,80.42574246
12/13/1965,5419.343944,1,6.124899864,80.12780312
12/14/1965,5416.2622,1,5.397099972,79.94350659
12/15/1965,5416.280958,1,5.097499847,79.61081071
12/16/1965,5419.336871,1,4.750499725,79.30406443
12/17/1965,5425.578876,1,5.274799824,80.00427516
12/18/1965,5435.384004,1,6.116899967,79.98597683
12/19/1965,5449.408283,1,6.675600052,80.53445335
12/20/1965,5468.685535,1,7.169300079,81.74712552
12/21/1965,5494.801599,1,7.310100079,83.09354551
12/22/1965,5530.198924,1,7.256599903,83.17275403
12/23/1965,5578.722642,1,7.140600204,82.45443512
12/24/1965,5646.64367,1,6.71420002,82.8776457
12/25/1965,5744.692938,1,6.363999844,82.74914526
12/26/1965,5892.425269,1,5.77120018,82.24451542
12/27/1965,6128.539459,1,5.007499695,82.62836855
12/28/1965,6538.636187,1,4.263299942,85.00981743
12/29/1965,7344.46801,1,3.94810009,83.4226678
12/30/1965,9279.182681,1,3.622900009,81.90329747
12/31/1965,16104.73603,1,3.399600029,80.66279482
1/1/1966,22930.31467,1,4.056400299,79.40763489
1/2/1966,24865.10968,1,5.118599892,77.4132147
1/3/1966,25671.08446,1,6.131100178,77.3805927
1/4/1966,26081.3957,1,7.045100212,77.58765851
1/5/1966,26317.80653,1,7.978199959,76.11629119
1/6/1966,26465.93023,1,8.585500717,73.42395826
1/7/1966,26564.48071,1,8.775000572,72.97704326
1/8/1966,26633.03106,1,8.49489975,71.45084355
1/9/1966,26682.33442,1,7.967000008,69.50931478
1/10/1966,26718.68895,1,7.000299931,68.14450319
1/11/1966,26745.9735,1,5.683099747,66.17278946
1/12/1966,26766.67263,1,5.143399715,64.77953521
1/13/1966,26782.42532,1,4.561399937,63.96191848
1/14/1966,26794.33326,1,4.91989994,63.37594425
1/15/1966,26803.14019,1,5.512700081,63.51595018
1/16/1966,26809.33814,1,6.108799934,63.6414388
1/17/1966,26813.22919,1,6.548000336,64.1904358
1/18/1966,26814.95752,1,6.78249979,64.97676373
1/19/1966,26814.51819,1,6.825699806,64.11477083
1/20/1966,26811.74328,1,6.940499783,64.06853335
1/21/1966,26806.25927,1,6.772099972,63.57658424
1/22/1966,26797.4004,1,6.573500156,63.1829601
1/23/1966,26784.04444,1,6.167499542,62.68624968
1/24/1966,26764.29805,1,5.554399967,61.99800042
1/25/1966,26734.86575,1,4.838600159,62.02133443
1/26/1966,26689.69166,1,4.152900219,62.65266919
1/27/1966,26616.7434,1,3.716700077,61.21940622
1/28/1966,26489.35829,1,3.300699711,60.29915711
1/29/1966,26238.41518,1,3.647500038,61.38834449
1/30/1966,25635.3297,1,4.383500099,60.7993394
1/31/1966,23507.09408,1,5.289700031,61.45446179
2/1/1966,21495.76484,1,6.273599625,63.07586482
2/2/1966,20975.60344,1,7.235099792,63.64583047
2/3/1966,20767.75571,1,8.023799896,65.48208483
2/4/1966,20664.45847,1,8.471700668,65.84661629
2/5/1966,20605.86321,1,8.503399849,65.26481645
2/6/1966,20569.53814,1,8.161299706,65.47529844
2/7/1966,20545.53934,1,7.343500137,64.98488263
2/8/1966,20528.9094,1,6.069600105,64.06704815
2/9/1966,20516.95144,1,5.209599972,63.32238542
2/10/1966,20508.09557,1,4.711899757,62.95462194
2/11/1966,20501.37677,1,4.933000088,63.09388869
2/12/1966,20496.17441,1,5.176300049,63.39069536
2/13/1966,20492.07345,1,5.386699677,63.60884293
2/14/1966,20488.78629,1,5.599199772,64.89615424
2/15/1966,20486.10651,1,5.801800251,64.72814521
2/16/1966,20483.88008,1,5.980400085,64.98137281
2/17/1966,20481.98632,1,6.221800327,65.91658607
2/18/1966,20480.32404,1,6.274600029,66.07753586
2/19/1966,20478.79973,1,6.154700279,66.15865257
2/20/1966,20477.31493,1,5.952899933,64.36942237
2/21/1966,20475.74855,1,5.524100304,64.46117013
2/22/1966,20473.92611,1,4.838799953,65.06721899
2/23/1966,20471.55661,1,4.211100101,64.24510786
2/24/1966,20468.08375,1,3.808799744,64.05624881
2/25/1966,20462.27924,1,3.77210021,64.01129049
2/26/1966,20450.89374,1,4.061800003,63.19900646
2/27/1966,20422.67981,1,4.318200111,62.95505758
2/28/1966,20313.8687,1,4.77519989,63.97912862
3/1/1966,20198.74522,1,5.39440012,65.65731191
3/2/1966,20166.08077,1,6.133699894,66.11837556
3/3/1966,20152.42698,1,6.878700256,64.93047199
3/4/1966,20145.41542,1,7.40569973,66.25114448
3/5/1966,20141.30157,1,7.693600178,66.25131356
3/6/1966,20138.63618,1,7.525700092,66.63226861
3/7/1966,20136.75988,1,6.872799873,66.15780532
3/8/1966,20135.33477,1,5.933899879,66.01507387
3/9/1966,20134.17,1,5.464800358,65.74773452
3/10/1966,20133.14771,1,5.647299767,65.39640304
3/11/1966,20132.18806,1,5.629000187,65.61059474
3/12/1966,20131.23116,1,5.450200081,65.35304305
3/13/1966,20130.22665,1,5.160300255,64.77202005
3/14/1966,20129.12693,1,4.92869997,64.6781232
3/15/1966,20127.88197,1,4.867599964,65.21680428
3/16/1966,20126.43431,1,4.986799717,63.8748726
3/17/1966,20124.71339,1,5.186300278,64.12661983
3/18/1966,20122.62808,1,5.291900158,65.47173298
3/19/1966,20120.05584,1,5.333899975,64.18406821
3/20/1966,20116.82616,1,5.168799877,63.95374558
3/21/1966,20112.69384,1,4.926400185,63.96161257
3/22/1966,20107.29395,1,4.476500034,64.49641538
3/23/1966,20100.06245,1,4.310299873,65.2215935
3/24/1966,20090.08838,1,4.503800392,65.50620142
3/25/1966,20075.82069,1,4.915100098,65.19379849
3/26/1966,20054.44005,1,5.055799961,64.79725129
3/27/1966,20020.37381,1,5.142399788,64.84729425
3/28/1966,19961.30206,1,5.156000137,64.93096584
3/29/1966,19845.31664,1,5.242499828,65.45690139
3/30/1966,19566.93257,1,5.472499847,65.29971594
3/31/1966,18584.89366,1,5.815200329,66.35370676
4/1/1966,17620.24416,1,6.151099682,65.77716123
4/2/1966,17354.58489,1,6.356400013,66.46561234
4/3/1966,17245.31912,1,6.234200001,67.60134757
4/4/1966,17190.027,1,5.924599648,67.38361804
4/5/1966,17158.209,1,5.957300186,67.56078198
4/6/1966,17138.1973,1,6.443900108,67.72840194
4/7/1966,17124.74306,1,6.440199852,67.92782572
4/8/1966,17115.19684,1,6.614900112,67.82622654
4/9/1966,17108.09867,1,6.230799675,68.05604986
4/10/1966,17102.58441,1,5.722199917,67.66107145
4/11/1966,17098.1093,1,5.094799995,67.28573439
4/12/1966,17094.30818,1,4.581899643,67.24386769
4/13/1966,17090.91941,1,4.262599945,65.93857236
4/14/1966,17087.74024,1,4.340800285,65.95863717
4/15/1966,17084.59816,1,4.423799992,66.60964376
4/16/1966,17081.3297,1,4.503200054,66.95074275
4/17/1966,17077.76195,1,4.46570015,67.25135256
4/18/1966,17073.69244,1,4.368999958,67.61220329
4/19/1966,17068.86307,1,4.640100002,67.19328006
4/20/1966,17062.92136,1,5.236499786,67.02569408
4/21/1966,17055.35773,1,5.631100178,67.26645505
4/22/1966,17045.39612,1,6.053999901,67.85549086
4/23/1966,17031.79146,1,6.080599785,68.04556437
4/24/1966,17012.42751,1,6.207199574,68.82342472
4/25/1966,16983.4524,1,6.072000027,68.75890728
4/26/1966,16937.22411,1,5.872000217,68.61005799
4/27/1966,16856.7442,1,5.630700111,68.73780726
4/28/1966,16697.56758,1,5.406300068,68.46436018
4/29/1966,16310.43058,1,5.386400223,67.84819837
4/30/1966,14904.54873,1,5.544799805,67.29503311
5/1/1966,13473.29408,1,5.547199726,67.80312278
5/2/1966,13067.51883,1,5.53579998,68.65152241
5/3/1966,12898.38334,1,6.376299858,69.76362582
5/4/1966,12812.14628,1,7.061499596,70.53284567
5/5/1966,12762.29706,1,7.220999718,71.81158812
5/6/1966,12730.87197,1,7.247300148,71.76466165
5/7/1966,12709.7391,1,6.941699982,72.55638133
5/8/1966,12694.77719,1,6.626399994,73.30512161
5/9/1966,12683.7107,1,5.891200066,73.47028665
5/10/1966,12675.19354,1,5.187299728,70.9777985
5/11/1966,12668.38089,1,4.507599831,70.65504245
5/12/1966,12662.71242,1,4.286099911,70.34962818
5/13/1966,12657.79482,1,4.261300087,70.12315536
5/14/1966,12653.33369,1,4.223400116,69.85105857
5/15/1966,12649.09116,1,4.202799797,70.00073418
5/16/1966,12644.85662,1,4.227799892,70.24969287
5/17/1966,12640.42369,1,4.920000076,70.93248412
5/18/1966,12635.56831,1,5.753000259,72.626363
5/19/1966,12630.02357,1,6.277900219,73.90282014
5/20/1966,12623.44593,1,6.889699936,75.37222658
5/21/1966,12615.36412,1,7.149000168,75.85949016
5/22/1966,12605.0958,1,7.176400185,75.71230136
5/23/1966,12591.60246,1,7.100300312,75.99204207
5/24/1966,12573.22074,1,6.945799828,75.43438911
5/25/1966,12547.13097,1,6.453100204,75.00063186
5/26/1966,12508.21927,1,5.796999931,74.49378323
5/27/1966,12446.38829,1,5.5552001,73.83157527
5/28/1966,12339.32574,1,5.468500137,73.4323297
5/29/1966,12129.25484,1,5.375,73.24514298
5/30/1966,11625.18511,1,5.575100422,73.02964532
5/31/1966,9847.140856,1,6.525599957,73.63032076
6/1/1966,8100.620797,1,7.205800056,74.52250443
6/2/1966,7619.716528,1,7.482300282,75.98089647
6/3/1966,7422.037462,1,7.602700233,77.15074933
6/4/1966,7322.157182,1,7.38409996,77.84222121
6/5/1966,7264.866562,1,6.940999985,78.78433727
6/6/1966,7229.054575,1,6.542300224,79.35539784
6/7/1966,7205.235014,1,6.066599846,79.15205003
6/8/1966,7188.631784,1,5.33220005,78.79331145
6/9/1966,7176.627082,1,4.562300205,78.26552351
6/10/1966,7167.687969,1,4.336100101,77.48574172
6/11/1966,7160.867667,1,4.15199995,76.08079985
6/12/1966,7155.554938,1,3.982700109,76.41393257
6/13/1966,7151.33984,1,3.929499865,77.56030227
6/14/1966,7147.937817,1,4.800600052,78.93577568
6/15/1966,7145.144707,1,5.694099903,80.48544909
6/16/1966,7142.808821,1,6.457900047,81.3431093
6/17/1966,7140.812728,1,7.218100071,81.70491019
6/18/1966,7139.06055,1,7.715100288,82.22496133
6/19/1966,7137.468125,1,7.961100101,82.91442289
6/20/1966,7135.954071,1,7.93930006,83.01865931
6/21/1966,7134.429729,1,7.71600008,82.67350902
6/22/1966,7132.785125,1,7.439099789,82.22843374
6/23/1966,7130.865628,1,6.595600128,82.18464925
6/24/1966,7128.427774,1,5.884500027,81.73504551
6/25/1966,7125.046044,1,5.548900127,81.61109385
6/26/1966,7119.89283,1,5.103599548,81.43614885
6/27/1966,7111.143646,1,5.454699993,81.69285722
6/28/1966,7094.045391,1,6.312900066,82.17179816
6/29/1966,7052.65574,1,6.917099953,82.54333294
6/30/1966,6902.544039,1,7.276299953,82.82789488
7/1/1966,6749.734706,0,7.431099892,83.18371966
7/2/1966,6706.390891,0,7.41590023,83.71753234
7/3/1966,6688.293149,0,7.178800106,83.50200553
7/4/1966,6679.025369,0,6.774800301,83.78241506
7/5/1966,6673.619026,0,6.335299969,83.60715278
7/6/1966,6670.15271,0,5.966700077,83.20053178
7/7/1966,6667.753951,0,5.223100185,82.61664282
7/8/1966,6665.977564,0,4.527300358,82.25822851
7/9/1966,6664.574292,0,4.182899952,81.90548051
7/10/1966,6663.392672,0,3.823400021,81.43089747
7/11/1966,6662.332919,0,3.929499626,81.63684153
7/12/1966,6661.323231,0,4.321300507,81.90259451
7/13/1966,6660.306498,0,5.112800121,82.36472229
7/14/1966,6659.231987,0,6.024000168,82.63832724
7/15/1966,6658.049343,0,6.935500145,83.50881344
7/16/1966,6656.703366,0,7.659000397,84.04032148
7/17/1966,6655.128455,0,8.161699295,84.46025431
7/18/1966,6653.24165,0,8.37749958,84.72775219
7/19/1966,6650.932858,0,8.25549984,84.97994816
7/20/1966,6648.050036,0,7.765300274,85.1697277
7/21/1966,6644.375481,0,7.207499981,85.50612297
7/22/1966,6639.586011,0,6.026100159,85.02410772
7/23/1966,6633.182773,0,5.593699932,84.78557699
7/24/1966,6624.360657,0,5.136500359,84.32276423
7/25/1966,6611.749379,0,5.63629961,84.12385084
7/26/1966,6592.858665,0,5.836099625,84.18463089
7/27/1966,6562.766691,0,6.28069973,84.3581243
7/28/1966,6510.592872,0,6.665100098,84.30677377
7/29/1966,6408.157269,0,6.881500244,84.10279989
7/30/1966,6162.300644,0,6.997700214,84.25519711
7/31/1966,5295.012398,0,6.893599987,84.31618842
8/1/1966,4427.727682,0,6.700099945,84.73109452
8/2/1966,4181.882269,0,6.395599842,85.20117783
8/3/1966,4079.466618,0,5.764500141,85.10379662
8/4/1966,4027.322737,0,5.480000019,84.88660064
8/5/1966,3997.272164,0,4.716199875,85.09603534
8/6/1966,3978.436071,0,4.230900288,84.95529983
8/7/1966,3965.894745,0,3.743099928,84.92469857
8/8/1966,3957.160459,0,3.720700264,85.22393847
8/9/1966,3950.866032,0,4.316699982,85.71255251
8/10/1966,3946.210154,0,4.82159996,86.11046294
8/11/1966,3942.698678,0,5.265599728,86.64012935
8/12/1966,3940.014299,0,6.135400295,87.07778856
8/13/1966,3937.946732,0,6.97179985,87.22140335
8/14/1966,3936.353406,0,7.6802001,87.44614536
8/15/1966,3935.136467,0,8.151499748,87.84613621
8/16/1966,3934.229007,0,8.216300011,88.08370318
8/17/1966,3933.586798,0,7.743299961,88.12957825
8/18/1966,3933.183602,0,6.937700272,88.43577272
8/19/1966,3933.009094,0,6.29279995,88.34301627
8/20/1966,3933.069138,0,5.541100025,88.30630101
8/21/1966,3933.388736,0,5.381199837,88.14829205
8/22/1966,3934.018897,0,5.592400074,88.04538524
8/23/1966,3935.050164,0,5.712100029,87.66877869
8/24/1966,3936.638923,0,5.610599995,87.27214822
8/25/1966,3939.060461,0,5.810899734,87.21607758
8/26/1966,3942.823412,0,6.032299995,87.51389182
8/27/1966,3948.940968,0,6.227599621,87.81928854
8/28/1966,3959.660833,0,6.264900208,88.08921902
8/29/1966,3980.812728,0,6.157000065,88.21727187
8/30/1966,4031.678784,0,6.010499954,88.54840011
8/31/1966,4211.212231,0,5.497099876,88.61785703
9/1/1966,4387.571,1,4.999899864,88.2837092
9/2/1966,4436.125109,1,4.476699829,88.27029388
9/3/1966,4456.074186,1,4.088900089,87.89282101
9/4/1966,4466.141509,1,3.985500097,87.35040483
9/5/1966,4471.901062,1,4.106599808,87.45325443
9/6/1966,4475.483464,1,4.333299637,87.4311672
9/7/1966,4477.845238,1,4.626199722,87.58353972
9/8/1966,4479.466992,1,5.090999603,87.31632991
9/9/1966,4480.611009,1,5.277200222,87.46946539
9/10/1966,4481.429535,1,6.016799927,87.53004177
9/11/1966,4482.014993,1,6.75880003,87.70549075
9/12/1966,4482.425082,1,7.302000046,87.56572521
9/13/1966,4482.696063,1,7.454299927,87.7916413
9/14/1966,4482.850028,1,7.103600025,88.17149946
9/15/1966,4482.898876,1,6.496200085,88.51017687
9/16/1966,4482.846309,1,5.936599731,88.90426334
9/17/1966,4482.688431,1,6.184100151,88.85993457
9/18/1966,4482.413122,1,6.21999979,89.07497557
9/19/1966,4481.998026,1,5.93419981,89.17163148
9/20/1966,4481.406526,1,5.631000042,88.73312251
9/21/1966,4480.580413,1,5.338299751,88.24240243
9/22/1966,4479.4265,1,4.964300156,87.53028669
9/23/1966,4477.791316,1,5.141799927,87.33863463
9/24/1966,4475.410502,1,5.233200073,87.07692264
9/25/1966,4471.799683,1,5.276099682,86.95150356
9/26/1966,4465.994854,1,5.286900043,86.99557733
9/27/1966,4455.848767,1,5.193900108,87.37633468
9/28/1966,4435.743963,1,4.867599964,87.92310294
9/29/1966,4386.811156,1,4.539199829,88.62369653
9/30/1966,4209.077204,1,4.501300335,88.22683659
10/1/1966,4028.144437,1,4.857700348,88.48032006
10/2/1966,3976.883616,1,5.004399776,88.83649191
10/3/1966,3955.570104,1,5.104500294,89.141958
10/4/1966,3944.771623,1,5.065999985,88.88498912
10/5/1966,3938.613242,1,5.021099567,88.69768901
10/6/1966,3934.830021,1,5.054399967,88.70463651
10/7/1966,3932.40122,1,5.223499775,88.50293647
10/8/1966,3930.81466,1,5.364300251,88.11678901
10/9/1966,3929.793423,1,5.749899864,88.27012629
10/10/1966,3929.180536,1,6.090900421,89.19273816
10/11/1966,3928.885531,1,6.160200119,89.83218292
10/12/1966,3928.857979,1,6.034900188,89.93187493
10/13/1966,3929.073911,1,5.973700047,89.03205616
10/14/1966,3929.528994,1,6.830999851,89.38391075
10/15/1966,3930.235665,1,7.263800144,90.25987166
10/16/1966,3931.223033,1,7.26309967,90.67976824
10/17/1966,3932.53922,1,6.95320034,90.82837059
10/18/1966,3934.256467,1,6.324500084,90.4929204
10/19/1966,3936.480037,1,5.597500324,90.75084265
10/20/1966,3939.363016,1,4.967400074,90.45742216
10/21/1966,3943.130964,1,4.54240036,89.41514455
10/22/1966,3948.124059,1,4.446199894,88.44331561
10/23/1966,3954.871911,1,4.588700294,88.37525149
10/24/1966,3964.233208,1,4.651500225,88.46174207
10/25/1966,3977.672912,1,4.516899586,88.90079017
10/26/1966,3997.856563,1,4.525000095,89.12438244
10/27/1966,4030.055421,1,4.863200188,89.26728301
10/28/1966,4085.925572,1,5.308200359,89.7015939
10/29/1966,4195.658646,1,5.818899632,89.71832571
10/30/1966,4459.068033,1,6.115399837,89.69810217
10/31/1966,5388.313071,1,6.224999905,90.33254335
11/1/1966,6301.194538,1,6.246799946,90.56223051
11/2/1966,6552.852973,1,6.103099823,90.11334801
11/3/1966,6656.74455,1,5.82790041,89.66775904
11/4/1966,6709.815894,1,5.539299965,88.89212331
11/5/1966,6740.965731,1,5.286099911,88.06937011
11/6/1966,6761.281154,1,5.0479002,88.32979786
11/7/1966,6775.785026,1,5.145900249,87.71579499
11/8/1966,6787.052714,1,5.533299923,87.12112375
11/9/1966,6796.549601,1,5.625299931,86.80305436
11/10/1966,6805.197217,1,6.389800072,87.15350188
11/11/1966,6813.640811,1,7.367599964,88.04440984
11/12/1966,6822.389806,1,7.851200104,88.31176676
11/13/1966,6831.901126,1,8.072199821,88.55759956
11/14/1966,6842.637427,1,7.770100117,88.82617922
11/15/1966,6855.117293,1,7.139999866,88.96674342
11/16/1966,6869.968914,1,6.422399998,88.28870614
11/17/1966,6887.998192,1,5.583199978,87.64696514
11/18/1966,6910.285407,1,4.763100147,86.40234204
11/19/1966,6938.332719,1,4.361299515,86.70685917
11/20/1966,6974.301399,1,4.241300106,86.05502313
11/21/1966,7021.41163,1,4.181200027,84.73840194
11/22/1966,7084.649418,1,4.296000004,83.60871197
11/23/1966,7172.085975,1,4.248699665,83.18889825
11/24/1966,7297.503102,1,5.028400421,83.49668884
11/25/1966,7486.043877,1,5.713900089,83.4880028
11/26/1966,7787.645893,1,6.278599739,84.35558965
11/27/1966,8313.441236,1,6.815400124,85.07195158
11/28/1966,9354.058998,1,7.058599949,85.7620669
11/29/1966,11885.61002,1,7.249000072,85.53140621
11/30/1966,21079.53476,1,7.216400146,85.00033341
12/1/1966,30439.36025,1,6.906699657,84.10733163
12/2/1966,33092.70824,1,6.395199776,82.26597932
12/3/1966,34198.29281,1,5.732599735,77.9152246
12/4/1966,34761.49807,1,5.047499657,74.73542886
12/5/1966,35086.45007,1,4.946499825,71.97452826
12/6/1966,35290.58097,1,4.836000443,69.27064151
12/7/1966,35427.01735,1,5.184300423,65.8181657
12/8/1966,35522.64658,1,6.367799759,63.85858828
12/9/1966,35592.27163,1,7.259900093,63.95523938
12/10/1966,35644.59951,1,7.907700062,63.90567653
12/11/1966,35685.0364,1,8.235300064,63.63376999
12/12/1966,35717.09823,1,8.096400261,63.49627265
12/13/1966,35743.16997,1,7.721500397,62.87270191
12/14/1966,35764.93782,1,7.213399887,61.5930189
12/15/1966,35783.64856,1,6.443699837,60.75093003
12/16/1966,35800.27435,1,5.5145998,60.15629527
12/17/1966,35815.62549,1,4.60130024,59.07139837
12/18/1966,35830.43642,1,4.188499928,57.74996978
12/19/1966,35845.44224,1,3.849900007,57.04103743
12/20/1966,35861.46149,1,3.519000053,56.37679563
12/21/1966,35879.50376,1,3.752399921,56.26792609
12/22/1966,35900.932,1,4.554900169,56.82601665
12/23/1966,35927.73456,1,5.397400379,57.94944617
12/24/1966,35963.02021,1,6.058900356,58.96196771
12/25/1966,36011.99088,1,6.84499979,60.07220506
12/26/1966,36084.01861,1,7.347199917,60.37523292
12/27/1966,36197.54909,1,7.74489975,60.31218129
12/28/1966,36393.28306,1,7.983700275,60.41094701
12/29/1966,36776.55107,1,7.832999706,60.55262617
12/30/1966,37695.46621,1,7.288400173,60.12418295
12/31/1966,40936.09515,1,6.559299946,59.08346056
1/1/1967,44176.63009,1,5.494299889,57.18453858
1/2/1967,45095.2466,1,5.019599915,56.0005396
1/3/1967,45477.98318,1,4.651000023,55.60588658
1/4/1967,45672.91973,1,4.969099998,55.56228635
1/5/1967,45785.34751,1,5.913000107,55.46819975
1/6/1967,45855.92039,1,6.677800179,55.72572408
1/7/1967,45903.02788,1,7.356299877,57.0037163
1/8/1967,45935.97415,1,7.748800278,57.67209153
1/9/1967,45959.87853,1,7.815199852,57.60839045
1/10/1967,45977.74852,1,7.608799934,57.36873211
1/11/1967,45991.44714,1,7.404799938,57.27569171
1/12/1967,46002.18081,1,6.860799789,56.74875171
1/13/1967,46010.76155,1,6.125199795,55.75628024
1/14/1967,46017.75564,1,5.335000038,55.49877735
1/15/1967,46023.57213,1,4.306900024,54.82283008
1/16/1967,46028.51792,1,3.900700092,54.48489132
1/17/1967,46032.83407,1,3.382400036,54.16024698
1/18/1967,46036.72132,1,3.206800222,54.17552354
1/19/1967,46040.36022,1,3.82460022,54.57696384
1/20/1967,46043.92956,1,4.553899765,55.62954056
1/21/1967,46047.62715,1,5.36289978,56.5468605
1/22/1967,46051.69791,1,6.17509985,55.89258673
1/23/1967,46056.47853,1,6.882200241,57.16179602
1/24/1967,46062.47644,1,7.553299904,59.1449887
1/25/1967,46070.52331,1,8.08010006,56.73281678
1/26/1967,46082.10128,1,8.179300308,57.31927962
1/27/1967,46100.112,1,7.826800346,56.75574659
1/28/1967,46130.94246,1,7.125500202,56.16742985
1/29/1967,46191.10541,1,6.013000011,55.51625508
1/30/1967,46335.15529,1,5.201999664,55.38751732
1/31/1967,46842.96672,1,4.616000175,54.71812256
2/1/1967,47322.8625,1,5.020599842,54.76729809
2/2/1967,47447.05302,1,5.591499805,54.90311882
2/3/1967,47496.80169,1,6.081399918,55.51257686
2/4/1967,47521.6885,1,6.49630022,55.88529752
2/5/1967,47536.00598,1,6.822000027,56.57423547
2/6/1967,47545.1227,1,7.006999969,56.62662179
2/7/1967,47551.43161,1,6.964099884,56.59862052
