,NDOI,smscg,tide,X2_DIS
9/19/1926,2976.009738,1,7.04460001,89.70453005
9/20/1926,2976.913158,1,7.150400162,90.0629873
9/21/1926,2978.145649,1,6.867199898,90.29900844
9/22/1926,2979.843168,1,6.328100204,90.60188932
9/23/1926,2982.228306,1,5.862100124,91.19928667
9/24/1926,2985.683352,1,6.147900105,91.73864594
9/25/1926,2990.907743,1,6.050400257,91.86380281
9/26/1926,2999.292537,1,5.688399792,91.76084294
9/27/1926,3013.935279,1,5.276400089,91.7326894
9/28/1926,3042.938528,1,4.969500065,91.28641745
9/29/1926,3113.517956,1,4.683799744,90.90491363
9/30/1926,3369.865754,1,4.757999897,90.53197367
10/1/1926,3630.877097,1,4.814399719,90.91578279
10/2/1926,3704.972674,1,4.880199909,90.90659141
10/3/1926,3736.00119,1,4.949800014,90.49083803
10/4/1926,3752.00791,1,4.854800224,90.75706844
10/5/1926,3761.48758,1,4.672200203,90.80983022
10/6/1926,3767.732317,1,4.488399982,91.30775195
10/7/1926,3772.244786,1,4.643499851,91.60660484
10/8/1926,3775.800476,1,5.047299862,91.56735146
10/9/1926,3778.843523,1,5.162099838,92.19766524
10/10/1926,3781.655204,1,5.256200314,92.06853034
10/11/1926,3784.433897,1,5.20539999,90.99464137
10/12/1926,3787.337142,1,5.120200157,91.39232356
10/13/1926,3790.506548,1,5.062099934,91.81162895
10/14/1926,3794.085012,1,5.146999836,91.45275009
10/15/1926,3798.23126,1,5.289999962,90.67778638
10/16/1926,3803.13491,1,5.554200172,90.52929838
10/17/1926,3809.034958,1,5.809100151,91.22723127
10/18/1926,3816.245128,1,5.902600288,90.96355768
10/19/1926,3825.191241,1,6.005899906,92.02953723
10/20/1926,3836.469146,1,6.12680006,92.26200044
10/21/1926,3850.938437,1,6.847400188,92.51137774
10/22/1926,3869.880569,1,7.140100002,92.47850077
10/23/1926,3895.278118,1,7.030900002,92.06623443
10/24/1926,3930.334783,1,6.675400257,91.65802377
10/25/1926,3980.506725,1,6.040000439,91.58249214
10/26/1926,4055.71289,1,5.318300247,91.60995105
10/27/1926,4175.56032,1,4.682199955,91.55090223
10/28/1926,4383.396997,1,4.310799599,91.29523627
10/29/1926,4791.494312,1,4.18569994,90.75916941
10/30/1926,5771.010781,1,4.48789978,89.87796114
10/31/1926,9226.408365,1,4.459400177,89.3542574
11/1/1926,12620.53587,0,4.48210001,88.52070163
11/2/1926,13555.01228,0,4.410099983,87.20805297
11/3/1926,13938.99026,0,5.001999855,86.11722463
11/4/1926,14132.81244,0,5.449399948,85.43881686
11/5/1926,14243.7568,0,5.965500355,84.89964641
11/6/1926,14312.83262,0,6.266599655,84.18455983
11/7/1926,14358.45407,0,6.405499935,84.18177375
11/8/1926,14389.87713,0,6.409499645,84.48284239
11/9/1926,14412.15754,0,6.256000042,83.85404181
11/10/1926,14428.2352,0,5.937699795,83.25997857
11/11/1926,14439.90108,0,5.566699982,82.8795891
11/12/1926,14448.28119,0,5.207000256,81.95154182
11/13/1926,14454.09321,0,5.083799839,80.00204867
11/14/1926,14457.78791,0,5.159600258,78.54612787
11/15/1926,14459.62795,0,5.587200165,78.52179046
11/16/1926,14459.72941,0,5.618499756,79.28203612
11/17/1926,14458.07808,0,6.450099945,79.9177153
11/18/1926,14454.52488,0,7.268499851,80.46152139
11/19/1926,14448.75861,0,7.647899628,81.47783964
11/20/1926,14440.24757,0,7.778599739,80.70265366
11/21/1926,14428.13069,0,7.463200092,80.90660897
11/22/1926,14411.01701,0,6.869100094,80.67416418
11/23/1926,14386.60544,0,6.213500023,80.4164603
11/24/1926,14350.92332,0,5.402999878,80.38645801
11/25/1926,14296.68366,0,4.584100246,78.58780726
11/26/1926,14209.37644,0,4.288000107,78.68048476
11/27/1926,14056.67423,0,4.095900059,78.24144727
11/28/1926,13753.99684,0,3.984200001,78.10219827
11/29/1926,13017.2266,0,4.156700134,75.90400303
11/30/1926,10341.03928,0,4.23210001,73.07109167
12/1/1926,7616.607156,1,5.00909996,74.26910938
12/2/1926,6844.531501,1,5.727600098,75.9984302
12/3/1926,6523.206041,1,6.3458004,77.39462764
12/4/1926,6360.007871,1,6.921700478,77.59414061
12/5/1926,6266.446612,1,7.199800014,78.63305954
12/6/1926,6208.383017,1,7.420400143,78.40502602
12/7/1926,6170.405028,1,7.381800175,78.79070474
12/8/1926,6144.749367,1,7.02820015,78.48772088
12/9/1926,6127.184058,1,6.438399792,78.66405174
12/10/1926,6115.269026,1,5.69329977,79.10958659
12/11/1926,6107.547431,1,5.169799805,79.75039457
12/12/1926,6103.141753,1,5.033400059,79.75713778
12/13/1926,6101.541933,1,4.884699821,80.05202631
12/14/1926,6102.492266,1,5.28000021,80.10556579
12/15/1926,6105.933804,1,6.324800014,79.77130904
12/16/1926,6111.982076,1,7.084900379,80.38263906
12/17/1926,6120.931861,1,7.598700047,82.25817875
12/18/1926,6133.288469,1,7.897999763,82.54620046
12/19/1926,6149.831837,1,7.759300232,82.85683614
12/20/1926,6171.728859,1,7.408299923,83.27719812
12/21/1926,6200.7245,1,6.941999912,83.61818943
12/22/1926,6239.471167,1,6.192399979,82.8356056
12/23/1926,6292.115736,1,5.35199976,81.83161264
12/24/1926,6365.39673,1,4.530700207,80.30973599
12/25/1926,6470.823683,1,4.124599934,80.60767636
12/26/1926,6629.350622,1,3.749699831,80.27779573
12/27/1926,6882.42679,1,3.49849987,79.33402219
12/28/1926,7321.71836,1,3.622800112,79.52851808
12/29/1926,8184.671341,1,4.450700283,80.18194998
12/30/1926,10256.29542,1,5.270899773,80.78526019
12/31/1926,17564.62858,1,6.052100182,81.17547315
1/1/1927,24873.36906,1,6.865999699,81.15134335
1/2/1927,26946.28717,1,7.400099754,80.27462416
1/3/1927,27811.54293,1,7.865000248,78.15328288
1/4/1927,28254.2898,1,8.090900421,76.02016276
1/5/1927,28512.14414,1,7.89869976,74.79480433
1/6/1927,28676.97513,1,7.330899715,71.7585839
1/7/1927,28790.47551,1,6.52850008,68.93377089
1/8/1927,28873.89339,1,5.513700008,67.38196544
1/9/1927,28939.09615,1,5.097000122,66.40254506
1/10/1927,28993.2612,1,4.708399773,65.82666924
1/11/1927,29041.07844,1,4.965899944,64.34611881
1/12/1927,29085.87859,1,5.802800179,63.15077294
1/13/1927,29130.26275,1,6.463099957,63.15065467
1/14/1927,29176.49075,1,7.024800301,63.48486709
1/15/1927,29226.75553,1,7.398099899,64.36451077
1/16/1927,29283.41482,1,7.45870018,63.87731751
1/17/1927,29349.2301,1,7.246600151,62.98659841
1/18/1927,29427.65952,1,7.062200069,62.83728545
1/19/1927,29523.26428,1,6.526299953,62.81575005
1/20/1927,29642.32042,1,5.923799992,61.85849097
1/21/1927,29793.79524,1,5.173000336,60.64666739
1/22/1927,29990.98492,1,4.306600094,59.88383464
1/23/1927,30254.3994,1,3.847599983,59.58058497
1/24/1927,30617.12847,1,3.416300297,59.31149905
1/25/1927,31135.47985,1,3.12349987,58.79821185
1/26/1927,31911.77439,1,3.684299946,59.00945889
1/27/1927,33148.23176,1,4.440499783,59.19987583
1/28/1927,35291.88638,1,5.272299767,59.88469556
1/29/1927,39500.51587,1,6.10379982,60.38122153
1/30/1927,49601.57217,1,6.821099758,61.06419153
1/31/1927,85234.12802,1,7.576600075,60.63022075
2/1/1927,118907.7262,1,8.070899963,56.14050578
2/2/1927,127615.0705,1,8.128700256,52.85612861
2/3/1927,131092.5917,1,7.806799889,52.10813923
2/4/1927,132818.5316,1,7.095099926,51.74555372
2/5/1927,133794.6859,1,5.978899956,51.96855554
2/6/1927,134396.3708,1,5.235300064,51.44939645
2/7/1927,134789.7738,1,4.614400387,51.54938365
2/8/1927,135057.5269,1,4.950200081,51.64658146
2/9/1927,135244.3235,1,5.399999619,51.50532702
2/10/1927,135375.8688,1,5.811500072,51.35459405
2/11/1927,135467.579,1,6.182899952,51.43145227
2/12/1927,135528.8859,1,6.482699871,51.74796727
2/13/1927,135565.4787,1,6.642199993,51.79523484
2/14/1927,135580.4907,1,6.576999664,51.97547434
2/15/1927,135575.0927,1,6.551299572,51.6032158
2/16/1927,135548.6948,1,6.258199692,51.56352503
2/17/1927,135498.8213,1,5.826700211,51.42472154
2/18/1927,135420.6149,1,5.225000381,51.24776463
2/19/1927,135305.7944,1,4.553299904,51.51857182
2/20/1927,135140.657,1,3.94720006,51.27491533
2/21/1927,134902.2222,1,3.531800032,50.99732539
2/22/1927,134550.423,1,3.488299847,50.65418868
2/23/1927,134011.0835,1,3.644999981,50.57639471
2/24/1927,133134.9347,1,3.976499796,50.51569005
2/25/1927,131584.7819,1,4.446100235,50.41641088
2/26/1927,128460.4939,1,5.09829998,50.87285376
2/27/1927,120636.7036,1,5.888000011,51.03608859
2/28/1927,90379.12059,1,6.681699753,51.38889438
3/1/1927,58361.32519,1,7.291800022,52.38039081
3/2/1927,49285.27817,1,7.532899857,53.1373992
3/3/1927,45504.17489,1,7.512899876,53.58359058
3/4/1927,43578.86671,1,6.991699696,53.72541536
3/5/1927,42469.06768,1,6.013700008,53.98896931
3/6/1927,41773.14388,1,5.339799881,54.47272983
3/7/1927,41309.45193,1,5.590499878,54.92524599
3/8/1927,40986.12634,1,5.637399673,55.2969529
3/9/1927,40752.6634,1,5.507500172,55.64941252
3/10/1927,40579.44292,1,5.412000179,55.43304657
3/11/1927,40448.17522,1,5.387700081,55.75009631
3/12/1927,40347.08739,1,5.447500229,56.18237985
3/13/1927,40268.342,1,5.531599998,56.82232007
3/14/1927,40206.58078,1,5.584599972,56.28203769
3/15/1927,40158.06866,1,5.598799706,55.99848595
3/16/1927,40120.17478,1,5.450099945,56.0809086
3/17/1927,40091.05225,1,5.225399971,56.0488424
3/18/1927,40069.44226,1,4.678999901,55.62850266
3/19/1927,40054.56271,1,4.283899784,55.87821087
3/20/1927,40046.06303,1,4.033699989,56.21951345
3/21/1927,40044.04368,1,4.320500374,56.00127509
3/22/1927,40049.15746,1,4.379600048,55.95343432
3/23/1927,40062.84034,1,4.467499733,56.14950153
3/24/1927,40087.7817,1,4.42470026,56.29175934
3/25/1927,40128.88954,1,4.462299824,56.56295386
3/26/1927,40195.38616,1,4.652999878,56.71873767
3/27/1927,40305.78565,1,5.016900063,56.91511804
3/28/1927,40501.30181,1,5.558899879,56.83003048
3/29/1927,40888.97749,1,6.040800095,57.47589845
3/30/1927,41823.03888,1,6.430800438,57.54047268
3/31/1927,45121.58403,1,6.496200085,56.96124009
4/1/1927,48361.91141,1,6.138400078,57.12769865
4/2/1927,49253.85276,1,5.974900246,55.67302909
4/3/1927,49620.06663,1,6.385399818,55.64909701
4/4/1927,49804.54997,1,6.673399925,55.46838378
4/5/1927,49909.6928,1,6.706399918,55.33812401
4/6/1927,49974.6123,1,6.429699898,55.63086122
4/7/1927,50016.84674,1,5.921899796,55.33667021
4/8/1927,50045.18193,1,5.369399548,55.16851173
4/9/1927,50064.38213,1,4.926800251,55.1244435
4/10/1927,50077.17671,1,4.66629982,54.77820176
4/11/1927,50085.17886,1,4.728700161,54.64368118
4/12/1927,50089.34151,1,4.720600128,54.40926525
4/13/1927,50090.19388,1,4.626000404,54.4346721
4/14/1927,50087.9646,1,4.51099968,54.39159759
4/15/1927,50082.63975,1,4.343599796,54.37951855
4/16/1927,50073.97742,1,4.668000221,54.35986438
4/17/1927,50061.4856,1,5.001300335,54.56744673
4/18/1927,50044.35998,1,5.334000111,54.81200263
4/19/1927,50021.36642,1,5.332399845,54.8974311
4/20/1927,49990.63581,1,5.51060009,55.10419816
4/21/1927,49949.30655,1,5.486299992,55.31023305
4/22/1927,49892.8836,1,5.311599731,55.46128853
4/23/1927,49814.03545,1,5.118899822,55.31588072
4/24/1927,49700.19493,1,5.01760006,55.14916922
4/25/1927,49528.39101,1,5.031799793,54.84260373
4/26/1927,49252.95882,1,5.156400204,54.72508315
4/27/1927,48772.2342,1,5.514700413,54.54885687
4/28/1927,47820.30532,1,5.614799976,54.77494904
4/29/1927,45504.02645,1,5.700400352,54.9420429
4/30/1927,37091.4318,1,6.517700195,55.24034158
5/1/1927,28526.98661,1,7.230999947,55.79596941
5/2/1927,26099.10885,1,7.593799591,57.74280334
5/3/1927,25087.46277,1,7.372200012,58.95445653
5/4/1927,24572.09938,1,7.350000381,60.09310483
5/5/1927,24274.73583,1,6.786099911,60.722311
5/6/1927,24087.91809,1,6.036300182,62.74191724
5/7/1927,23963.03288,1,5.215499878,60.4668131
5/8/1927,23875.47612,1,4.701600075,60.0517612
5/9/1927,23811.70086,1,4.599200249,60.49673633
5/10/1927,23763.73766,1,4.479099751,60.36994587
5/11/1927,23726.63687,1,4.417199612,60.21972855
5/12/1927,23697.17772,1,4.195199966,60.507004
5/13/1927,23673.17336,1,4.538799763,61.41603741
5/14/1927,23653.07504,1,5.167699814,62.04373421
5/15/1927,23635.73444,1,5.560200214,62.72285521
5/16/1927,23620.25215,1,6.070299625,62.83159782
5/17/1927,23605.87359,1,6.232300282,62.74021224
5/18/1927,23591.90895,1,6.421700001,63.7640394
5/19/1927,23577.661,1,6.281899929,63.89413109
5/20/1927,23562.34601,1,6.326300144,63.76394029
5/21/1927,23544.98975,1,6.028299809,63.48993902
5/22/1927,23524.26965,1,5.658499718,64.08872692
5/23/1927,23498.24944,1,5.205399513,62.96968457
5/24/1927,23463.89543,1,5.254099846,63.40310472
5/25/1927,23416.12559,1,5.325900078,63.38848945
5/26/1927,23345.77844,1,5.406700134,62.39304401
5/27/1927,23234.81762,1,5.583100319,63.06129456
5/28/1927,23043.4404,1,6.591099739,62.92395868
5/29/1927,22668.63478,1,7.508199692,63.56885692
5/30/1927,21769.94388,1,7.96819973,64.49300501
5/31/1927,18600.57351,1,7.978199959,65.21010235
6/1/1927,15487.44007,1,7.789299965,66.12861191
6/2/1927,14630.18712,1,7.404299736,66.37892794
6/3/1927,14277.7296,1,6.944000244,66.70023903
6/4/1927,14099.54431,1,6.050300121,66.63052812
6/5/1927,13997.21496,1,5.092600346,66.52622695
6/6/1927,13933.10241,1,4.702700138,66.25072861
6/7/1927,13890.28646,1,4.451700211,66.11730307
6/8/1927,13860.24005,1,4.197799683,65.85156203
6/9/1927,13838.28007,1,4.037199974,66.49336227
6/10/1927,13821.65313,1,4.393199921,66.85789556
6/11/1927,13808.64538,1,5.156100273,67.30433079
6/12/1927,13798.1342,1,5.731599808,68.08329674
6/13/1927,13789.34654,1,6.345700264,69.11531733
6/14/1927,13781.72047,1,6.719900131,69.81853013
6/15/1927,13774.82025,1,7.045599937,70.43478472
6/16/1927,13768.27978,1,7.175499916,70.90581859
6/17/1927,13761.75993,1,7.043199539,70.6043903
6/18/1927,13754.91015,1,6.933499813,70.55055326
6/19/1927,13747.32617,1,6.633500099,70.60378832
6/20/1927,13738.49348,1,6.010300159,70.28337608
6/21/1927,13727.70063,1,5.5625,69.72550489
6/22/1927,13713.89218,1,5.444499969,69.3187993
6/23/1927,13695.39923,1,5.238399982,69.60440927
6/24/1927,13669.40682,1,5.355699539,70.02263874
6/25/1927,13630.81105,1,6.403100014,70.4677507
6/26/1927,13569.50443,1,7.26639986,70.55045914
6/27/1927,13463.0229,1,7.786599636,70.57243242
6/28/1927,13252.64994,1,7.976299763,72.27158988
6/29/1927,12741.2158,1,7.946100235,73.58019065
6/30/1927,10884.16808,1,7.631199837,73.43592705
7/1/1927,8993.645628,1,6.964299679,73.48463052
7/2/1927,8457.719994,1,6.616799831,73.69890085
7/3/1927,8234.419978,1,5.841899872,72.83210208
7/4/1927,8120.675819,1,4.922699928,72.09390066
7/5/1927,8055.059946,1,4.502500057,72.2875156
7/6/1927,8013.853884,1,4.103600025,72.09156571
7/7/1927,7986.327932,1,3.772899866,71.75518683
7/8/1927,7967.052469,1,3.927299976,72.07198177
7/9/1927,7953.038956,1,4.576499939,73.01445504
7/10/1927,7942.530458,1,5.321899891,74.41007382
7/11/1927,7934.437167,1,6.046200275,75.70309766
7/12/1927,7928.051599,1,6.640599728,77.18835259
7/13/1927,7922.895408,1,7.165500164,78.36951614
7/14/1927,7918.632323,1,7.554500103,79.25558175
7/15/1927,7915.016094,1,7.592000008,79.92667733
7/16/1927,7911.857669,1,7.430599689,79.9269752
7/17/1927,7909.003113,1,7.23360014,79.27723206
7/18/1927,7906.317275,1,6.707399845,79.06934076
7/19/1927,7903.669901,1,5.805400372,78.375543
7/20/1927,7900.921438,1,5.431600094,78.01282115
7/21/1927,7897.905361,1,5.037899971,78.14800763
7/22/1927,7894.402301,1,5.572700024,78.81601671
7/23/1927,7890.097323,1,5.985000134,79.31382727
7/24/1927,7884.502699,1,6.676000118,79.92658832
7/25/1927,7876.806606,1,7.16960001,81.14055793
7/26/1927,7865.550418,1,7.43969965,81.22283605
7/27/1927,7847.867142,1,7.529700279,81.24539881
7/28/1927,7817.434525,1,7.442399979,81.51906808
7/29/1927,7757.895076,1,7.016300201,81.37870181
7/30/1927,7615.192747,1,6.428100109,81.27659348
7/31/1927,7111.988755,1,6.036600113,81.16053943
8/1/1927,6608.822959,1,5.306600094,80.47223674
8/2/1927,6466.241979,1,4.501300335,80.0371283
8/3/1927,6406.918477,1,4.048299789,79.93913564
8/4/1927,6376.809886,1,3.528499603,79.77480771
8/5/1927,6359.57469,1,3.831999779,79.59209772
8/6/1927,6348.909672,1,4.239600182,79.88223157
8/7/1927,6341.970677,1,4.561100006,80.44006033
8/8/1927,6337.326655,1,5.242000103,81.11065441
8/9/1927,6334.19934,1,5.99450016,81.53194128
8/10/1927,6332.14216,1,6.724199772,81.97610647
8/11/1927,6330.891106,1,7.322000027,82.22097481
8/12/1927,6330.290417,1,7.583100319,82.60576723
8/13/1927,6330.253854,1,7.606999874,83.07761259
8/14/1927,6330.744355,1,7.322000027,83.19530227
8/15/1927,6331.764173,1,6.792900085,82.61910752
8/16/1927,6333.35187,1,6.060800076,82.35581381
8/17/1927,6335.584829,1,5.506999969,82.29499223
8/18/1927,6338.587459,1,5.184100151,82.21924802
8/19/1927,6342.546768,1,5.525000095,81.92028898
8/20/1927,6347.739011,1,5.841900349,81.97872609
8/21/1927,6354.574596,1,5.944099903,82.34468743
8/22/1927,6363.675196,1,6.299499989,82.39292181
8/23/1927,6376.010971,1,6.567199707,82.38918797
8/24/1927,6393.15685,1,6.73029995,82.39970066
8/25/1927,6417.801494,1,6.780299664,82.6211442
8/26/1927,6454.838579,1,6.53730011,82.71934931
8/27/1927,6513.947135,1,6.082099915,82.80128902
8/28/1927,6616.531451,1,5.598500252,82.94776693
8/29/1927,6818.034544,1,4.97149992,82.33686637
8/30/1927,7301.752664,1,4.447999954,81.92530736
8/31/1927,9008.212517,1,3.936900139,81.8086781
9/1/1927,10684.42019,1,3.685299873,81.79668065
9/2/1927,11145.91529,1,3.822599888,81.41514929
9/3/1927,11335.54295,1,4.024300098,80.48962067
9/4/1927,11431.2602,1,4.362500191,79.74246369
9/5/1927,11486.04668,1,4.62680006,79.66027886
9/6/1927,11520.15487,1,5.107200146,79.00592938
9/7/1927,11542.67849,1,5.837900162,78.6951784
9/8/1927,11558.18839,1,6.49600029,79.38846577
9/9/1927,11569.18106,1,6.902100086,80.01221418
9/10/1927,11577.10798,1,7.159199715,79.78160577
9/11/1927,11582.85315,1,7.000599861,79.61597908
9/12/1927,11586.97201,1,6.374800205,79.9238143
9/13/1927,11589.8182,1,5.928299904,79.17140794
9/14/1927,11591.6133,1,5.727100372,78.78657434
9/15/1927,11592.48566,1,5.971000195,78.94516628
9/16/1927,11592.49081,1,5.983400345,79.03174218
9/17/1927,11591.61927,1,5.87130022,78.041302
9/18/1927,11589.79401,1,5.753200054,77.45657062
9/19/1927,11586.85654,1,5.5333004,77.04888969
9/20/1927,11582.53729,1,5.683699608,76.15726752
9/21/1927,11576.40054,1,5.782799721,75.56856525
9/22/1927,11567.74311,1,5.822100163,75.188852
9/23/1927,11555.40223,1,5.662399769,75.21819375
9/24/1927,11537.37095,1,5.36619997,75.5342216
9/25/1927,11509.96835,1,4.939700127,75.91546598
9/26/1927,11465.86528,1,4.593299866,75.90060081
9/27/1927,11388.73327,1,4.429299831,75.42365675
9/28/1927,11235.85151,1,4.548700333,75.40306843
9/29/1927,10863.71484,1,4.643300056,74.67733205
9/30/1927,9511.998841,1,4.581799984,74.30657301
10/1/1927,8135.885756,1,4.513400078,74.34455495
10/2/1927,7745.824177,1,4.434599876,74.79163211
10/3/1927,7583.358874,1,4.492300034,75.53581331
10/4/1927,7500.678502,1,4.761799812,75.83074851
10/5/1927,7453.075098,1,4.865599632,75.51648986
10/6/1927,7423.290545,1,5.424200058,75.70159928
10/7/1927,7403.522705,1,5.910400391,76.77219095
10/8/1927,7389.829094,1,6.168200016,78.23061757
10/9/1927,7380.046231,1,6.058199883,79.91481165
10/10/1927,7372.909829,1,5.972800255,80.49786821
10/11/1927,7367.644666,1,6.463699818,81.26032814
10/12/1927,7363.758321,1,7.069499969,81.60888729
10/13/1927,7360.931078,1,7.178300381,82.29162992
10/14/1927,7358.954512,1,6.884400368,82.60395137
10/15/1927,7357.696374,1,6.405499935,82.49816728
10/16/1927,7357.080662,1,5.802899837,82.37159515
10/17/1927,7357.07737,1,5.267500401,81.4630616
10/18/1927,7357.699294,1,4.827400208,80.98653478
10/19/1927,7359.005291,1,5.005199909,81.14428269
10/20/1927,7361.111024,1,4.995100021,81.18148119
10/21/1927,7364.210498,1,4.923399925,81.18927965
10/22/1927,7368.615452,1,4.863100052,81.17630164
10/23/1927,7374.827262,1,4.586400032,81.59276969
10/24/1927,7383.672634,1,4.935200214,82.14463642
10/25/1927,7396.574199,1,5.32970047,82.99151411
10/26/1927,7416.131627,1,5.536699772,83.64826896
10/27/1927,7447.496483,1,5.688899994,83.42110965
10/28/1927,7502.070666,1,5.693999767,82.60756796
10/29/1927,7609.398523,1,5.508699894,82.35373791
10/30/1927,7867.166635,1,5.230999947,82.57514952
10/31/1927,8776.640581,1,4.993700027,82.81122413
11/1/1927,9669.993049,1,4.815399647,81.34651733
11/2/1927,9915.92306,1,4.717700005,80.37947296
11/3/1927,10016.9323,1,4.732900143,80.24720551
11/4/1927,10067.86223,1,5.022500038,80.03954929
11/5/1927,10096.94488,1,5.263599873,80.16379692
11/6/1927,10114.96894,1,5.593400002,80.41517132
11/7/1927,10126.77476,1,6.285200119,80.9007297
11/8/1927,10134.79081,1,7.263299942,81.16099541
11/9/1927,10140.33823,1,7.96600008,82.93925607
11/10/1927,10144.17899,1,8.167600632,81.25516177
11/11/1927,10146.76969,1,8.039100647,80.97147055
11/12/1927,10148.38803,1,7.469299793,82.10817604
11/13/1927,10149.19903,1,6.632999897,81.22390342
11/14/1927,10149.29047,1,5.718500137,79.72186787
11/15/1927,10148.69097,1,4.890500069,78.03085406
11/16/1927,10147.3771,1,4.695099831,76.65515092
11/17/1927,10145.2719,1,4.599400043,76.87763177
11/18/1927,10142.23481,1,4.731800079,77.3161274
11/19/1927,10138.04051,1,4.46089983,77.63739492
11/20/1927,10132.34068,1,4.804600239,78.47453312
11/21/1927,10124.59653,1,5.301599979,77.7873537
11/22/1927,10113.95725,1,5.798199654,77.39232655
11/23/1927,10099.0313,1,6.207499981,77.62684124
11/24/1927,10077.43016,1,6.409399986,77.97985251
11/25/1927,10044.78491,1,6.594900131,78.83747114
11/26/1927,9992.407618,1,6.49450016,79.66029079
11/27/1927,9900.953525,1,6.338000298,79.09052475
11/28/1927,9719.821722,1,6.070399761,78.82060579
11/29/1927,9279.050243,1,5.652500153,77.58376989
11/30/1927,7678.160306,1,5.161099911,76.80851182
12/1/1927,6048.418649,1,4.783500195,76.19026888
12/2/1927,5586.55318,1,4.765100002,76.54056889
12/3/1927,5394.311733,1,4.814700127,77.58057476
12/4/1927,5296.64759,1,5.189499855,78.65564386
12/5/1927,5240.624427,1,6.251699924,80.1154928
12/6/1927,5205.81802,1,7.339799881,81.32786141
12/7/1927,5183.006155,1,8.134900093,82.21254168
12/8/1927,5167.541477,1,8.609100342,82.72792374
12/9/1927,5156.888294,1,8.643699646,83.92059127
12/10/1927,5149.581879,1,8.203700066,84.93328682
12/11/1927,5144.744456,1,7.399000168,84.90449963
12/12/1927,5141.843227,1,6.508100033,84.11338232
12/13/1927,5140.563145,1,5.495000362,83.40421241
12/14/1927,5140.738564,1,4.778100014,82.08193137
12/15/1927,5142.317826,1,4.378799915,81.12237348
12/16/1927,5145.34854,1,4.004799843,81.24118254
12/17/1927,5149.97842,1,3.929200172,81.09337203
12/18/1927,5156.470947,1,4.379600048,81.2729176
12/19/1927,5165.239059,1,5.091499805,81.93976997
12/20/1927,5176.904987,1,5.623600006,83.08974143
12/21/1927,5192.402574,1,6.257800102,83.77836971
12/22/1927,5213.153995,1,6.613100052,83.82755207
12/23/1927,5241.384967,1,6.99849987,84.31260456
12/24/1927,5280.714118,1,7.147299767,86.65303693
12/25/1927,5337.323837,1,7.114099979,86.9053224
12/26/1927,5422.4712,1,7.008499622,85.772191
12/27/1927,5558.425339,1,6.576900005,85.53935
12/28/1927,5794.436517,1,5.869800091,85.22541409
12/29/1927,6258.080909,1,5.065199852,84.56117261
12/30/1927,7371.134242,1,4.823999882,83.44058682
12/31/1927,11297.8128,1,4.532400131,83.09261742
1/1/1928,15224.507,0,4.652100086,82.83876231
1/2/1928,16337.61001,0,5.817100048,82.30158533
1/3/1928,16801.34279,0,6.827699661,82.22567229
1/4/1928,17037.4866,0,7.627200127,81.85365071
1/5/1928,17173.62416,0,8.261199951,81.91876619
1/6/1928,17259.01351,0,8.497200012,81.57143228
1/7/1928,17315.93313,0,8.308300018,80.77679018
1/8/1928,17355.65139,0,7.750699997,80.44986241
1/9/1928,17384.36442,0,7.143400192,80.21113181
1/10/1928,17405.70769,0,6.21780014,79.2844762
1/11/1928,17421.92776,0,5.064899921,77.34674519
1/12/1928,17434.47284,0,4.419699669,75.63677781
1/13/1928,17444.30964,0,3.854499817,75.1996121
1/14/1928,17452.10235,0,3.372200012,73.81335454
1/15/1928,17458.31814,0,3.675900221,72.99064177
1/16/1928,17463.2916,0,4.255800247,71.72609092
1/17/1928,17467.26512,0,4.956500053,71.74121423
1/18/1928,17470.41464,0,5.626599789,72.26929044
1/19/1928,17472.86583,0,6.144299984,72.6835386
1/20/1928,17474.70378,0,6.748700142,72.927696
1/21/1928,17475.97723,0,7.181499958,73.60310881
1/22/1928,17476.69747,0,7.319600105,74.23197066
1/23/1928,17476.82991,0,7.470499992,72.6307553
1/24/1928,17476.27369,0,7.177299976,71.02397431
1/25/1928,17474.81696,0,6.561699867,70.53119471
1/26/1928,17472.03804,0,5.65899992,70.14234152
1/27/1928,17467.06869,0,4.976500034,70.10135424
1/28/1928,17457.95489,0,4.487999916,70.30722233
1/29/1928,17439.59931,0,4.601099968,70.45759617
1/30/1928,17395.10753,0,5.333000183,69.76979026
1/31/1928,17237.72888,0,6.109300137,70.21679906
2/1/1928,17086.28372,1,6.805599689,70.53824047
2/2/1928,17046.72326,1,7.359300137,71.01454668
2/3/1928,17032.0225,1,7.694499969,73.61338456
2/4/1928,17026.39575,1,7.728899956,70.93225502
2/5/1928,17025.32532,1,7.434700012,68.75149658
2/6/1928,17027.21762,1,7.038199902,67.92237704
2/7/1928,17031.49265,1,6.33079958,67.32520574
2/8/1928,17038.01037,1,5.451200008,67.19085676
2/9/1928,17046.87048,1,4.47480011,67.25028738
2/10/1928,17058.34116,1,3.908200026,66.5317746
2/11/1928,17072.84267,1,3.332499981,66.11718983
2/12/1928,17090.96131,1,3.426700115,65.17592175
2/13/1928,17113.48724,1,3.674600124,65.35558616
2/14/1928,17141.47861,1,4.111999512,65.82678575
2/15/1928,17176.36109,1,4.632999897,65.08000844
2/16/1928,17220.08042,1,5.224299908,66.11390299
2/17/1928,17275.33923,1,5.918900013,66.91919607
2/18/1928,17345.97338,1,6.516900063,67.10841447
